"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Western Buffer","Pai Min Kok Stream","AN2","1990-06-21","1","1.2","<50","0.3","0.09","","<1","","","520","0.1","21","","","<1","59","1","<0.01","80","6.6","11000","57000","0","0.4","<0.01","110","1","30","<1","","1","3.5","0.068","0.5","0.27","7","","","14","","<0.02","3.5","","0.64","4","0.34","140","78","5","","25","40"
"Western Buffer","Pai Min Kok Stream","AN2","1990-07-16","1","2.1","<50","0.074","<0.05","","<1","","","180","<0.1","7","7","","<1","121","<1","<0.01","75","6","20000","42000","0","0.4","<0.01","130","<1","20","<1","","<1","2.9","0.26","<0.5","0.21","7.3","","","15","","<0.02","0.5","","1.1","2","0.41","140","36","7","","26","40"
"Western Buffer","Pai Min Kok Stream","AN2","1990-08-06","1","2.5","150","0.27","0.05","","<1","","","470","0.1","15","10","","1","142","2","<0.01","79","6.4","200000","200000","0","0.3","<0.01","300","3","40","<1","","<1","3.1","0.031","<0.5","0.53","7.4","","","17","","0.02","5.5","","1.9","2","1.3","160","70","5","","26.1","70"
"Western Buffer","Pai Min Kok Stream","AN2","1990-09-05","1","2.8","<50","1.5","0.09","","<1","","","<50","0.2","14","14","","3","176","2","<0.01","49","3.9","10000","35000","0","0.4","<0.01","190","2","<50","4","","<1","3.5","0.27","0.6","0.39","7.1","","","18","","0.02","13","","1.8","5","0.64","150","42","2","","26.3","50"
"Western Buffer","Pai Min Kok Stream","AN2","1990-10-12","1","1.2","70","0.088","0.08","","<1","","","<50","0.2","12","<1","","<1","122","<1","<0.01","89","7.5","9000","13000","0.01","0.4","<0.01","210","4","30","<1","","<1","3.5","0.065","0.5","0.42","7.4","","","17","","<0.02","2","","0.78","4","0.53","130","<0.5","2","","24","50"
"Western Buffer","Pai Min Kok Stream","AN2","1990-11-22","1","2.9","<50","0.98","0.09","","<1","","","<50","0.2","4","15","","<1","124","3","0.01","73","6.8","11000","11000","0","0.4","<0.01","90","3","<10","<1","","5","2.8","0.14","1.5","0.51","7.6","","","12","","0.03","4","","1.3","1","0.63","230","140","2.2","","19.2","<10"
"Western Buffer","Pai Min Kok Stream","AN2","1990-12-10","1","9.6","50","0.45","0.24","","<1","","","<50","0.4","16","20","","1","176","3","<0.01","31","3.1","4700","6200","0","0.5","<0.01","<50","<1","<10","<1","","<1","4.4","0.18","1","0.44","7.2","","","17","","0.02","26","","1","2","0.75","250","72","4.5","","19.6","20"
"Deep Bay","Ha Pak Nai Stream","DB1","1990-01-12","1","2.1","<50","0.011","<0.05","","<50","","","50","<0.1","4","","","<1","45","<1","<0.01","89","8.2","","","0","0.3","<0.01","90","7","<10","<1","","4","0.11","0.005","<0.5","0.07","6.5","","","24","","<0.02","10","","0.58","1","0.11","96","24","8.2","","19.9","10"
"Deep Bay","Ha Pak Nai Stream","DB1","1990-02-16","1","0.5","<50","0.011","<0.05","","<50","","","180","<0.1","7","","","<1","36","<1","<0.01","106","7.7","","","0","0.3","<0.01","<50","2","<10","<1","","<1","0.084","0.002","2","0.053","6.7","","","24","","<0.02","7","","0.49","3","0.16","56","16","6.3","","22.5","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1990-03-16","1","0.5","<50","0.015","<0.05","","<50","","","<50","<0.1","4","","","<1","35","<1","<0.01","96","8.2","","","0.01","0.3","<0.01","<50","<1","<10","<1","","2","0.071","0.005","2","0.005","6.8","","","20","","<0.02","12","","0.45","2","0.03","80","34","14.5","","22.8","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1990-04-20","1","0.1","150","0.006","<0.05","","<150","","","70","<0.1","<2","","","<1","33","7","<0.01","96","7.8","","","0.01","0.4","<0.01","120","3","20","<1","","1","0.088","<0.002","3.5","0.005","6.6","","","11","","<0.02","8","","0.78","2","0.17","58","10","10","","25.8","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1990-05-14","1","0","110","0.033","<0.05","","<110","","","<50","<0.1","4","","","<1","37","<1","<0.01","103","8.2","","","0.01","0.2","<0.01","<50","<1","<10","<1","","<1","0.054","0.003","4","<0.002","6.7","","","20","","<0.02","13","","1.3","3","0.16","150","68","7.9","","26.9","20"
"Deep Bay","Ha Pak Nai Stream","DB1","1990-06-15","1","0.1","<50","0.015","<0.05","","<1","","","460","<0.1","3","","","<1","27","1","<0.01","89","6.7","","","0","0.3","<0.01","70","<1","<10","<1","","2","0.064","0.003","0.5","0.006","6.9","","","24","","<0.02","7","","0.78","2","0.1","84","20","13","","30.3","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1990-07-13","1","10.1","630","0.12","0.12","","<1","","","<50","0.1","32","<1","","<1","40","4","<0.01","88","6.8","","","0.08","<0.2","<0.01","580","24","180","<1","","2","0.26","0.005","<0.5","0.005","5.6","","","5.6","","<0.02","260","","0.98","6","0.63","490","96","90","","27.5","70"
"Deep Bay","Ha Pak Nai Stream","DB1","1990-08-08","1","0.4","80","0.025","0.06","","<1","","","400","<0.1","7","<1","","<1","29","2","<0.01","95","7.1","","","0.03","0.2","<0.01","140","4","20","<1","","<1","0.079","0.006","0.8","0.005","6.2","","","24","","<0.02","9.5","","1.4","5","0.26","92","12","10","","30.2","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1990-09-25","1","0","70","0.036","0.1","","<1","","","<50","<0.1","5","","","<1","45","<1","<0.01","96","7.5","","","0.03","0.2","<0.01","120","4","10","<1","","2","0.17","0.006","<0.5","0.005","7.5","","","19","","<0.02","30","","1.6","2","0.22","110","48","13","","28.3","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1990-10-19","1","18.1","170","0.016","<0.05","","<1","","","<50","0.1","3","<1","","1","36","6","0.01","97","7.9","","","0.01","0.3","<0.01","230","5","<50","1","","3","0.095","0.003","0.6","<0.002","7.3","","","4.8","","<0.02","47","","0.35","1","0.12","98","36","6.9","","26.2","<50"
"Deep Bay","Ha Pak Nai Stream","DB1","1990-11-19","1","6.3","<50","0.006","0.05","","4","","","<50","0.2","12","<10","","<1","35","3","<0.01","96","8","","","0.01","0.2","0.01","30","1","<10","<1","","3","0.11","<0.002","2","0.005","7.7","","","13","","0.02","30","","0.15","1","<0.02","49000","3000","7.2","","24.6","<1"
"Deep Bay","Ha Pak Nai Stream","DB1","1990-12-18","1","0.8","<50","0.02","<0.05","","<1","","","<50","0.3","3","","","<1","46","3","<0.01","86","7.5","","","0","0.3","<0.01","<50","2","<10","<1","","7","0.11","0.005","2","0.011","7.5","","","17","","0.02","1.5","","0.1","3","0.03","70","32","8.5","","19.3","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1990-01-12","1","2.6","<50","0.024","<0.05","","<50","","","<50","<0.1","9","","","<1","857","<1","<0.01","95","8.6","","","0.01","0.3","<0.01","100","3","10","<1","","2","0.046","0.006","<0.5","0.006","7.1","","","23","","0.02","47","","0.46","1","0.07","600","100","15","","19.8","20"
"Deep Bay","Tai Shui Hang Stream","DB2","1990-02-16","1","0","<50","0.021","<0.05","","<50","","","190","<0.1","2","","","<1","57","2","<0.01","102","7.3","","","0.01","0.4","<0.01","50","<1","<10","<1","","1","0.05","0.004","1.5","0.006","6.9","","","46","","<0.02","1.5","","0.44","3","0.11","64","14","3.5","","23.1","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1990-03-16","1","0.5","<50","0.012","<0.05","","<50","","","<50","<0.1","3","","","<1","42","5","<0.01","93","7.7","","","0.03","0.3","<0.01","<50","<1","<10","<1","","3","0.038","0.006","1","0.005","6.9","","","22","","<0.02","5","","0.46","2","0.1","100","54","7.6","","24.9","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1990-04-20","1","0","120","0.009","<0.05","","<120","","","80","<0.1","<2","","","<1","38","3","<0.01","88","7.1","","","0.02","0.2","<0.01","150","3","10","<1","","2","0.074","<0.002","2","0.005","6.2","","","9.7","","<0.02","6","","1","1","0.1","70","30","6.8","","26.5","10"
"Deep Bay","Tai Shui Hang Stream","DB2","1990-05-14","1","0.2","90","0.062","<0.05","","<90","","","<50","<0.1","<2","","","<1","42","<1","<0.01","89","6.8","","","0.04","0.3","<0.01","70","<1","10","<1","","2","0.14","0.003","3.5","0.026","6.7","","","14","","<0.02","8","","1","4","0.14","110","50","6.5","","28.8","10"
"Deep Bay","Tai Shui Hang Stream","DB2","1990-06-15","1","0.2","60","0.01","<0.05","","<1","","","460","<0.1","4","","","<1","32","1","<0.01","91","6.6","","","0.07","<0.2","<0.01","130","2","20","<1","","<1","0.048","0.004","0.5","0.006","6.8","","","20","","<0.02","5","","0.8","2","0.08","130","18","7","","32.4","20"
"Deep Bay","Tai Shui Hang Stream","DB2","1990-07-13","1","5.9","130","0.026","0.05","","<1","","","<50","<0.1","14","<1","","<1","40","1","<0.01","86","6.7","","","0.15","0.2","<0.01","150","7","20","<1","","<1","0.066","0.003","<0.5","0.005","8.4","","","17","","<0.02","47","","1.1","3","0.46","92","34","28","","28.4","10"
"Deep Bay","Tai Shui Hang Stream","DB2","1990-08-08","1","0.7","<50","0.072","<0.05","","<1","","","310","<0.1","4","2","","<1","47","<1","<0.01","93","6.8","","","0.21","0.2","<0.01","80","2","<10","<1","","<1","0.036","0.003","0.6","0.005","6.3","","","22","","<0.02","7","","2.4","2","0.37","110","32","9","","32.1","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1990-09-25","1","0.2","80","0.041","0.06","","<1","","","<50","0.1","10","","","<1","39","<1","<0.01","94","7.3","","","0.31","<0.2","0.01","90","5","30","<1","","<1","0.21","0.007","0.5","0.011","7","","","11","","<0.02","50","","0.38","2","0.1","130","18","51","","28.1","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1990-10-19","1","14.4","110","0.014","0.1","","<1","","","<50","<0.1","7","<1","","<1","49","2","<0.01","107","8.4","","","0.04","0.3","<0.01","120","3","<10","<1","","3","0.044","0.002","<0.5","<0.002","7.2","","","9.9","","<0.02","15","","0.39","<1","0.15","84","36","9.2","","27.5","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1990-11-19","1","8.7","60","0.006","0.05","","4","","","<50","0.2","25","<10","","<1","254","3","<0.01","101","8.2","","","0.05","0.2","<0.01","70","4","<10","1","","3","0.041","<0.002","1.5","0.002","7.5","","","12","","<0.02","9.5","","0.11","<1","<0.02","150","32","6.1","","25.9","<1"
"Deep Bay","Tai Shui Hang Stream","DB2","1990-12-18","1","1.3","60","0.03","0.05","","<1","","","<50","<0.1","5","","","<1","1300","3","<0.01","98","8.4","","","0.02","0.3","<0.01","60","1","<10","<1","","4","0.046","0.007","4","0.011","7.6","","","21","","0.02","2","","0.08","2","<0.02","270","56","7.2","","20.2","<10"
"Deep Bay","Pak Nai Stream","DB3","1990-01-12","1","39","<50","0.034","<0.05","","<50","","","<50","<0.1","26","","","<1","495","<1","<0.01","18","1.6","","","0.01","0.3","<0.01","720","3","110","<1","","3","8","0.006","<0.5","3.2","6.8","","","22","","<0.02","18","","20","5","4.5","340","90","27","","21.3","20"
"Deep Bay","Pak Nai Stream","DB3","1990-02-16","1","10","50","11","0.18","","<50","","","200","0.1","92","","","<1","276","4","<0.01","51","4.3","","","0.01","0.4","<0.01","1200","4","160","<1","","<1","4.6","0.62","1","3","6.8","","","25","","0.18","33","","23","6","4.2","280","160","20","","23.7","30"
"Deep Bay","Pak Nai Stream","DB3","1990-03-16","1","6.3","<50","10","0.05","","<50","","","<50","<0.1","19","","","<1","276","1","<0.01","30","2.5","","","0.02","0.3","<0.01","120","<1","80","<1","","2","0.087","0.12","2","1.5","7","","","23","","0.02","50","","17","15","5.8","320","180","59.5","","24.5","<10"
"Deep Bay","Pak Nai Stream","DB3","1990-04-20","1","3.9","410","3.2","<0.05","","<410","","","80","<0.1","44","","","<1","100","4","<0.01","77","6.2","","","0.02","0.2","<0.01","2000","8","220","<1","","2","0.26","0.018","1.5","0.65","5.7","","","11","","0.02","73","","4.6","4","0.72","210","88","18","","26.3","30"
"Deep Bay","Pak Nai Stream","DB3","1990-05-14","1","16.9","400","12","0.11","","<400","","","<50","<0.1","18","","","<1","239","3","<0.01","51","3.8","","","0.02","0.3","<0.01","1600","8","150","<1","","3","0.16","0.027","3","2.4","6.8","","","19","","0.03","27","","19","5","5.3","260","130","22.5","","29.5","40"
"Deep Bay","Pak Nai Stream","DB3","1990-06-15","1","16.1","<50","16","0.15","","<1","","","480","<0.1","82","","","1","140","3","<0.01","146","10.1","","","0.01","0.3","<0.01","2200","2","230","<1","","3","0.019","0.019","1","1.5","7.1","","","13","","0.02","15","","17","7","2.2","280","140","18","","34.2","50"
"Deep Bay","Pak Nai Stream","DB3","1990-07-13","1","15.7","130","3.3","0.06","","<1","","","110","0.3","67","1500","","<1","44","8","<0.01","44","3.4","","","0.04","0.3","<0.01","530","5","70","<1","","<1","0.3","0.05","<0.5","0.63","6.9","","","11","","0.02","74","","4.2","1","0.79","2900","350","41","","28.6","60"
"Deep Bay","Pak Nai Stream","DB3","1990-08-08","1","5.7","<50","5.8","0.05","","1","","","370","0.1","23","240","","<1","457","2","<0.01","50","3.6","","","0.03","0.2","<0.01","1400","<1","230","<1","","<1","0.026","0.32","<0.5","0.49","6.3","","","20","","0.02","25","","5.7","3","0.68","640","130","14","","33.3","20"
"Deep Bay","Pak Nai Stream","DB3","1990-09-25","1","5.8","60","0.29","0.05","","1","","","<50","0.2","10","","","<1","110","1","<0.01","57","4.4","","","0.05","0.2","<0.01","1100","4","140","<1","","<1","5","0.005","0.8","0.84","6.8","","","20","","<0.02","15","","110","2","0.94","<1","<0.5","14","","29.4","30"
"Deep Bay","Pak Nai Stream","DB3","1990-10-19","1","28.7","<50","7.8","0.05","","<1","","","<50","<0.1","27","83","","<1","352","2","<0.01","57","4.5","","","0.01","0.3","<0.01","1500","<1","170","<1","","2","0.022","0.023","<0.5","1.7","6.9","","","18","","0.02","15","","8.4","3","2.1","100","44","7.2","","27.6","<50"
"Deep Bay","Pak Nai Stream","DB3","1990-11-19","1","17.6","80","0.012","0.05","","4","","","70","0.2","25","<10","","<1","1200","6","<0.01","46","3.7","","","0.01","0.5","<0.01","1600","4","260","<1","","4","0.1","0.002","1","0.01","7.2","","","18","","<0.02","13","","9.6","3","2.9","700","20","10.5","","26.1","<1"
"Deep Bay","Pak Nai Stream","DB3","1990-12-18","1","23.9","<50","19","0.15","","<1","","","<50","0.2","96","","","<1","1601","4","<0.01","40","3.4","","","0.01","0.3","<0.01","970","3","250","<1","","2","0.038","0.021","2","3.9","7.3","","","19","","0.03","16","","24","7","4.8","1300","390","26","","21.7","10"
"","","DB4","1990-01-12","1","9.6","800","0.41","<0.05","","<800","","","<50","<0.1","40","","","<1","120","<1","<0.01","77","7.2","","","0","0.3","<0.01","170","95","140","<1","","3","6.7","0.016","<0.5","<0.005","7.3","","","21","","<0.02","510","","1.2","1","0.22","420","90","224","","19.5","10"
"","","DB4","1990-02-16","1","1.5","80","0.005","0.06","","<80","","","200","0.1","2","","","<1","132","2","<0.01","115","8.5","","","0","0.5","<0.01","60","6","10","<1","","1","3.3","0.004","1","0.014","7.2","","","25","","<0.02","9","","0.85","2","0.13","140","46","14","","21.8","20"
"","","DB4","1990-03-16","1","1.3","<50","0.053","<0.05","","<50","","","<50","<0.1","16","","","<1","102","<1","<0.01","91","7.6","","","0.01","0.4","<0.01","<50","<1","50","<1","","2","1.7","0.055","3.5","0.007","7.6","","","20","","<0.02","560","","0.49","3","0.07","790","140","462","","24","<10"
"","","DB4","1990-04-20","1","0.7","2700","0.075","<0.05","","<2700","","","90","<0.1","20","","","<1","133","4","<0.01","89","7.2","","","0.01","0.4","0.01","960","49","220","<1","","3","3.2","0.043","3","0.005","5.8","","","15","","<0.02","1800","","1.1","2","0.15","2500","390","110","","25.7","20"
"","","DB4","1990-05-14","1","0.9","6300","0.1","0.18","","<6300","","","<50","<0.1","78","","","2","5600","3","<0.01","72","5.6","","","0.02","0.6","<0.01","3000","450","1400","<1","","2","0.62","0.019","3","<0.002","7.1","","","19","","<0.02","960","","1.4","7","0.61","4800","930","620","","27.4","30"
"","","DB4","1990-06-15","1","0.2","110","0.025","<0.05","","<1","","","470","<0.1","3","","","<1","127","6","<0.01","86","6.3","","","0.01","0.5","<0.01","190","4","540","<1","","2","1.1","0.014","0.5","0.017","7.1","","","20","","<0.02","88","","0.74","3","0.12","280","34","9","","31","<10"
"","","DB4","1990-07-13","1","8","470","0.15","0.12","","<1","","","<50","0.4","18","3","","<1","82","3","<0.01","76","6","","","0.03","0.2","<0.01","600","64","400","<1","","<1","0.65","0.014","<0.5","0.005","7.4","","","15","","<0.02","2600","","1.3","9","0.14","2100","240","1408","","26.8","10"
"","","DB4","1990-08-08","1","4","<50","0.13","0.08","","<1","","","630","0.2","75","2700","","<1","8800","3","<0.01","76","5.8","","","0","0.5","<0.01","120","2","290","<1","","<1","0.54","0.027","0.7","0.036","7","","","17","","<0.02","17","","1.9","2","0.14","4500","920","9","","29.2","<10"
"","","DB4","1990-09-25","1","0.9","150","0.033","0.06","","<1","","","<50","0.1","32","","","<1","115","<1","<0.01","66","5.1","","","0","0.4","<0.01","630","12","1300","<1","","<1","0.007","0.003","<0.5","0.026","6.7","","","19","","<0.02","19","","42","3","13","180","36","31","","27.7","<10"
"","","DB4","1990-10-19","1","3.7","90","0.052","0.1","","<1","","","<50","0.2","18","<1","","<1","100","4","0.02","83","6.8","","","0","0.5","<0.01","1200","2","1000","<1","","1","0.038","0.004","<0.5","0.011","6.8","","","16","","<0.02","40","","0.64","2","0.05","110","40","6.3","","26.2","<50"
"","","DB4","1990-11-19","1","3.1","150","7.2","0.11","","5","","","80","0.2","2","270","","<1","106","2","0.01","90","7.6","","","0","0.2","0.01","570","2","270","<1","","3","0.038","0.013","3","1.5","7.4","","","8.9","","0.02","17","","10","2","2","300","27","10.3","","24.3","<1"
"","","DB4","1990-12-18","1","1.5","140","<0.005","0.45","","<1","","","270","<0.1","44","","","<1","12900","1","0.01","87","7.4","","","0","0.5","<0.01","270","10","1000","<1","","<1","0.25","0.013","2","<0.002","7.3","","","15","","0.02","24","","0.2","3","0.3","11000","2500","26.5","","20.8","<10"
"Deep Bay","Sheung Pak Nai Stream","DB5","1990-01-12","1","50.1","<50","0.007","<0.05","","<50","","","<50","<0.1","10","","","<1","205","4","<0.01","60","5.3","","","0.01","0.2","<0.01","830","6","60","<1","","2","2.6","0.01","<0.5","0.68","6.3","","","19","","0.03","20","","3","2","0.97","140","42","23","","20.8","20"
"Deep Bay","Sheung Pak Nai Stream","DB5","1990-02-16","1","2","<50","0.37","0.05","","<50","","","240","0.1","4","","","<1","119","3","<0.01","49","4.2","","","0","0.2","<0.01","2300","2","190","<1","","<1","0.39","0.16","1","0.049","6.1","","","20","","<0.02","15","","1.3","3","0.31","130","78","3.7","","22.2","10"
"Deep Bay","Sheung Pak Nai Stream","DB5","1990-03-16","1","14","80","2.7","0.05","","<80","","","50","<0.1","170","","","<1","169","<1","<0.01","52","4.3","","","0.01","0.3","<0.01","60","<1","10","1","","1","1.4","0.023","1.5","0.2","6.4","","","18","","<0.02","1200","","3.2","19","0.71","1600","330","600","","23.7","<10"
