"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Western Buffer","Pai Min Kok Stream","AN2","1994-06-17","1","4","130","2.69","<0.05","","<1","","","<50","<0.1","26","24","","<1","252","2","<0.01","75","5.9","240000","360000","null","0.4","<0.01","<50","<1","30","<1","","<1","3.8","0.474","1.2","1.17","7.4","","","19.1","","<0.02","1.2","","3.76","5","1.66","190","60","4.8","","26.8","70"
"Western Buffer","Pai Min Kok Stream","AN2","1994-07-18","1","1.1","110","0.185","<0.05","","<1","","","<50","<0.1","9","<10","","<1","118","2","<0.01","97","7.6","16000","27000","0.004","0.4","<0.01","210","3","40","<1","","2","1.5","0.029","<0.5","0.185","8.1","","","16.1","","<0.02","4.7","","0.57","3","0.24","140","44","10","","27.5","40"
"Western Buffer","Pai Min Kok Stream","AN2","1994-08-04","1","1.3","60","0.351","0.07","","<1","","","<50","<0.1","9","11","","<1","120","1","<0.01","94","7.5","33000","46000","0.055","0.3","<0.01","160","2","20","<1","","<1","1.39","0.029","<0.5","0.17","7.7","","","16.9","","<0.02","2","","0.73","2","0.23","84","22","6.9","","26","30"
"Western Buffer","Pai Min Kok Stream","AN2","1994-09-15","1","1","70","0.175","<0.05","","<1","","","<50","<0.1","4","<10","","<1","976","2","<0.01","96","7.6","36000","60000","0.006","0.3","<0.01","200","2","10","<1","","<1","1.13","0.026","<0.5","0.179","7.7","","","15.3","","<0.02","5.2","","0.88","3","0.23","98","80","7.3","","25.3","30"
"Western Buffer","Pai Min Kok Stream","AN2","1994-10-17","1","1.9","80","0.694","<0.05","","<1","","","<50","<0.1","22","12","","2","120","2","<0.01","100","7.9","60000","120000","null","0.4","<0.01","80","<1","10","<1","","<1","1.75","0.081","<0.5","0.354","7.9","","","16.8","","<0.02","3.7","","1.1","3","0.46","80","42","7.5","","28","40"
"Western Buffer","Pai Min Kok Stream","AN2","1994-11-07","1","10","230","1.08","0.08","","<1","","","<50","0.1","6","17","","<1","218","4","<0.01","90","7.9","280000","680000","null","0.3","<0.01","340","4","40","<1","","<1","2.82","0.304","<0.5","0.686","7.1","","","17.2","","<0.02","14","","1.8","4","0.82","150","63","30","","21.7","90"
"Western Buffer","Pai Min Kok Stream","AN2","1994-12-02","1","4","60","1.41","0.09","","<1","","","<50","<0.1","16","20","","<1","232","3","<0.01","86","7.5","90000","150000","null","0.4","<0.01","60","1","10","<1","","<1","3.94","0.312","<0.5","0.862","7.6","","","17.4","","0.02","3.4","","2.56","4","0.97","160","74","3.7","","22.7","50"
"Deep Bay","Ha Pak Nai Stream","DB1","1994-01-10","1","1.3","50","0.045","<0.05","","<1","","","<50","<0.1","6","<10","","<1","33","<1","<0.01","83","7.7","","","0.006","0.2","<0.01","<50","2","<10","<1","","<1","0.083","<0.002","<0.5","0.033","7.1","","","22.7","","<0.02","1.8","","0.2","1","0.04","56","6","4.3","","18.9","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1994-02-04","1","1","70","0.011","0.1","","<1","","","<50","<0.1","8","<10","","<1","32","1","<0.01","85","8.3","","","0.001","0.3","<0.01","<50","2","<10","<1","","1","0.07","<0.002","<0.5","0.018","6.9","","","20.4","","<0.02","1.5","","0.25","2","0.04","64","30","3.6","","16.1","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1994-03-10","1","0.5","<50","0.007","0.07","","<1","","","<50","<0.1","4","<10","","<1","44","2","0.01","103","9.6","","","0.001","0.3","0.01","<50","2","<10","<1","","1","0.118","<0.002","<0.5","0.03","7.5","","","22.8","","<0.02","1.4","","0.11","1","0.05","68","20","5.3","","18.3","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1994-04-11","1","0.9","100","0.05","<0.05","","<1","","","<50","0.1","6","<10","","<1","66","<1","<0.01","106","8.7","","","0.001","0.3","<0.01","<50","<1","<10","<1","","1","0.109","0.004","<0.5","0.027","7.9","","","23.4","","<0.02","2.1","","0.31","3","0.05","88","32","5.2","","24.4","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1994-05-11","1","1.6","80","0.05","<0.05","","<1","","","<50","<0.1","<2","<10","","<1","48","<1","<0.01","99","7.4","","","0.001","0.3","0.01","<50","3","<10","<1","","1","0.173","0.003","<0.5","0.07","7.9","","","21","","<0.02","5.6","","0.46","<1","0.09","94","34","14","","29.3","60"
"Deep Bay","Ha Pak Nai Stream","DB1","1994-06-10","1","1.3","130","0.016","0.1","","<1","","","<50","<0.1","5","<10","","<1","46","<1","<0.01","97","7.8","","","0.064","0.2","<0.01","60","2","20","<1","","<1","0.188","0.003","0.9","0.01","6.1","","","13.5","","<0.02","39","","0.24","3","0.49","130","26","70","","26.6","20"
"Deep Bay","Ha Pak Nai Stream","DB1","1994-07-11","1","0.7","<50","0.007","0.1","","<1","","","<50","<0.1","12","<10","","<1","36","<1","<0.01","100","7.3","","","0.031","0.2","<0.01","<50","2","<10","<1","","<1","0.117","<0.002","<0.5","0.066","7.3","","","19.9","","<0.02","6","","0.1","1","0.09","64","30","12","","30.7","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1994-08-11","1","1.6","80","<0.005","0.12","","<1","","","<50","<0.1","5","<10","","<1","34","1","<0.01","97","7.5","","","0.129","0.2","<0.01","<50","1","<10","<1","","1","0.119","0.002","<0.5","0.056","6.4","","","18.6","","0.02","7.8","","0.26","1","0.06","44","14","7.6","","28.8","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1994-09-08","1","0.4","<50","0.051","<0.05","","<1","","","<50","<0.1","10","<10","","<1","38","<1","<0.01","81","6.3","","","0.041","0.2","<0.01","60","2","50","<1","","<1","0.099","0.007","<0.5","0.055","6.4","","","17.5","","<0.02","8.6","","0.17","2","0.06","70","38","7.8","","27.6","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1994-10-05","1","0.1","<50","0.041","<0.05","","<1","","","<50","<0.1","6","<10","","<1","38","<1","<0.01","100","8.3","","","0.012","0.2","<0.01","<50","<1","<10","<1","","<1","0.131","0.002","<0.5","0.057","6.3","","","20","","<0.02","2.9","","0.25","2","0.06","46","26","6","","24.5","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1994-11-03","1","1.5","120","0.041","<0.05","","<1","","","<50","<0.1","5","<10","","<1","38","<1","<0.01","102","9.1","","","0.02","0.3","<0.01","80","2","<10","<1","","<1","0.075","0.004","<0.5","0.039","7.4","","","21.5","","<0.02","2.2","","0.17","3","0.06","78","44","5.3","","21.4","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1994-12-09","1","0.5","70","0.077","0.05","","<1","","","<50","<0.1","7","<10","","<1","44","<1","<0.01","99","8.7","","","0.038","<0.2","<0.01","60","2","10","<1","","8","0.09","<0.002","<0.5","0.069","7.3","","","14","","<0.02","8.4","","0.17","2","0.08","56","16","14","","22.2","20"
"Deep Bay","Tai Shui Hang Stream","DB2","1994-01-10","1","2","50","0.027","<0.05","","<1","","","<50","<0.1","5","<10","","<1","38","<1","<0.01","101","9.2","","","0.062","0.3","<0.01","<50","<1","<10","<1","","<1","0.054","0.002","<0.5","0.03","7.2","","","23.2","","<0.02","1.3","","0.16","1","0.03","90","46","3.7","","19.5","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1994-02-04","1","1.1","90","<0.005","0.14","","<1","","","<50","<0.1","5","<10","","<1","47","2","0.01","104","10.1","","","0.055","0.3","<0.01","60","<1","<10","<1","","1","0.022","<0.002","<0.5","0.042","7.1","","","21.7","","<0.02","2.5","","0.06","2","0.04","66","22","2.9","","16.4","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1994-03-10","1","0.6","<50","0.009","0.08","","<1","","","<50","0.1","3","<10","","<1","62","1","0.01","100","9.2","","","0.022","0.4","<0.01","<50","7","<10","<1","","<1","0.121","<0.002","<0.5","0.038","7.4","","","23.3","","<0.02","3.3","","0.07","1","0.14","68","24","4.6","","18.8","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1994-04-11","1","0.4","<50","0.057","<0.05","","<1","","","<50","<0.1","6","<10","","<1","362","<1","<0.01","103","8.4","","","0.024","0.4","<0.01","<50","<1","<10","<1","","<1","0.071","0.002","<0.5","0.035","7.9","","","23.1","","<0.02","3.1","","0.07","4","0.05","98","46","3.4","","24.5","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1994-05-11","1","1.7","50","0.159","<0.05","","<1","","","<50","<0.1","<2","<10","","<1","248","<1","<0.01","92","6.9","","","0.045","0.4","<0.01","<50","1","20","<1","","1","1.96","0.012","<0.5","0.061","7.4","","","20.8","","<0.02","3.8","","0.57","<1","0.07","130","68","6.4","","28.8","60"
"Deep Bay","Tai Shui Hang Stream","DB2","1994-06-10","1","1.4","200","0.288","0.12","","<1","","","<50","0.2","6","16","","<1","144","2","<0.01","94","7.4","","","0.141","0.3","<0.01","100","9","40","2","","<1","0.918","0.008","0.8","0.016","6.6","","","15.4","","<0.02","83","","0.32","3","0.87","200","36","80","","27","40"
"Deep Bay","Tai Shui Hang Stream","DB2","1994-07-11","1","0.8","<50","0.169","<0.05","","<1","","","<50","<0.1","3","32","","<1","246","<1","<0.01","97","6.9","","","null","0.2","<0.01","70","<1","20","<1","","<1","0.716","0.003","<0.5","0.071","7","","","20.1","","<0.02","1.9","","0.29","1","0.08","110","42","7.4","","32","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1994-08-11","1","0.9","70","0.012","<0.05","","<1","","","<50","<0.1","8","<10","","<1","44","<1","0.01","95","7.2","","","0.927","0.2","<0.01","110","3","30","<1","","1","0.208","0.004","<0.5","0.063","6.6","","","17.1","","0.03","7.8","","0.87","3","0.07","62","36","12","","29.2","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1994-09-08","1","0.7","<50","0.037","0.18","","<1","","","<50","<0.1","6","<10","","<1","44","<1","<0.01","72","5.6","","","0.266","0.2","<0.01","140","2","30","<1","","<1","0.12","0.006","<0.5","0.06","6.5","","","18.6","","<0.02","5.5","","0.25","1","0.08","76","58","8.5","","28.2","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1994-10-05","1","0.1","<50","0.027","<0.05","","<1","","","<50","<0.1","2","<10","","<1","88","1","<0.01","98","8.1","","","0.378","0.2","0.01","100","<1","10","<1","","<1","0.134","<0.002","<0.5","0.059","6.6","","","20.8","","<0.02","4.4","","0.26","1","0.18","44","18","5.6","","24.6","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1994-11-03","1","1.8","90","0.04","0.08","","<1","","","<50","<0.1","3","<10","","<1","46","<1","<0.01","101","8.8","","","0.18","0.3","<0.01","130","2","10","<1","","<1","0.052","0.002","<0.5","0.047","7.3","","","22.5","","<0.02","4.2","","0.17","1","0.05","64","40","8.7","","22.6","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1994-12-09","1","0.6","<50","0.065","0.05","","<1","","","<50","<0.1","13","<10","","<1","62","<1","<0.01","95","8.2","","","0.166","<0.2","0.01","70","3","20","<1","","<1","0.228","<0.002","<0.5","0.075","6.1","","","14.3","","<0.02","7.8","","0.27","2","0.08","84","54","17","","22.4","20"
"Deep Bay","Pak Nai Stream","DB3","1994-01-10","1","21","90","4.48","<0.05","","<1","","","<50","<0.1","29","<10","","<1","70","3","<0.01","83","7.5","","","0.032","0.2","<0.01","340","4","100","<1","","<1","0.27","0.011","0.7","1.27","7.2","","","21.1","","<0.02","33","","7.16","8","2.03","110","52","23","","20.7","20"
"Deep Bay","Pak Nai Stream","DB3","1994-02-04","1","8.6","100","7.18","0.12","","<1","","","<50","<0.1","21","<10","","<1","89","2","<0.01","83","7.9","","","0.017","0.2","<0.01","860","3","170","<1","","<1","0.2","0.007","<0.5","1.46","7.2","","","20","","0.04","30","","9.47","7","2.21","110","44","23","","13.2","<10"
"Deep Bay","Pak Nai Stream","DB3","1994-03-10","1","33","<50","17.4","0.11","","<1","","","100","1.7","55","13","","<1","276","<1","<0.01","68","6.2","","","0.007","0.3","<0.01","<50","8","20","<1","","<1","0.266","0.015","<0.5","4.5","7.7","","","19.7","","0.07","37","","21.9","20","6.36","210","92","36","","19.2","<10"
"Deep Bay","Pak Nai Stream","DB3","1994-04-11","1","7","170","9.62","<0.05","","<1","","","<50","<0.1","29","10","","<1","176","<1","<0.01","104","8.5","","","0.003","0.3","<0.01","1600","13","240","<1","","1","0.173","0.07","<0.5","1.81","8","","","19","","0.02","60","","13.2","9","3.09","240","110","50","","24.5","<10"
"Deep Bay","Pak Nai Stream","DB3","1994-05-11","1","11","100","5.38","<0.05","","1","","","<50","<0.1","7","11","","2","184","2","<0.01","77","5.7","","","0.004","0.3","0.01","2100","3","310","<1","","2","0.681","0.138","<0.5","2.04","7.1","","","16.9","","0.04","29","","7.38","7","2.68","150","48","25","","29.4","30"
"Deep Bay","Pak Nai Stream","DB3","1994-06-10","1","9.6","170","2.53","0.09","","<1","","","<50","<0.1","22","12","","2","114","1","<0.01","75","6","","","0.014","0.2","0.01","190","4","100","<1","","<1","0.718","0.008","0.8","1.05","6.6","","","14.3","","<0.02","76","","3.93","7","1.74","210","62","140","","26.4","40"
"Deep Bay","Pak Nai Stream","DB3","1994-07-11","1","36","60","3.24","0.1","","<1","","","<50","<0.1","50","<10","","<1","120","2","<0.01","67","4.8","","","0.013","0.2","<0.01","<50","1","90","<1","","<1","0.635","0.163","<0.5","1.05","7.1","","","19.8","","0.02","41","","8.91","14","2.36","160","90","33","","32","30"
"Deep Bay","Pak Nai Stream","DB3","1994-08-11","1","1.3","<50","0.182","<0.05","","<1","","","<50","<0.1","6","<10","","<1","46","<1","<0.01","89","6.8","","","0.071","0.2","<0.01","100","1","30","<1","","<1","0.377","0.005","<0.5","0.138","6.5","","","15.7","","<0.02","5","","0.96","4","0.19","74","22","13","","28.9","<10"
"Deep Bay","Pak Nai Stream","DB3","1994-09-08","1","2.5","100","0.707","<0.05","","<1","","","<50","0.1","11","<10","","<1","52","1","<0.01","73","5.8","","","0.074","0.2","<0.01","130","5","30","<1","","<1","0.375","0.015","<0.5","0.205","6.4","","","15.4","","<0.02","140","","1.71","5","0.38","210","58","75","","27","20"
"Deep Bay","Pak Nai Stream","DB3","1994-10-14","1","1.3","<50","0.45","<0.05","","<1","","","<50","<0.1","6","<10","","<1","48","2","<0.01","100","7.9","","","0.058","0.2","<0.01","80","2","20","<1","","<1","0.387","0.011","<0.5","0.128","7.5","","","20.6","","<0.02","7.4","","0.63","1","0.21","98","34","10","","27.5","<10"
"Deep Bay","Pak Nai Stream","DB3","1994-11-03","1","1.9","<50","0.559","0.05","","<1","","","<50","<0.1","8","<10","","<1","56","<1","<0.01","94","8.1","","","0.024","0.2","<0.01","230","3","50","<1","","<1","0.562","0.014","<0.5","0.121","7.2","","","20.2","","<0.02","6.4","","0.97","2","0.18","98","60","12","","22.8","<10"
"Deep Bay","Pak Nai Stream","DB3","1994-12-09","1","0.6","<50","0.182","0.08","","<1","","","<50","<0.1","8","<10","","<1","42","1","<0.01","89","7.8","","","0.033","<0.2","<0.01","90","2","30","<1","","<1","0.345","0.005","<0.5","0.121","6.3","","","14.7","","<0.02","10","","0.27","3","0.17","88","58","14","","22.1","30"
"","","DB4","1994-01-10","1","1.1","<50","0.044","<0.05","","<1","","","100","0.4","6","370","","<1","723","<1","<0.01","107","9.8","","","0.004","0.3","<0.01","60","<1","20","<1","","<1","0.085","<0.002","<0.5","0.03","7.4","","","24.3","","<0.02","2.3","","0.17","1","0.03","760","96","3.2","","20.6","20"
"","","DB4","1994-02-04","1","1.4","80","<0.005","<0.05","","<1","","","<50","0.1","52","210","","<1","414","3","0.01","105","10.3","","","0.006","0.4","<0.01","250","8","30","<1","","<1","0.109","<0.002","<0.5","0.022","7.4","","","22.9","","<0.02","1.4","","0.14","1","0.04","430","100","2.3","","16.1","30"
"","","DB4","1994-03-10","1","0.7","320","0.042","<0.05","","<1","","","<50","<0.1","4","350","","<1","1194","6","<0.01","103","9.6","","","0.003","0.4","<0.01","1500","4","240","<1","","1","0.165","<0.002","<0.5","0.024","7.5","","","24.2","","<0.02","1.7","","0.27","2","0.07","750","160","2.9","","18.4","50"
"","","DB4","1994-04-11","1","1.9","<50","0.065","<0.05","","<1","","","2000","2.2","370","9200","","<1","25290","<1","<0.01","112","8.4","","","0.025","0.6","<0.01","50","16","30","<1","","<1","0.197","0.006","<0.5","0.028","8","","","9.61","","<0.02","5.1","","0.27","2","0.06","18000","3000","2.1","","24.3","<10"
"","","DB4","1994-05-11","1","1.4","70","0.078","<0.05","","<1","","","940","0.5","140","4300","","<1","11890","<1","<0.01","94","6.9","","","0.06","0.5","<0.01","100","<1","50","<1","","<1","0.378","0.011","<0.5","0.05","7.6","","","15.8","","<0.02","7.6","","0.53","5","0.07","8500","1400","4","","27.9","40"
"","","DB4","1994-06-10","1","1.3","160","0.073","0.28","","<1","","","840","0.3","49","4000","","<1","11884","2","<0.01","91","7","","","0.113","0.4","<0.01","100","19","20","<1","","<1","0.378","0.041","0.5","<0.002","7.6","","","9.04","","<0.02","11","","0.23","3","0.83","7500","1500","13","","26.9","30"
"","","DB4","1994-07-11","1","11","80","0.439","0.14","","<1","","","580","<0.1","18","2300","","<1","7438","1","<0.01","39","2.8","","","0.06","0.4","<0.01","130","<1","200","<1","","<1","0.431","0.079","<0.5","0.053","7.6","","","13.8","","<0.02","7.6","","1.45","5","0.12","5100","1200","13","","30.5","<10"
"","","DB4","1994-08-11","1","2","70","<0.005","0.06","","<1","","","<50","<0.1","6","<10","","<1","68","2","<0.01","95","7.2","","","0.135","0.2","<0.01","70","<1","40","<1","","<1","0.238","<0.002","<0.5","0.063","6.8","","","20.1","","0.02","6.2","","0.28","2","0.07","76","24","6.6","","29","<10"
"","","DB4","1994-09-08","1","1.2","70","0.09","0.05","","<1","","","150","<0.1","9","690","","<1","2326","<1","<0.01","83","6.4","","","0.14","0.3","<0.01","90","1","110","<1","","<1","0.152","0.014","<0.5","0.053","7","","","20.7","","<0.02","5","","0.42","2","0.06","1500","370","5.6","","27.9","<10"
"","","DB4","1994-10-05","1","0.5","50","0.058","<0.05","","<1","","","320","0.4","6","1600","","<1","4826","1","<0.01","99","8","","","null","0.3","<0.01","120","6","80","<1","","<1","0.189","0.01","<0.5","0.064","7.4","","","20.4","","<0.02","2.8","","0.34","1","0.08","3200","720","5.3","","25.2","50"
"","","DB4","1994-11-03","1","0.9","<50","0.049","<0.05","","<1","","","80","<0.1","48","430","","<1","1410","<1","<0.01","98","8.5","","","0.008","0.3","<0.01","110","2","50","<1","","<1","0.008","0.005","<0.5","0.042","7.2","","","24","","<0.02","3.3","","0.47","16","0.08","890","240","5.9","","22.2","<10"
"","","DB4","1994-12-09","1","0.8","<50","0.078","0.14","","<1","","","60","<0.1","18","250","","<1","876","1","<0.01","92","8.1","","","0.026","0.3","<0.01","90","3","60","<1","","<1","0.366","<0.002","<0.5","0.074","7","","","17.9","","<0.02","3.5","","0.43","4","0.09","520","100","5.4","","22","80"
