"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Western Buffer","Pai Min Kok Stream","AN1","2005-12-07","1","14","120","0.63","0.17","<1","<1","7","<1","<50","<0.1","7","25","1.3","<1","205","7","<0.01","95","10","10000","200000","null","0.5","<0.01","80","<1","<10","<1","<2","<1","1.9","0.3","<0.5","0.22","8","0.7","0.1","18","<1","<0.02","3.4","<1","1.3","4","0.27","180","34","2.9","<2","13.1","30"
"Western Buffer","Pai Min Kok Stream","AN2","2005-01-20","1","5.7","50","2.5","0.39","<1","<1","9","<1","<50","0.1","11","16","","<1","301","3","<0.01","80","7.9","160000","210000","0.003","0.5","<0.01","170","<1","20","<1","<2","1","3.6","0.46","<0.5","0.77","7.9","","0.2","17","<1","<0.02","1.2","<1","2.5","4","0.82","150","46","1.5","<2","16.1","60"
"Western Buffer","Pai Min Kok Stream","AN2","2005-02-17","1",">5.9","130","12","1.4","<1","1","16","<1","<50","0.1","39","21","6","<1","470","6","<0.01","73","6.4","520000","750000","0.006","0.6","<0.01","200","2","30","<1","<2","2","2.3","0.86","1.4","1.6","7.9","6.8","0.2","18","<1","0.09","17","<1","15","18","2","230","49","34.9","<2","21.8","90"
"Western Buffer","Pai Min Kok Stream","AN2","2005-03-17","1",">8.7","80","4.5","1.5","<1","<1","14","<1","<50","<0.1","31","21","","<1","392","5","<0.01","106","9.5","32000","56000","null","0.6","<0.01","100","<1","20","<1","<2","1","4.5","0.79","<0.5","0.83","8.2","","0.2","18","<1","0.03","6.2","<1","5.3","9","0.95","220","62","2.9","<2","20.6","40"
"Western Buffer","Pai Min Kok Stream","AN2","2005-04-21","1",">7.6","70","1","0.17","<1","<1","12","<1","<50","<0.1","18","19","2.6","<1","391","4","<0.01","118","9.8","45000","780000","null","0.7","<0.01","130","1","20","<1","<2","1","5.2","0.54","<0.5","0.55","8.8","4.2","0.2","17","<1","<0.02","24","<1","1.9","9","0.67","150","40","3","<2","24.6","30"
"Western Buffer","Pai Min Kok Stream","AN2","2005-05-25","1","1.1","80","0.19","0.2","<1","<1","13","<1","<50","<0.1","11","<10","0.6","<1","173","3","<0.01","103","8.2","10000","57000","0.007","0.3","<0.01","100","<1","30","<1","<2","<1","1.7","0.04","<0.5","0.1","7.8","0.2","0.1","15","<1","<0.02","1.9","<1","0.47","3","0.11","130","48","4","<2","26.6","40"
"Western Buffer","Pai Min Kok Stream","AN2","2005-06-16","1","0.3","110","0.055","<0.05","<1","<1","9","<1","<50","<0.1","16","<10","0.9","<1","107","3","<0.01","98","8","9000","27000","0.018","0.3","<0.01","140","<1","<10","<1","<2","<1","1.1","0.012","<0.5","0.068","7.3","0.9","0.1","14","<1","<0.02","4.4","<1","0.39","3","0.09","130","29","12.1","<2","25.5","40"
"Western Buffer","Pai Min Kok Stream","AN2","2005-07-14","1","0.8","70","0.084","<0.05","<1","<1","7","<1","<50","<0.1","12","<10","","<1","114","2","<0.01","102","8.1","4600","24000","0.013","0.3","<0.01","970","1","20","<1","<2","<1","0.55","0.019","<0.5","0.053","7.7","","0.1","16","<1","<0.02","6.5","<1","0.38","3","0.09","86","30","8.3","<2","27.3","20"
"Western Buffer","Pai Min Kok Stream","AN2","2005-08-12","1","","210","0.054","0.1","<1","<1","7","<1","<50","0.1","11","<10","1.1","<1","107","3","<0.01","100","7.9","14000","32000","0.012","0.3","<0.01","550","<1","10","<1","<2","<1","0.49","0.012","<0.5","0.053","7.8","1.2","0.1","16","<1","<0.02","3.1","<1","0.2","2","0.06","90","22","6.9","<2","27.1","30"
"Western Buffer","Pai Min Kok Stream","AN2","2005-09-16","1","3.7","<50","0.57","0.27","<1","<1","6","<1","<50","<0.1","11","<10","","<1","137","2","<0.01","106","8.2","210000","620000","0.023","0.3","<0.01","260","<1","40","<1","<2","<1","0.49","0.018","<0.5","0.1","7.3","","0.1","17","<1","<0.02","5.1","<1","0.99","2","0.16","170","42","5.6","<2","28.7","30"
"Western Buffer","Pai Min Kok Stream","AN2","2005-10-26","1","1.1","80","0.16","0.4","<1","<1","6","<1","<50","<0.1","8","<10","1","<1","110","3","<0.01","102","8.6","6200","15000","0.008","0.3","<0.01","140","<1","<10","<1","<2","<1","0.4","0.017","<0.5","0.071","8.9","0.7","0.1","18","<1","<0.02","2.6","<1","0.3","2","0.07","77","22","6.1","<2","24.3","20"
"Western Buffer","Pai Min Kok Stream","AN2","2005-11-14","1","1.4","100","0.25","0.13","<1","<1","5","<1","<50","<0.1","5","<10","","<1","148","2","<0.01","103","8.4","2400","22000","0.006","0.4","<0.01","140","1","10","<1","<2","<1","0.46","0.094","<0.5","0.1","8.1","","0.1","18","<1","<0.02","1.8","<1","0.41","2","0.11","80","25","6.2","<2","25.9","50"
"Western Buffer","Pai Min Kok Stream","AN2","2005-12-07","1","1.7","180","0.44","<0.05","<1","<1","6","<1","<50","<0.1","7","<10","2.4","<1","186","1","<0.01","101","10.6","9000","21000","0.003","0.3","<0.01","80","<1","<10","<1","<2","<1","0.87","0.25","<0.5","0.13","8.2","1.2","0.1","17","<1","<0.02","2.1","<1","0.56","2","0.14","88","17","4.4","<2","13.2","20"
"Deep Bay","Ha Pak Nai Stream","DB1","2005-01-10","1","1.1","60","0.012","<0.05","<1","<1","3","<1","<50","<0.1","3","<10","0.6","<1","132","1","<0.01","109","10.9","<1","79","0.002","0.2","<0.01","60","1","<10","<1","<2","<1","0.18","<0.002","<0.5","0.011","7.9","<0.2","0.1","24","<1","<0.02","1","<1","<0.05","<1","<0.02","48","8","4.3","<2","15.2","30"
"Deep Bay","Ha Pak Nai Stream","DB1","2005-02-25","1","0.2","110","0.009","0.07","<1","<1","3","<1","<50","<0.1","3","<10","14","<1","44","<1","<0.01","103","9.5","17","190","0.005","0.2","<0.01","60","<1","<10","<1","<2","<1","0.4","<0.002","<0.5","0.007","7.3","1","0","23","<1","<0.02","1.8","<1","<0.05","<1","<0.02","57","16","3.4","<2","19.4","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2005-03-14","1","<0.1","<50","0.012","<0.05","<1","<1","6","<1","<50","<0.1","2","<10","0.4","<1","41","<1","<0.01","103","10.7","23","390","0.001","0.3","<0.01","<50","<1","<10","<1","<2","<1","1","<0.002","<0.5","0.006","7.7","<0.2","0","23","<1","<0.02","0.8","<1","<0.05","<1","<0.02","72","14","2.5","<2","13.5","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2005-04-13","1","1.4","310","1.3","0.08","<1","<1","19","<1","<50","0.3","12","<10","0.3","<1","58","2","<0.01","100","9.7","1300","7000","0.036","<0.2","<0.01","70","8","200","<1","<2","<1","1.5","0.016","<0.5","0.018","6.5","<0.4","0","5.8","<1","<0.02","75","<1","1.6","6","0.03","160","48","127.5","<2","16.6","40"
"Deep Bay","Ha Pak Nai Stream","DB1","2005-05-13","1","0.2","60","0.01","<0.05","<1","<1","9","<1","<50","<0.1","2","<10","0.2","<1","54","<1","<0.01","100","7.6","23","560","0.014","<0.2","<0.01","<50","1","20","<1","<2","<1","1.2","0.003","<0.5","0.006","6.8","<0.2","0","19","<1","<0.02","3.4","<1","<0.05","1","<0.02","75","13","6.1","<2","29.1","10"
"Deep Bay","Ha Pak Nai Stream","DB1","2005-06-27","1","0.5","60","0.011","<0.05","<1","<1","7","<1","<50","<0.1","<2","<10","0.4","<1","46","<1","<0.01","100","7.7","90","2000","0.067","<0.2","<0.01","<50","1","10","<1","<2","<1","0.73","<0.002","<0.5","0.006","7.6","0.3","0","16","<1","<0.02","4.8","<1","<0.05","<1","<0.02","70","24","7.9","<2","29","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2005-07-20","1","<0.1","<50","0.011","<0.05","<1","<1","18","<1","<50","<0.1","<2","<10","0.3","<1","45","<1","<0.01","99","7.3","23","1200","0.012","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.31","0.003","<0.5","0.01","7.5","0.6","0","22","<1","<0.02","2.8","<1","0.06","<1","<0.02","68","20","7.8","<2","31","10"
"Deep Bay","Ha Pak Nai Stream","DB1","2005-08-26","1","0.3","<50","0.016","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","0.3","<1","38","<1","<0.01","97","7.8","230","1500","0.15","<0.2","<0.01","80","<1","50","<1","<2","<1","0.49","<0.002","<0.5","0.005","6.7","0.3","0","18","<1","<0.02","1.4","<1","<0.05","<1","<0.02","60","12","5","<2","26.5","10"
"Deep Bay","Ha Pak Nai Stream","DB1","2005-09-21","1","0.2","<50","0.014","<0.05","<1","<1","5","<1","<50","<0.1","3","<10","0.5","<1","43","<1","<0.01","98","7.5","120","4100","0.038","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.3","0.003","<0.5","0.008","7.1","2.3","0","20","<1","<0.02","1.6","<1","<0.05","<1","<0.02","57","12","8.1","<2","29.8","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2005-10-17","1","<0.1","<50","0.014","<0.05","<1","<1","2","<1","<50","<0.1","<2","<10","0.2","<1","38","<1","<0.01","101","8.2","270","550","0.029","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.24","0.003","<0.5","0.007","7.4","0.5","0","22","<1","<0.02","2.1","<1","<0.05","<1","<0.02","58","10","7.2","<2","26.1","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2005-11-17","1","<0.1","80","0.015","<0.05","<1","<1","4","<1","<50","<0.1","3","<10","0.3","<1","52","<1","<0.01","101","8.8","50","700","0.018","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.46","<0.002","<0.5","0.008","7.5","0.2","0","22","<1","<0.02","1.3","<1","0.12","<1","<0.02","51","6.5","3.9","<2","22.1","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2005-12-07","1","<0.1","70","0.012","<0.05","<1","<1","<1","<1","<50","<0.1","<2","<10","0.3","<1","33","<1","<0.01","99","10.2","9","570","0.002","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.24","0.002","<0.5","0.007","7.1","0.2","0","22","<1","<0.02","1.2","<1","0.05","<1","<0.02","60","12","4.8","<2","13.9","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2005-01-10","1","1.3","170","0.039","0.17","<1","<1","20","<1","180","<0.1","<2","720","2.9","<1","4222","2","<0.01","100","10.1","27","90","0.007","0.3","<0.01","370","4","200","<1","<2","<1","0.073","0.003","<0.5","0.008","7.2","0.4","2.9","24","<1","<0.02","3.7","<1","0.1","<1","<0.02","1300","120","8.5","<2","14.1","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2005-02-25","1","1.6","260","0.12","0.06","<1","<1","8","<1","<50","<0.1","4","35","9.6","<1","153","1","<0.01","93","8.8","110","120","0.12","0.3","<0.01","180","6","110","<1","<2","<1","0.3","0.006","<0.5","0.008","7.2","3.3","0.1","24","<1","<0.02","18","<1","0.34","2","<0.02","150","30","4.2","<2","18.5","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2005-03-14","1","0.3","130","0.056","<0.05","<1","<1","8","<1","<50","<0.1","4","11","1.7","<1","74","3","<0.01","98","10.1","190","2000","0.018","0.3","<0.01","80","2","30","<1","<2","<1","0.58","0.007","<0.5","0.007","7.8","<0.2","0","24","<1","<0.02","7.8","<1","0.14","1","<0.02","120","29","2.9","<2","14.3","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2005-04-13","1","4.6","630","0.98","0.1","<1","<1","27","<1","<50","0.2","34","<10","4.4","<1","77","5","<0.01","99","9.6","4800","12000","0.48","<0.2","<0.01","980","24","290","<1","<2","2","1.3","0.023","<0.5","0.021","7","10","0","10","<1","<0.02","180","<1","2","9","0.08","310","82","207.6","<2","16.9","50"
"Deep Bay","Tai Shui Hang Stream","DB2","2005-05-13","1","0.5","60","0.067","<0.05","<1","<1","7","<1","60","<0.1","4","<10","0.3","<1","72","1","<0.01","94","7.2","80","930","0.14","0.2","<0.01","90","2","90","<1","<2","<1","0.62","0.005","<0.5","0.005","7","<0.2","0","18","<1","<0.02","12","<1","0.15","2","<0.02","48","7","8","<2","28.8","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2005-06-27","1","0.4","50","0.018","<0.05","<1","<1","10","<1","<50","<0.1","3","<10","0.3","<1","52","<1","<0.01","100","7.8","26","1000","0.056","<0.2","<0.01","90","1","40","<1","<2","1","0.32","0.002","<0.5","0.007","7.7","<0.2","0","17","<1","<0.02","5.4","<1","<0.05","1","<0.02","78","17","7.2","<2","28.5","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2005-07-20","1","0.2","70","0.025","0.06","<1","<1","14","<1","60","<0.1","3","160","1","<1","643","1","<0.01","99","7.4","240","2500","0.13","0.2","<0.01","260","<1","80","<1","<2","<1","0.14","0.003","<0.5","0.009","7.2","0.5","0.3","23","<1","<0.02","4.4","<1","0.11","<1","<0.02","410","98","3.7","<2","31","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2005-08-26","1","0.2","<50","0.016","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","0.4","<1","41","<1","<0.01","97","7.8","60","1000","0.61","<0.2","<0.01","120","2","20","<1","<2","<1","0.23","<0.002","<0.5","0.005","6.9","<0.2","0","19","<1","<0.02","2.6","<1","<0.05","<1","<0.02","60","17","4.6","<2","26.4","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2005-09-21","1","0.5","60","0.017","<0.05","<1","<1","5","<1","<50","<0.1","2","<10","0.4","<1","50","<1","<0.01","101","7.8","90","1900","0.138","0.2","<0.01","180","<1","40","<1","<2","<1","0.14","<0.002","<0.5","0.006","7","<0.2","0","22","<1","<0.02","2.9","<1","<0.05","<1","<0.02","60","10","5","<2","29.1","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2005-10-17","1","<0.1","110","0.019","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","0.5","<1","42","<1","<0.01","99","8.2","70","630","0.152","0.2","<0.01","390","1","60","<1","<2","<1","0.12","<0.002","<0.5","0.006","7.4","0.4","0","23","<1","<0.02","6.4","<1","<0.05","<1","<0.02","71","14","5.7","<2","25.1","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2005-11-17","1","<0.1","110","0.037","0.05","<1","<1","7","<1","80","<0.1","3","180","0.3","<1","678","<1","<0.01","97","8.5","24","530","0.093","0.2","<0.01","400","<1","140","<1","<2","<1","0.35","0.003","<0.5","0.006","7.1","<0.2","0.4","22","<1","<0.02","1.1","<1","0.1","<1","<0.02","520","50","2.7","<2","21.4","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2005-12-07","1","<0.1","100","0.027","<0.05","<1","<1","5","<1","<50","<0.1","2","70","0.4","1","221","<1","<0.01","97","10.2","540","850","null","0.3","<0.01","320","7","100","<1","<2","<1","0.093","0.002","<0.5","0.007","7.1","<0.2","0.1","23","<1","<0.02","4.6","<1","0.07","<1","<0.02","210","29","2.6","<2","12.8","<10"
"Deep Bay","Pak Nai Stream","DB3","2005-01-10","1","0.9","110","0.084","<0.05","<1","1","5","<1","<50","<0.1","5","<10","9.5","<1","58","1","<0.01","101","10.2","290","3800","0.011","0.2","<0.01","270","2","50","<1","<2","<1","0.46","0.012","<0.5","0.1","7.4","4.8","0","23","<1","<0.02","3","<1","0.3","1","0.13","46","3","2.9","<2","14.8","20"
"Deep Bay","Pak Nai Stream","DB3","2005-02-25","1","1.1","140","0.028","0.06","<1","1","5","<1","<50","<0.1","2","<10","7","<1","57","1","<0.01","82","7.6","340","10000","0.018","0.3","<0.01","240","<1","20","<1","<2","<1","0.69","0.003","<0.5","0.11","6.9","13","0","22","<1","<0.02","4.6","<1","0.22","2","0.13","67","14","3","<2","19.1","<10"
"Deep Bay","Pak Nai Stream","DB3","2005-03-14","1","0.8","80","0.031","<0.05","<1","<1","6","<1","<50","<0.1","5","<10","4.5","<1","49","6","<0.01","92","9.3","160","7000","0.015","0.2","<0.01","160","<1","50","<1","<2","<1","0.69","0.006","<0.5","0.054","7.2","7.9","0","23","<1","<0.02","1.8","<1","0.13","1","0.08","92","20","2.6","<2","14.5","<10"
"Deep Bay","Pak Nai Stream","DB3","2005-04-13","1","3","230","0.91","<0.05","<1","<1","17","<1","<50","0.3","20","<10","3.7","<1","64","2","<0.01","88","8.5","4300","8800","0.231","<0.2","<0.01","210","5","220","<1","<2","<1","1.4","0.024","<0.5","0.048","6.3","5.4","0","9.9","<1","<0.02","56","<1","1.4","5","0.1","180","60","124.7","<2","17.2","40"
"Deep Bay","Pak Nai Stream","DB3","2005-05-13","1","1.4","50","0.098","<0.05","<1","<1","8","<1","<50","<0.1","7","11","7.3","<1","92","<1","<0.01","89","6.9","390","2200","0.036","<0.2","<0.01","690","1","260","<1","<2","<1","0.53","0.006","<0.5","0.014","6.6","6.2","0","18","<1","<0.02","13","<1","0.44","2","0.1","120","23","10.4","<2","28.8","20"
"Deep Bay","Pak Nai Stream","DB3","2005-06-27","1","1.4","70","0.035","<0.05","<1","<1","11","<1","<50","<0.1","5","<10","11","<1","78","<1","<0.01","98","7.3","1100","3700","0.036","<0.2","<0.01","360","2","80","<1","<2","<1","0.5","0.006","<0.5","0.03","7.3","9.4","0","16","<1","<0.02","37","<1","0.37","2","0.1","110","30","22.2","<2","30.6","10"
"Deep Bay","Pak Nai Stream","DB3","2005-07-20","1","0.3","<50","0.051","<0.05","<1","<1","10","<1","<50","<0.1","3","<10","2.4","<1","56","<1","<0.01","99","7.3","3300","7600","0.002","<0.2","<0.01","160","<1","60","<1","<2","<1","0.3","0.005","<0.5","0.018","7.1","3.6","0","20","<1","<0.02","7.4","<1","0.16","<1","0.03","78","20","9.3","<2","31.6","10"
"Deep Bay","Pak Nai Stream","DB3","2005-08-26","1","0.4","<50","0.029","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","0.8","<1","41","<1","<0.01","93","7.5","780","2300","0.14","<0.2","<0.01","290","2","50","<1","<2","<1","0.41","0.003","<0.5","0.006","6.2","<0.2","0","17","<1","<0.02","10","<1","0.12","<1","<0.02","70","18","9.7","<2","26.6","<10"
"Deep Bay","Pak Nai Stream","DB3","2005-09-21","1","0.7","<50","0.022","<0.05","<1","<1","4","<1","<50","<0.1","3","<10","1.6","<1","67","<1","<0.01","98","7.4","1300","19000","0.016","<0.2","<0.01","110","<1","40","<1","<2","<1","0.32","0.004","<0.5","0.023","6.7","1.6","0","19","<1","<0.02","11","<1","0.13","<1","0.03","76","14","13.6","<2","30.1","<10"
"Deep Bay","Pak Nai Stream","DB3","2005-10-17","1","0.4","<50","0.018","<0.05","<1","<1","4","<1","<50","<0.1","3","<10","1.7","<1","53","<1","<0.01","100","8.1","510","3300","0.01","0.2","<0.01","110","2","40","<1","<2","<1","0.26","0.003","<0.5","0.016","7.1","2.1","0","20","<1","<0.02","61","<1","0.3","1","0.05","130","16","11.6","<2","25.9","<10"
"Deep Bay","Pak Nai Stream","DB3","2005-11-17","1","0.8","<50","0.011","<0.05","<1","<1","6","<1","<50","<0.1","3","<10","3.8","<1","55","<1","<0.01","99","8.5","1100","9600","0.026","0.2","<0.01","120","<1","30","<1","<2","<1","0.42","<0.002","<0.5","0.031","7.2","3.4","0","20","<1","<0.02","4.2","<1","0.27","1","0.05","100","16","7.5","<2","23","<10"
"Deep Bay","Pak Nai Stream","DB3","2005-12-07","1","0.4","<50","0.023","<0.05","<1","<1","3","<1","<50","<0.1","3","<10","2.4","<1","33","<1","<0.01","97","9.9","560","2300","0.013","0.2","<0.01","90","<1","20","<1","<2","<1","0.3","0.006","<0.5","0.038","6.8","2.2","0","21","<1","<0.02","3.6","<1","0.15","<1","0.04","66","12","4.2","<2","14.2","20"
"Deep Bay","Sheung Pak Nai Stream","DB5","2005-01-10","1","0.3","180","0.014","<0.05","<1","<1","6","<1","<50","<0.1","5","<10","1.5","<1","37","1","<0.01","112","11.1","35","2500","0.038","0.2","<0.01","420","2","90","<1","<2","<1","0.1","<0.002","<0.5","0.009","7.4","<0.2","0","24","<1","<0.02","5.8","<1","0.06","1","<0.02","52","15","9.1","<2","15.8","<10"
"Deep Bay","Sheung Pak Nai Stream","DB5","2005-02-25","1","1","130","0.016","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","1.5","<1","43","1","<0.01","105","9.5","24","1100","0.054","0.3","<0.01","370","<1","60","<1","<2","<1","0.21","0.003","<0.5","0.006","7.1","0.4","0","23","<1","<0.02","3.4","<1","0.05","<1","<0.02","69","15","4.1","<2","20","<10"
