"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Deep Bay","Tai Shui Hang Stream","DB2","2016-03-18","1","0.3","109","0.008","<0.05","<1","<1","3","<1","<50","<0.1","<2","<10","0.4","<1","55","<1","<0.01","101","9","45","240","0.15","0.2","<0.01","63","<1","20","<1","<2","<1","0.24","<0.002","<0.5","0.002","7.8","1.9","0","23","<1","<0.02","0.9","<1","0.08","<1","<0.02","90","58","3","<2","21","15"
"Deep Bay","Tai Shui Hang Stream","DB2","2016-04-22","1","1.8","543","0.11","<0.05","<1","<1","14","<1","<50","<0.1","15","<10","1.3","<1","42","3","<0.01","98","8.5","6800","12000","0.52","<0.2","<0.01","506","22","124","<1","<2","1","0.49","0.003","<0.5","0.002","7.6","2.1","0","12","<1","<0.02","260","<1","0.7","3","0.04","370","93","225.8","<2","22.5","30"
"Deep Bay","Tai Shui Hang Stream","DB2","2016-05-23","1","<0.1","51","0.016","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","0.3","<1","44","<1","<0.01","99","8","110","3200","0.17","<0.2","<0.01","104","2","55","<1","<2","<1","0.43","<0.002","<0.5","0.005","8.1","0.2","0","19","<1","<0.02","4.4","<1","0.13","<1","0.03","77","42","9.1","<2","26.6","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2016-06-22","1","0.2","79","0.007","<0.05","<1","<1","3","<1","<50","<0.1","2","11","0.4","<1","81","2","<0.01","101","7.7","170","3400","0.1","<0.2","<0.01","304","1","28","<1","<2","<1","0.29","<0.002","<0.5","0.005","7.8","<0.2","0","22","<1","<0.02","2.2","<1","0.07","1","<0.02","66","22","6.4","<2","29.6","13"
"Deep Bay","Tai Shui Hang Stream","DB2","2016-07-21","1","0.2","69","0.01","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","0.3","<1","56","1","<0.01","103","7.8","140","3100","0.12","0.2","<0.01","383","1","83","<1","<2","<1","0.27","0.002","<0.5","<0.002","7.8","0.3","0","23","<1","<0.02","2.1","<1","0.1","<1","<0.02","76","28","4.8","<2","30","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2016-08-19","1","0.3","65","0.015","<0.05","<1","<1","5","<1","<50","<0.1","<2","18","0.2","<1","112","<1","<0.01","100","7.9","140","2200","0.16","<0.2","<0.01","97","2","41","<1","<2","<1","0.48","<0.002","<0.5","0.005","8.4","<0.2","0.1","17","<1","<0.02","5","<1","0.07","<1","<0.02","100","42","8.1","<2","27.5","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2016-09-22","1","0.2","<50","0.01","<0.05","<1","<1","3","<1","<50","<0.1","3","<10","1.4","<1","54","3","<0.01","106","8.5","80","1600","0.26","<0.2","<0.01","86","<1","15","<1","<2","<1","0.29","<0.002","<0.5","0.005","7.6","0.8","0","22","<1","<0.02","1.4","<1","0.07","<1","0.03","46","31","3.4","<2","26.8","12"
"Deep Bay","Tai Shui Hang Stream","DB2","2016-10-26","1","<0.1","<50","0.009","<0.05","<1","<1","3","<1","<50","<0.1","<2","<10","<0.2","<1","43","<1","<0.01","101","8","80","1200","0.33","<0.2","<0.01","56","<1","18","<1","<2","<1","0.32","0.002","<0.5","0.011","8.2","0.4","0","23","<1","<0.02","1","<1","0.13","<1","<0.02","58","43","3.6","<2","27","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2016-11-23","1","1.1","596","0.026","0.07","<1","1","13","<1","<50","0.1","6","<10","1.2","<1","65","5","<0.01","100","8.7","2600","20000","0.32","<0.2","<0.01","693","12","76","<1","<2","<1","0.49","0.009","<0.5","0.004","7.9","0.3","0","17","<1","<0.02","55","<1","0.35","2","0.06","180","100","44.7","<2","22.1","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2016-12-15","1","0.3","<50","0.006","<0.05","<1","<1","3","<1","<50","<0.1","2","15","0.2","<1","85","<1","<0.01","102","9.6","27","330","0.19","<0.2","<0.01","91","<1","28","<1","<2","<1","0.2","<0.002","<0.5","0.004","7.4","<0.2","0","25","<1","<0.02","1.4","<1","0.1","<1","<0.02","68","26","2.5","<2","18.4","<10"
"Deep Bay","Pak Nai Stream","DB3","2016-01-21","1","1.3","<50","0.019","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","0.4","<1","43","<1","<0.01","98","9.6","310","1900","0.015","<0.2","<0.01","88","<1","18","<1","<2","<1","0.3","0.005","<0.5","0.004","7.2","<0.2","0","20","<1","<0.02","7.2","<1","0.16","<1","<0.02","160","30","5.1","<2","16.7","25"
"Deep Bay","Pak Nai Stream","DB3","2016-02-19","1","<0.1","50","0.021","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","<0.2","<1","48","<1","<0.01","98","9.9","170","430","0.029","<0.2","<0.01","105","<1","42","<1","<2","<1","0.24","<0.002","<0.5","0.003","7.6","0.3","0","23","<1","<0.02","1.1","<1","0.18","<1","<0.02","86","46","4.9","<2","15","16"
"Deep Bay","Pak Nai Stream","DB3","2016-03-18","1","0.2","68","0.01","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","0.6","<1","53","1","<0.01","99","8.8","280","550","0.019","0.2","<0.01","125","<1","18","<1","<2","<1","0.24","0.009","<0.5","0.002","7.5","2.1","0","20","<1","<0.02","8","<1","0.11","<1","<0.02","82","34","17.5","<2","21.3","16"
"Deep Bay","Pak Nai Stream","DB3","2016-04-22","1","1.4","336","0.079","<0.05","<1","<1","7","<1","<50","<0.1","12","<10","0.9","<1","39","2","<0.01","99","8.5","4900","26000","0.054","<0.2","<0.01","265","15","50","<1","<2","<1","0.39","0.003","<0.5","0.004","7.2","0.5","0","10","<1","<0.02","210","<1","0.61","3","0.06","290","68","214.5","<2","22.6","25"
"Deep Bay","Pak Nai Stream","DB3","2016-05-23","1","<0.1","52","0.03","<0.05","<1","<1","8","<1","<50","<0.1","<2","<10","<0.2","<1","35","<1","<0.01","95","7.7","370","7500","0.059","<0.2","<0.01","80","2","54","<1","<2","<1","0.25","<0.002","<0.5","0.004","7.6","<0.2","0","18","<1","<0.02","8.3","<1","0.1","<1","<0.02","90","34","13.6","<2","26.4","14"
"Deep Bay","Pak Nai Stream","DB3","2016-06-22","1","<0.1","<50","0.025","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","<0.2","<1","63","<1","<0.01","96","7.5","1000","3900","0.036","<0.2","<0.01","175","1","48","<1","<2","<1","0.3","<0.002","<0.5","0.011","7.2","<0.2","0","20","<1","<0.02","5.6","<1","0.12","<1","0.03","74","32","8.7","<2","28","<10"
"Deep Bay","Pak Nai Stream","DB3","2016-07-21","1","0.2","<50","0.024","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","0.3","<1","68","1","<0.01","98","7.5","800","6300","0.03","<0.2","<0.01","150","1","53","<1","<2","<1","0.22","<0.002","<0.5","<0.002","7","0.3","0","20","<1","<0.02","4.7","<1","0.09","<1","<0.02","94","40","7.4","<2","29.2","13"
"Deep Bay","Pak Nai Stream","DB3","2016-08-19","1","0.2","58","0.033","<0.05","<1","<1","5","<1","<50","<0.1","3","<10","0.9","<1","60","<1","<0.01","99","7.8","380","2900","0.048","<0.2","<0.01","122","2","43","<1","<2","<1","0.26","<0.002","<0.5","0.005","7.9","<0.2","0","18","<1","<0.02","14","<1","0.1","<1","0.04","110","68","17.6","<2","27","<10"
"Deep Bay","Pak Nai Stream","DB3","2016-09-22","1","<0.1","<50","0.014","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","0.5","<1","49","<1","<0.01","99","7.9","250","1500","0.041","<0.2","<0.01","71","<1","27","<1","<2","<1","0.23","0.003","<0.5","0.005","7.3","0.3","0","21","<1","<0.02","2.9","<1","0.08","<1","0.02","79","38","7.1","<2","26.7","11"
"Deep Bay","Pak Nai Stream","DB3","2016-10-26","1","<0.1","<50","0.09","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","0.3","<1","49","3","<0.01","97","7.8","150","1200","0.049","<0.2","<0.01","60","<1","28","<1","<2","<1","0.26","<0.002","0.5","0.017","7.7","<0.2","0","20","<1","<0.02","1.9","<1","0.1","<1","<0.02","55","18","5.7","<2","26.5","<10"
"Deep Bay","Pak Nai Stream","DB3","2016-11-23","1","0.2","97","0.008","0.05","<1","<1","5","<1","<50","<0.1","3","<10","0.6","<1","25","5","<0.01","99","8.6","800","2900","0.044","<0.2","<0.01","168","1","31","<1","<2","<1","0.31","0.003","<0.5","0.004","7.2","0.2","0","19","<1","<0.02","4.2","<1","0.28","2","0.02","76","63","8.6","<2","21.9","<10"
"Deep Bay","Pak Nai Stream","DB3","2016-12-15","1","0.2","<50","0.019","<0.05","<1","<1","4","<1","<50","<0.1","3","<10","0.3","<1","53","<1","<0.01","100","9.4","190","210","0.017","<0.2","<0.01","107","<1","24","<1","<2","<1","0.21","<0.002","<0.5","0.004","7.3","<0.2","0","24","<1","<0.02","1.4","<1","0.09","<1","<0.02","66","24","3","<2","18.3","18"
"Deep Bay","Sheung Pak Nai Stream","DB5","2016-01-21","1","2.1","<50","0.45","<0.05","<1","<1","4","<1","<50","<0.1","3","<10","1.6","<1","28","2","<0.01","98","9.5","5200","12000","0.021","<0.2","<0.01","347","1","101","<1","<2","<1","0.43","0.005","<0.5","0.048","7","1","0","19","<1","<0.02","5","<1","1.2","2","0.12","70","30","8.5","<2","17.1","13"
"Deep Bay","Sheung Pak Nai Stream","DB5","2016-02-19","1","1.5","1298","0.33","<0.05","<1","<1","16","<1","<50","0.1","7","<10","2.2","1","62","24","<0.01","97","9.7","7700","7900","0.028","<0.2","<0.01","1610","93","220","<1","<2","<1","0.28","<0.002","<0.5","0.016","7.3","0.3","0","20","<1","0.03","420","<1","0.95","1","0.11","560","110","461.4","<2","15.6","43"
