"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Western Buffer","Pai Min Kok Stream","AN2","1996-06-07","1","2.3","210","0.48","0.05","<1","<1","8","","<50","<0.1","13","20","","<1","178","2","<0.01","94","7.3","80000","120000","0.004","0.4","<0.01","130","<1","20","<1","","<1","2.2","0.095","<0.5","0.36","8.4","","0.1","20","<1","<0.02","4.7","","0.99","3","0.42","100","18","7","<2","28.2","50"
"Western Buffer","Pai Min Kok Stream","AN2","1996-07-05","1","3.4","120","0.17","<0.05","<1","<1","7","","<50","<0.1","10","<10","","<1","116","3","<0.01","104","8.1","37000","50000","0.012","0.3","<0.01","160","2","10","<1","","1","1.1","0.017","1","0.13","7.7","","0.1","16","<1","<0.02","4.5","","0.47","2","0.15","110","64","8","<2","27.8","90"
"Western Buffer","Pai Min Kok Stream","AN2","1996-08-08","1","2.5","240","0.26","<0.05","<1","<1","7","","<50","<0.1","5","20","","<1","116","2","<0.01","92","7.2","27000","44000","0.007","0.3","<0.01","220","2","20","<1","","<1","1.4","0.05","<0.5","0.21","7.6","","0.1","17","<1","<0.02","4.5","","0.66","2","0.26","100","60","6","<2","27.8","60"
"Western Buffer","Pai Min Kok Stream","AN2","1996-09-06","1","2.7","370","0.24","<0.05","<1","<1","7","","<50","<0.1","6","22","","<1","1440","2","<0.01","97","7.7","100000","120000","0.003","0.3","<0.01","210","2","10","<1","","2","1.1","0.048","<0.5","0.21","8","","0.1","17","<1","<0.02","5.3","","0.62","2","0.24","88","32","7","<2","26.9","110"
"Western Buffer","Pai Min Kok Stream","AN2","1996-10-09","1","1.9","110","0.32","<0.05","<1","<1","6","","<50","<0.1","5","<10","","<1","100","2","<0.01","98","8.4","60000","110000","0.007","0.3","<0.01","220","1","10","<1","","<1","1","0.036","<0.5","0.16","7.5","","0.1","16","<1","<0.02","3.6","","0.55","1","0.18","110","44","8","<2","23","40"
"Western Buffer","Pai Min Kok Stream","AN2","1996-11-25","1","2.4","230","1","0.21","<1","<1","13","","<50","<0.1","12","11","","5","254","3","<0.01","101","8.9","1900","26000","null","0.3","<0.01","130","1","<10","<1","","<1","3.4","0.53","<0.5","0.57","8","","0.1","16","<1","<0.02","3.2","","1.3","3","0.79","140","66","3","<2","22.1","60"
"Western Buffer","Pai Min Kok Stream","AN2","1996-12-12","1","4.1","140","0.8","0.09","<1","<1","9","","<50","<0.1","4","14","","<1","208","3","<0.01","113","10.4","5000","14000","null","0.4","<0.01","90","<1","<10","<1","","1","3.9","0.31","<0.5","0.44","7.8","","0.1","17","<1","<0.02","4.7","","1.4","2","0.47","160","50","2","<2","18.6","90"
"Deep Bay","Ha Pak Nai Stream","DB1","1996-01-12","1","1.2","230","0.068","<0.05","<1","<1","2","","<50","<0.1","4","16","","<1","63","<1","<0.01","100","10.6","","","0.016","0.2","<0.01","60","<1","<10","<1","","<1","0.077","<0.002","<0.5","0.032","7","","","22","<1","0.02","3.3","","0.16","<1","0.05","70","28","4.4","<2","17.7","20"
"Deep Bay","Ha Pak Nai Stream","DB1","1996-02-08","1","0.3","330","0.073","<0.05","<1","<1","3","","<50","<0.1","7","<10","","<1","41","16","<0.01","122","11.8","","","0.008","0.3","<0.01","110","2","<10","<1","","1","0.097","0.002","<0.5","0.028","6.7","","","24","<1","<0.02","2.8","","5.1","<1","1.4","80","24","4.4","<2","17.6","20"
"Deep Bay","Ha Pak Nai Stream","DB1","1996-03-08","1","0.5","350","0.096","<0.05","<1","<1","3","","<50","<0.1","12","<10","","<1","49","<1","<0.01","102","8.8","","","0.03","0.3","<0.01","120","1","<10","<1","","2","0.18","0.002","<0.5","0.023","6.8","","","22","<1","<0.02","3.2","","0.22","1","0.03","110","54","4.6","<2","22.5","10"
"Deep Bay","Ha Pak Nai Stream","DB1","1996-04-15","1","1.3","370","0.054","<0.05","<1","<1","3","","<50","<0.1","4","20","","<1","46","1","<0.01","105","9.1","","","0.008","0.3","<0.01","100","1","10","<1","","<1","0.15","0.009","<0.5","0.028","7.9","","0.1","22","<1","<0.02","1.8","","0.46","1","0.06","56","18","4","<2","21.7","30"
"Deep Bay","Ha Pak Nai Stream","DB1","1996-05-09","1","0.2","490","0.095","<0.05","<1","<1","3","","<50","<0.1","3","<10","","<1","36","<1","<0.01","97","8.3","","","0.024","<0.2","<0.01","70","1","<10","<1","","1","0.21","<0.002","<0.5","0.023","7.6","","0.1","18","<1","<0.02","5","","0.17","1","0.05","68","24","10","<2","23.1","30"
"Deep Bay","Ha Pak Nai Stream","DB1","1996-06-14","1","2.2","70","0.073","<0.05","<1","<1","2","","<50","<0.1","3","<10","","<1","42","7","<0.01","99","7.3","","","0.013","0.3","<0.01","80","1","<10","<1","","<1","0.13","0.005","<0.5","0.032","7.9","","0.1","22","<1","<0.02","3.7","","0.21","2","0.08","68","20","7","<2","31.1","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1996-07-11","1","1","240","0.063","<0.05","<1","<1","2","","<50","<0.1","<2","<10","","<1","42","<1","<0.01","103","7.5","","","0.009","0.2","<0.01","190","8","20","<1","","<1","0.13","0.005","<0.5","0.033","7.1","","0.1","22","<1","<0.02","3.6","","0.29","<1","0.1","62","26","10","<2","31.6","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1996-08-12","1","0.7","740","0.063","<0.05","<1","<1","2","","<50","<0.1","7","<10","","<1","40","<1","<0.01","100","7.4","","","0.013","0.2","<0.01","250","1","20","<1","","<1","0.094","<0.002","0.6","0.021","7.3","","0.1","20","<1","<0.02","9.8","","0.33","3","0.03","78","32","12","<2","30.8","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1996-09-11","1","0.5","170","0.052","0.09","<1","<1","3","","<50","<0.1","2","<10","","<1","36","<1","<0.01","93","7.2","","","0.005","<0.2","<0.01","300","3","50","<1","","1","0.14","0.004","0.7","0.037","7.2","","0.1","21","<1","<0.02","31","","0.33","1","0.06","84","40","17","<2","28.8","20"
"Deep Bay","Ha Pak Nai Stream","DB1","1996-10-11","1","0.7","90","0.029","0.09","<1","<1","2","","<50","<0.1","4","<10","","<1","52","<1","<0.01","99","8.1","","","0.021","0.2","<0.01","150","1","10","<1","","<1","0.093","<0.002","<0.5","0.017","7.3","","0.1","22","<1","<0.02","3.6","","0.22","2","0.03","76","26","8","<2","26.1","10"
"Deep Bay","Ha Pak Nai Stream","DB1","1996-11-13","1","0.4","160","0.044","0.1","<1","<1","7","","<50","<0.1","10","<10","","<1","58","<1","<0.01","101","8.9","","","0.001","0.3","<0.01","350","1","30","<1","","<1","0.17","0.007","<0.5","0.009","7.9","","0.1","20","<1","<0.02","10","","0.36","1","0.03","80","28","31","<2","21.8","10"
"Deep Bay","Ha Pak Nai Stream","DB1","1996-12-11","1","0.3","260","0.026","0.06","<1","<1","4","","<50","<0.1","4","<10","","<1","42","<1","<0.01","98","9.5","","","0.008","0.3","<0.01","310","1","20","<1","","<1","0.059","0.002","<0.5","0.039","7.6","","0.1","23","<1","<0.02","4.4","","0.18","2","0.15","100","30","5","<2","17.3","20"
"Deep Bay","Tai Shui Hang Stream","DB2","1996-01-12","1","0.8","150","0.13","<0.05","<1","<1","2","","<50","<0.1","7","<10","","<1","60","<1","<0.01","99","10.4","","","0.014","0.3","<0.01","150","1","<10","<1","","<1","0.056","<0.002","<0.5","0.043","6.9","","","23","<1","<0.02","1.7","","0.21","<1","0.05","84","24","2.9","<2","18.3","40"
"Deep Bay","Tai Shui Hang Stream","DB2","1996-02-08","1","0.6","120","0.047","<0.05","<1","<1","2","","<50","0.7","8","<10","","<1","197","<1","<0.01","118","11.1","","","0.038","0.3","<0.01","50","<1","<10","<1","","1","0.063","<0.002","<0.5","0.038","7.1","","","25","<1","<0.02","5.5","","5.1","<1","1.4","110","40","1.8","<2","18","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1996-03-08","1","0.4","130","0.054","<0.05","<1","<1","1","","<50","<0.1","<2","<10","","<1","54","<1","<0.01","102","8.6","","","0.025","0.3","<0.01","60","<1","<10","<1","","1","0.097","<0.002","<0.5","0.028","7.2","","","24","<1","<0.02","3.2","","0.14","<1","0.03","110","38","1.8","<2","23.4","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1996-04-15","1","2.4","200","0.16","0.05","<1","<1","2","","<50","<0.1","<2","27","","1","102","2","<0.01","98","8.5","","","0.026","0.3","<0.01","70","1","<10","<1","","<1","0.11","0.007","<0.5","0.041","8","","0.1","22","<1","<0.02","8.4","","0.67","1","0.09","74","18","3","<2","21.5","30"
"Deep Bay","Tai Shui Hang Stream","DB2","1996-05-09","1","0.3","120","0.043","<0.05","<1","<1","2","","<50","<0.1","3","<10","","<1","44","<1","<0.01","96","8.2","","","0.105","0.2","<0.01","<50","<1","<10","<1","","<1","0.12","0.004","<0.5","0.03","7.9","","0.1","18","<1","<0.02","2","","0.1","2","0.03","58","30","5","<2","23.3","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1996-06-14","1","0.4","90","0.23","<0.05","<1","<1","2","","<50","<0.1","<2","<10","","<1","54","<1","<0.01","99","7.2","","","0.104","0.3","<0.01","130","1","20","<1","","<1","0.06","0.003","<0.5","0.052","8","","0.1","23","<1","<0.02","1.8","","0.97","<1","0.09","66","28","4","<2","32.1","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1996-07-11","1","0.9","360","0.043","<0.05","<1","<1","2","","<50","<0.1","4","<10","","<1","46","3","<0.01","102","7.3","","","0.09","0.2","<0.01","150","2","<10","<1","","<1","0.068","0.005","<0.5","0.036","7.4","","0.1","24","<1","<0.02","6.9","","0.3","1","0.07","64","14","6","<2","32.6","40"
"Deep Bay","Tai Shui Hang Stream","DB2","1996-08-12","1","2.1","480","0.074","0.15","<1","<1","2","","<50","<0.1","7","<10","","<1","52","<1","<0.01","99","7.2","","","0.039","0.3","<0.01","200","<1","20","<1","","<1","0.027","0.002","<0.5","0.03","8.1","","0.1","22","<1","<0.02","3.9","","0.59","3","0.07","82","42","5","<2","32","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1996-09-11","1","0.4","80","0.008","<0.05","<1","<1","3","","<50","<0.1","2","<10","","<1","42","<1","<0.01","94","7.1","","","0.162","0.2","<0.01","270","2","30","<1","","<1","0.079","0.003","<0.5","0.038","7.6","","0.1","21","<1","<0.02","6.5","","0.25","1","0.04","70","36","7","<2","29.9","10"
"Deep Bay","Tai Shui Hang Stream","DB2","1996-10-11","1","0.9","320","0.012","<0.05","<1","<1","3","","<50","<0.1","2","<10","","<1","62","1","<0.01","102","8.2","","","0.372","0.2","<0.01","170","1","<10","<1","","<1","0.044","0.002","<0.5","0.036","8.1","","0.1","23","<1","<0.02","12","","0.15","<1","0.03","78","22","3","<2","26.8","20"
"Deep Bay","Tai Shui Hang Stream","DB2","1996-11-13","1","0.4","160","0.017","0.14","<1","<1","6","","<50","<0.1","9","24","","<1","152","11","<0.01","102","9","","","0.045","0.3","<0.01","150","<1","30","<1","","<1","0.055","<0.002","<0.5","0.033","8","","0.1","22","<1","<0.02","2.8","","0.26","1","0.03","100","34","3","<2","21.9","10"
"Deep Bay","Tai Shui Hang Stream","DB2","1996-12-11","1","0.4","150","0.009","0.08","<1","<1","3","","<50","<0.1","20","<10","","<1","50","<1","<0.01","106","10.3","","","0.027","0.3","<0.01","90","<1","<10","<1","","<1","0.033","0.004","<0.5","0.047","8","","0.1","22","<1","<0.02","3","","<0.05","2","0.26","88","20","3","<2","17.3","10"
"Deep Bay","Pak Nai Stream","DB3","1996-01-12","1","7.4","140","1.6","<0.05","<1","<1","5","","<50","<0.1","13","<10","","<1","67","<1","<0.01","90","9.3","","","0.004","0.2","<0.01","410","4","140","<1","","<1","0.3","0.034","<0.5","0.4","6.9","","","21","<1","0.05","8.2","","2.5","3","0.65","110","36","9.8","<2","18.8","20"
"Deep Bay","Pak Nai Stream","DB3","1996-02-08","1","7.6","270","2.1","<0.05","<1","<1","13","","<50","0.1","15","<10","","<1","78","1","<0.01","108","9.9","","","0.003","0.2","<0.01","2100","8","180","<1","","2","0.43","0.004","<0.5","0.68","7.2","","","22","<1","0.03","21","","7.6","3","2.2","150","60","10","<2","19.2","10"
"Deep Bay","Pak Nai Stream","DB3","1996-03-08","1","3.6","290","1.3","<0.05","<1","<1","5","","<50","<0.1","7","<10","","<1","87","<1","<0.01","98","8.2","","","0.008","0.3","<0.01","470","2","130","<1","","<1","0.42","0.041","<0.5","0.42","7.2","","","20","<1","<0.02","6.8","","2.2","5","0.59","120","50","10","<2","23.8","<10"
"Deep Bay","Pak Nai Stream","DB3","1996-04-15","1","4.6","130","2.3","0.09","<1","1","10","","<50","<0.1","23","<10","","<1","90","1","<0.01","89","7.6","","","0.003","0.3","<0.01","1600","4","310","<1","","<1","0.33","0.05","<0.5","0.43","7.3","","0.1","17","<1","<0.02","21","","13","5","0.92","94","48","11","<2","22.8","20"
"Deep Bay","Pak Nai Stream","DB3","1996-05-09","1","0.3","240","0.19","<0.05","<1","<1","4","","<50","<0.1","10","<10","","<1","46","1","<0.01","88","7.5","","","0.018","<0.2","<0.01","220","1","60","<1","","<1","0.46","0.01","<0.5","0.073","7.4","","0.1","18","<1","<0.02","3.6","","0.82","1","0.1","60","30","9","<2","23.3","10"
"Deep Bay","Pak Nai Stream","DB3","1996-06-14","1","3","130","0.78","0.06","<1","<1","4","","<50","<0.1","12","<10","","<1","62","<1","<0.01","97","7.1","","","0.026","0.3","<0.01","830","3","130","<1","","1","0.22","0.021","<0.5","0.28","7.5","","0.1","21","<1","<0.02","17","","1.5","2","0.49","94","38","22","<2","31.7","20"
"Deep Bay","Pak Nai Stream","DB3","1996-07-11","1","1.4","60","0.36","<0.05","<1","<1","3","","<50","<0.1","4","12","","<1","62","<1","<0.01","94","6.7","","","0.05","0.2","<0.01","370","2","80","<1","","<1","0.22","0.013","<0.5","0.13","6.6","","0.1","22","<1","<0.02","32","","0.76","1","0.2","100","54","22","<2","32.8","<10"
"Deep Bay","Pak Nai Stream","DB3","1996-08-12","1","1.2","520","0.34","<0.05","<1","<1","3","","<50","<0.1","4","<10","","<1","54","<1","<0.01","90","6.5","","","0.078","0.2","<0.01","380","<1","60","<1","","<1","0.29","0.011","<0.5","0.16","6.8","","0.1","20","<1","<0.02","4.3","","0.68","2","0.21","84","46","6","<2","31.6","<10"
"Deep Bay","Pak Nai Stream","DB3","1996-09-11","1","0.8","110","0.3","<0.05","<1","<1","8","","<50","<0.1","3","<10","","<1","64","<1","<0.01","77","5.8","","","0.028","<0.2","<0.01","360","2","100","<1","","1","0.7","0.021","<0.5","0.12","6.6","","0.1","21","<1","<0.02","16","","0.68","<1","0.16","94","54","14","<2","30.1","10"
"Deep Bay","Pak Nai Stream","DB3","1996-10-11","1","9.9","100","3.5","0.06","<1","<1","10","","<50","<0.1","31","12","","<1","126","<1","<0.01","89","7","","","0.173","<0.2","<0.01","210","1","40","<1","","<1","0.72","0.074","<0.5","0.98","6.9","","0.1","21","<1","<0.02","22","","6","7","1.3","140","56","32","<2","27.4","10"
"Deep Bay","Pak Nai Stream","DB3","1996-11-13","1","2.1","<50","0.69","0.06","<1","<1","9","","<50","<0.1","6","26","","1","138","2","<0.01","95","8.3","","","0.045","0.2","<0.01","450","2","80","<1","","<1","0.35","0.014","<0.5","0.21","7.2","","0.1","19","<1","<0.02","13","","1.4","2","0.38","110","40","10","<2","22.3","30"
"Deep Bay","Pak Nai Stream","DB3","1996-12-11","1","1.5","60","1.1","0.06","<1","<1","9","","<50","<0.1","5","<10","","<1","72","<1","<0.01","41","3.8","","","0.007","0.2","<0.01","790","2","180","<1","","<1","0.5","0.033","<0.5","0.14","7","","0.1","22","<1","<0.02","11","","1.1","2","0.56","130","54","10","<2","18.3","30"
"","","DB4","1996-01-12","1","1.3","100","0.059","<0.05","<1","<1","5","","<50","<0.1","8","95","","<1","330","<1","<0.01","102","10.9","","","0.005","0.3","<0.01","140","1","30","<1","","<1","0.092","0.006","<0.5","0.024","7","","","26","<1","<0.02","1","","0.07","1","0.04","240","50","1.7","<2","17.4","<10"
"","","DB4","1996-02-08","1","0.5","90","0.086","<0.05","<1","<1","8","","80","<0.1","9","340","","<1","1078","<1","<0.01","105","10.5","","","0.002","0.3","<0.01","60","1","30","<1","","1","0.094","<0.002","<0.5","0.028","7","","","27","<1","<0.02","1.1","","0.35","<1","0.09","730","140","1.5","<2","17","<10"
"","","DB4","1996-03-08","1","1.2","100","0.035","<0.05","<1","<1","3","","<50","<0.1","3","52","","<1","235","<1","<0.01","110","9.8","","","0.004","0.3","<0.01","60","<1","20","<1","","<1","0.1","<0.002","<0.5","0.028","7.3","","","25","<1","<0.02","0.7","","0.13","2","0.04","150","52","1.7","<2","19.6","<10"
"","","DB4","1996-04-15","1","0.5","120","0.032","0.05","<1","<1","4","","<50","<0.1","3","120","","<1","456","2","<0.01","96","8.7","","","0.001","0.4","<0.01","110","<1","30","<1","","<1","0.18","<0.002","<0.5","0.036","8.1","","0.2","24","<1","<0.02","0.9","","0.3","2","0.06","240","40","","<2","19.9","<10"
"","","DB4","1996-05-09","1","0.5","110","0.055","<0.05","<1","<1","5","","<50","<0.1","2","40","","<1","178","<1","<0.01","95","8.1","","","null","0.3","<0.01","150","<1","40","<1","","<1","0.25","0.004","<0.5","0.026","7.3","","0.1","21","<1","<0.02","3","","0.34","2","0.03","100","28","4","<2","22.7","20"
"","","DB4","1996-06-14","1","0.6","90","0.048","0.08","<1","<1","11","","70","<0.1","3","300","","1","930","<1","<0.01","98","7.4","","","0.005","0.3","<0.01","230","<1","50","<1","","<1","0.088","<0.002","<0.5","0.032","7.2","","0.5","24","<1","<0.02","1.6","","0.27","1","0.1","500","84","2","<2","29.1","<10"
"","","DB4","1996-07-11","1","1.6","170","0.052","<0.05","<1","<1","3","","<50","<0.1","3","48","","<1","100","<1","<0.01","120","8.9","","","0.013","0.3","<0.01","180","<1","20","<1","","<1","0.052","0.007","<0.5","0.024","7.2","","0.1","24","<1","<0.02","3.2","","0.38","1","0.05","140","52","4","<2","30.6","10"
"","","DB4","1996-08-12","1","1.2","310","0.042","<0.05","<1","<1","5","","<50","<0.1","3","22","","<1","106","2","<0.01","93","7.1","","","0.03","0.3","<0.01","230","<1","70","<1","","<1","0.063","<0.002","<0.5","0.025","7.6","","0.1","24","<1","<0.02","1.4","","1.3","1","0.03","82","20","2","<2","28.8","<10"
"","","DB4","1996-09-11","1","0.5","60","0.034","0.09","<1","<1","32","","140","<0.1","3","540","","<1","1664","<1","<0.01","76","6","","","0.017","0.3","<0.01","630","1","140","<1","","1","0.13","<0.002","<0.5","0.039","7","","0.8","24","<1","<0.02","3.1","","0.15","<1","0.04","1000","250","4","2","27.2","20"
