"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Western Buffer","Pai Min Kok Stream","AN1","2008-11-10","1","1.5","100","0.067","0.11","<1","<1","10","<1","<50","<0.1","11","<10","2.1","<1","109","4","<0.01","102","9.5","2000","480000","null","0.4","<0.01","120","<1","<10","<1","<2","<1","1.8","0.076","<0.5","0.17","7.9","1.5","0.1","17","<1","<0.02","2.3","<1","0.36","2","0.19","100","28","3.4","<2","19.1","20"
"Western Buffer","Pai Min Kok Stream","AN1","2008-12-05","1","7.6","1500","1.5","0.18","<1","2","29","<1","<50","0.2","24","16","6.1","2","189","42","<0.01","99","9.5","33000","540000","null","0.4","<0.01","5000","160","240","<1","<2","6","1.9","0.15","0.8","0.19","8","6","0.1","16","<1","<0.02","560","<1","2.7","4","0.53","690","97","464.8","<2","17.5","150"
"Western Buffer","Pai Min Kok Stream","AN2","2008-01-17","1","9.5","70","1.7","0.81","<1","<1","10","<1","<50","<0.1","13","18","","<1","186","3","<0.01","104","11.2","38000","95000","0","0.5","<0.01","60","<1","<10","<1","<2","<1","4.2","0.59","<0.5","0.58","8.1","","0.1","17","<1","<0.02","2.2","<1","2.4","5","0.62","130","30","2.8","<2","12","20"
"Western Buffer","Pai Min Kok Stream","AN2","2008-02-14","1","11","60","2","0.86","<1","<1","8","<1","<50","<0.1","7","11","0.6","<1","195","3","<0.01","100","10.7","31000","35000","0","0.5","<0.01","<50","<1","10","<1","<2","<1","2","0.31","<0.5","0.49","7.9","1.6","0.1","15","<1","<0.02","3.5","<1","2.8","4","0.61","120","29","3.4","<2","12.4","30"
"Western Buffer","Pai Min Kok Stream","AN2","2008-03-10","1","15","80","1.1","0.12","<1","<1","10","<1","<50","<0.1","28","19","","<1","283","3","<0.01","119","11.1","310000","320000","0","0.6","<0.01","80","<1","10","<1","<2","<1","5.1","0.85","0.7","0.72","8.5","","0.2","17","<1","<0.02","7.8","<1","2.6","6","0.88","180","45","10.6","<2","18.9","40"
"Western Buffer","Pai Min Kok Stream","AN2","2008-04-17","1","5.6","70","0.068","0.06","<1","<1","10","<1","<50","<0.1","17","15","5.2","<1","360","4","<0.01","134","11","8000","34000","null","0.5","<0.01","50","<1","<10","<1","<2","<1","5.2","0.17","1","0.73","9.3","6.9","0.2","19","<1","<0.02","2.4","<1","1","6","0.83","200","57","5.2","<2","25.3","20"
"Western Buffer","Pai Min Kok Stream","AN2","2008-05-14","1","1.3","60","0.083","0.21","<1","<1","14","<1","<50","<0.1","18","13","","<1","225","6","<0.01","150","12.6","4100","13000","null","0.5","<0.01","160","2","40","<1","<2","<1","4.5","0.28","<0.5","0.42","9.5","","0.1","18","<1","<0.02","1.6","<1","0.74","5","0.43","160","46","26.2","<2","24","20"
"Western Buffer","Pai Min Kok Stream","AN2","2008-06-27","1","<0.1","140","0.043","<0.05","<1","<1","13","<1","<50","<0.1","9","<10","0.4","<1","84","2","<0.01","97","8.2","1100","5000","0.062","<0.2","<0.01","160","2","10","<1","<2","<1","0.65","0.01","<0.5","0.057","7.6","<0.2","0","12","<1","<0.02","7.2","<1","0.23","2","0.08","80","22","20.8","<2","23.9","30"
"Western Buffer","Pai Min Kok Stream","AN2","2008-07-07","1","0.4","220","0.057","<0.05","<1","<1","16","<1","<50","<0.1","5","<10","","<1","72","4","<0.01","101","8.3","2700","34000","0.046","<0.2","<0.01","780","5","30","<1","<2","<1","0.56","0.012","<0.5","0.059","7.4","","0","12","<1","<0.02","32","<1","0.42","2","0.13","100","32","44.2","<2","24.8","50"
"Western Buffer","Pai Min Kok Stream","AN2","2008-08-15","1","0.7","60","0.024","<0.05","<1","<1","10","<1","<50","<0.1","4","<10","1.9","<1","108","3","<0.01","104","8.2","18000","52000","0.012","0.2","<0.01","520","2","20","<1","<2","<1","0.41","0.013","<0.5","0.05","8","0.4","0.1","16","<1","<0.02","3.4","<1","0.2","1","0.07","64","22","7.2","<2","27.5","20"
"Western Buffer","Pai Min Kok Stream","AN2","2008-09-03","1","0.4","70","0.051","<0.05","<1","<1","9","<1","<50","<0.1","6","<10","","<1","116","2","<0.01","97","7.9","3100","40000","0.014","0.2","<0.01","450","1","<10","<1","<2","<1","0.6","0.015","<0.5","0.052","7.8","","0.1","16","<1","<0.02","2.4","<1","0.25","2","0.08","84","32","10.6","<2","26","20"
"Western Buffer","Pai Min Kok Stream","AN2","2008-10-15","1","0.4","70","0.031","<0.05","<1","<1","14","<1","<50","<0.1","4","<10","0.9","<1","149","2","<0.01","103","8.5","23000","35000","0.006","0.3","<0.01","220","1","<10","<1","<2","<1","0.52","0.016","<0.5","0.052","7.9","2.4","0.1","16","<1","<0.02","3.7","<1","0.2","2","0.08","77","22","5.3","<2","25.1","20"
"Western Buffer","Pai Min Kok Stream","AN2","2008-11-10","1","0.4","140","0.064","<0.05","<1","<1","11","<1","<50","<0.1","6","<10","","<1","153","2","<0.01","106","9.8","3000","19000","0.008","0.3","<0.01","170","<1","<10","<1","<2","<1","1.2","0.04","<0.5","0.11","8","","0.1","17","<1","<0.02","1.2","<1","0.23","<1","0.12","85","26","3.7","<2","19.5","30"
"Western Buffer","Pai Min Kok Stream","AN2","2008-12-05","1","0.2","120","0.21","<0.05","<1","<1","13","<1","<50","<0.1","6","10","1.8","<1","199","3","<0.01","112","11","29000","33000","0.005","0.3","<0.01","130","2","50","<1","<2","<1","2.2","0.086","0.6","0.22","8.1","1.4","0.1","17","<1","<0.02","2.1","<1","0.46","2","0.24","110","41","1.9","<2","16.2","40"
"Deep Bay","Ha Pak Nai Stream","DB1","2008-01-02","1","0.1","100","0.017","<0.05","<1","<1","5","<1","<50","<0.1","2","<10","0.8","<1","34","<1","<0.01","90","9.4","14","160","0.003","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.29","<0.002","<0.5","0.006","7.9","0.4","0","22","<1","<0.02","0.7","<1","0.05","<1","<0.02","58","26","3.2","<2","13","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2008-02-01","1","0.6","120","0.052","<0.05","<1","<1","6","<1","<50","<0.1","4","<10","1","<1","36","1","<0.01","100","11.1","140","300","0.006","<0.2","<0.01","110","<1","<10","<1","<2","<1","0.64","<0.002","<0.5","0.006","7.7","0.2","0","19","<1","<0.02","2.1","<1","0.2","<1","<0.02","57","20","3","<2","10.8","10"
"Deep Bay","Ha Pak Nai Stream","DB1","2008-03-03","1","0.7","250","0.021","<0.05","<1","<1","3","<1","<50","<0.1","2","<10","0.4","<1","40","<1","<0.01","105","9.9","12","20","0.004","0.3","<0.01","70","<1","<10","<1","<2","<1","0.26","<0.002","<0.5","0.009","7.3","0.5","0","22","<1","<0.02","1","<1","0.08","<1","<0.02","56","12","4.4","<2","18.1","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2008-04-07","1","0.6","210","0.051","<0.05","<1","<1","4","<1","<50","<0.1","3","<10","1","<1","51","<1","<0.01","105","8.4","3","90","0.014","0.3","<0.01","60","<1","<10","<1","<2","<1","0.26","<0.002","<0.5","0.008","7.6","0.8","0","21","<1","<0.02","1.1","<1","0.14","<1","<0.02","58","22","4.9","<2","26.8","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2008-05-09","1","1","90","0.018","<0.05","<1","<1","6","<1","<50","<0.1","5","<10","0.8","<1","81","<1","<0.01","100","7.6","22","470","0.003","0.3","<0.01","70","2","20","<1","<2","<1","0.34","<0.002","<0.5","0.01","7.6","0.4","0","22","<1","<0.02","3.1","<1","0.1","<1","<0.02","63","18","7.1","<2","29.7","10"
"Deep Bay","Ha Pak Nai Stream","DB1","2008-06-02","1","0.3","480","0.041","<0.05","<1","<1","16","<1","60","0.1","8","<10","<0.2","<1","58","1","<0.01","93","7.5","260","5600","0.216","<0.2","<0.01","90","9","70","<1","<2","<1","0.65","0.003","<0.5","0.007","6.4","0.3","0","10","<1","0.03","56","<1","0.21","1","<0.02","110","31","43.3","<2","26.3","40"
"Deep Bay","Ha Pak Nai Stream","DB1","2008-07-03","1","0.3","80","0.026","<0.05","<1","<1","12","<1","<50","<0.1","<2","<10","<0.2","<1","45","<1","<0.01","98","7.7","120","4200","0.092","<0.2","<0.01","60","2","10","<1","<2","<1","0.35","<0.002","<0.5","0.006","7.7","<0.2","0","16","<1","<0.02","24","<1","0.07","<1","<0.02","72","16","6.5","<2","27.4","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2008-08-20","1","<0.1","<50","0.016","<0.05","<1","<1","5","<1","<50","<0.1","2","<10","<0.2","<1","42","<1","<0.01","101","7.7","38","1600","0.036","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.26","<0.002","<0.5","0.008","7.9","<0.2","0","21","<1","<0.02","1.2","<1","0.07","<1","<0.02","56","18","4.3","<2","29.4","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2008-09-22","1","0.2","220","0.015","<0.05","<1","<1","6","<1","<50","<0.1","3","<10","0.7","<1","43","<1","<0.01","98","7.6","100","1700","0.022","<0.2","<0.01","90","<1","10","<1","<2","<1","0.24","0.003","<0.5","0.008","7.7","<0.2","0","22","<1","<0.02","1.7","<1","0.09","<1","<0.02","58","10","4.7","<2","29.1","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2008-10-03","1","<0.1","<50","0.018","<0.05","<1","<1","3","<1","<50","<0.1","3","<10","0.5","<1","39","<1","<0.01","99","8","120","240","0.025","<0.2","<0.01","<50","<1","20","<1","<2","<1","0.26","<0.002","<0.5","0.008","7.4","0.4","0","20","<1","<0.02","1.5","<1","<0.05","<1","<0.02","50","17","7","<2","26.4","10"
"Deep Bay","Ha Pak Nai Stream","DB1","2008-11-27","1","<0.1","270","0.019","<0.05","<1","<1","8","<1","<50","<0.1","3","<10","7.4","<1","34","<1","<0.01","105","9.7","59","320","0.03","0.2","<0.01","80","2","<10","<1","<2","<1","0.18","0.002","<0.5","0.008","7.8","1.3","0","23","<1","<0.02","4.5","<1","0.13","<1","<0.02","57","28","4.9","<2","18.8","50"
"Deep Bay","Ha Pak Nai Stream","DB1","2008-12-09","1","<0.1","150","0.012","<0.05","<1","<1","3","<1","<50","<0.1","<2","<10","0.5","<1","31","1","<0.01","107","10.6","53","170","0.024","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.19","<0.002","<0.5","0.008","7.5","0.4","0","22","<1","<0.02","1","<1","0.1","<1","<0.02","52","11","3.1","<2","15.5","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2008-01-02","1","0.2","80","0.03","<0.05","<1","<1","6","<1","<50","<0.1","3","45","1.2","<1","162","2","<0.01","86","9.2","62","190","0.1","0.3","<0.01","340","<1","90","<1","<2","<1","0.19","<0.002","<0.5","0.005","7.7","0.7","0.1","22","<1","<0.02","3.4","<1","0.11","<1","<0.02","150","48","1.5","<2","12.4","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2008-02-01","1","0.8","<50","0.048","<0.05","<1","<1","8","<1","<50","<0.1","7","<10","4.2","<1","58","2","<0.01","96","10.7","76","340","0.12","0.2","<0.01","510","<1","80","<1","<2","<1","0.55","<0.002","<0.5","0.005","7.8","0.7","0","19","<1","<0.02","0.7","<1","0.22","2","<0.02","73","34","2.9","<2","10.6","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2008-03-03","1","0.7","100","0.026","<0.05","<1","<1","3","<1","<50","<0.1","4","<10","1","<1","49","<1","<0.01","100","9.8","13","150","0.08","0.3","<0.01","240","<1","40","<1","<2","<1","0.098","<0.002","<0.5","0.007","7.6","0.8","0","22","<1","<0.02","1.2","<1","0.15","<1","<0.02","66","13","3.6","<2","16.4","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2008-04-07","1","0.5","180","0.025","<0.05","<1","<1","8","<1","<50","<0.1","2","<10","0.7","<1","70","2","<0.01","90","7.2","90","4100","0.02","0.3","<0.01","510","1","130","<1","<2","<1","0.39","<0.002","<0.5","0.01","7.6","0.3","0","21","<1","<0.02","4.6","<1","0.07","<1","<0.02","66","16","4","<2","26.8","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2008-05-09","1","1.9","60","0.12","0.14","<1","<1","24","<1","1200","0.1","11","5400","1.6","<1","16021","2","<0.01","98","7.2","140","1100","null","0.5","<0.01","250","1","130","<1","3","3","0.54","0.11","<0.5","0.016","7.2","1.5","8.6","13","<1","<0.02","3.9","<1","0.27","2","0.03","12000","2000","3.9","<2","29","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2008-06-02","1","0.7","400","0.081","<0.05","<1","<1","13","<1","<50","0.1","8","<10","0.7","<1","44","2","<0.01","96","7.7","1000","19000","1.62","<0.2","<0.01","210","12","80","<1","<2","1","0.56","0.015","<0.5","0.015","7.1","0.6","0","8.5","<1","0.06","160","<1","0.59","3","0.04","230","54","192","<2","26.7","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2008-07-03","1","0.3","80","0.04","<0.05","<1","<1","13","<1","<50","<0.1","<2","<10","0.3","<1","45","<1","<0.01","99","7.7","80","790","0.464","<0.2","<0.01","80","1","20","<1","<2","<1","0.26","0.003","<0.5","0.005","7.7","<0.2","0","18","<1","<0.02","2.8","<1","0.08","<1","<0.02","51","16","5.2","<2","28.4","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2008-08-20","1","0.2","<50","0.017","<0.05","<1","<1","22","<1","<50","<0.1","<2","<10","0.8","<1","48","1","<0.01","102","7.7","52","700","0.38","<0.2","<0.01","220","1","20","<1","<2","<1","0.16","<0.002","<0.5","0.008","7.8","0.3","0","23","<1","<0.02","3.5","<1","0.08","<1","<0.02","59","24","4.1","<2","30.1","40"
"Deep Bay","Tai Shui Hang Stream","DB2","2008-09-22","1","0.2","170","0.027","<0.05","<1","<1","10","<1","<50","<0.1","4","<10","0.2","<1","50","2","<0.01","100","7.5","110","1100","0.21","<0.2","<0.01","200","1","30","<1","<2","<1","0.17","<0.002","<0.5","0.007","7.8","0.6","0","23","<1","<0.02","2.2","<1","0.1","<1","<0.02","54","16","3.5","<2","30.2","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2008-10-03","1","<0.1","<50","0.01","<0.05","<1","<1","11","<1","<50","<0.1","4","<10","0.2","<1","47","<1","<0.01","98","7.8","160","330","0.26","0.2","<0.01","110","<1","20","<1","<2","<1","0.19","<0.002","<0.5","0.008","7.5","<0.2","0","21","<1","<0.02","1.4","<1","<0.05","<1","<0.02","52","14","5.1","<2","27.1","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2008-11-27","1","<0.1","160","0.015","<0.05","<1","<1","7","<1","<50","<0.1","3","<10","1.1","<1","57","2","<0.01","104","9.7","20","510","0.21","0.2","<0.01","90","<1","10","<1","<2","<1","0.11","<0.002","<0.5","0.007","7.7","1","0","23","<1","<0.02","2.6","<1","0.1","<1","<0.02","64","24","4.9","<2","18.8","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2008-12-09","1","<0.1","150","0.013","<0.05","<1","<1","11","<1","<50","<0.1","<2","<10","0.6","<1","39","2","<0.01","107","10.7","41","290","0.07","0.2","<0.01","190","1","30","<1","<2","<1","0.11","<0.002","<0.5","0.008","7.8","0.3","0","23","<1","<0.02","6.1","<1","0.1","<1","<0.02","60","11","5.8","<2","15.2","10"
"Deep Bay","Pak Nai Stream","DB3","2008-01-02","1","0.4","<50","0.18","<0.05","<1","<1","7","<1","<50","<0.1","2","13","1.8","<1","72","<1","<0.01","85","8.8","520","2000","0.013","0.2","<0.01","210","<1","30","<1","<2","<1","0.29","0.004","<0.5","0.06","7.4","1.9","0","20","<1","<0.02","2.4","<1","0.27","<1","0.09","86","28","3.6","<2","13.4","10"
"Deep Bay","Pak Nai Stream","DB3","2008-02-01","1","0.6","80","0.091","<0.05","<1","<1","6","<1","<50","<0.1","7","<10","3.2","<1","60","2","<0.01","90","9.9","220","1900","0.024","<0.2","<0.01","180","<1","50","<1","<2","<1","0.54","0.006","<0.5","0.076","7.3","3.1","0","18","<1","<0.02","43","<1","0.48","1","0.2","110","37","3.8","<2","11.2","30"
"Deep Bay","Pak Nai Stream","DB3","2008-03-03","1","1.3","100","0.11","<0.05","<1","<1","9","<1","<50","<0.1","8","19","2.6","<1","123","<1","<0.01","96","9","250","7800","0.023","0.2","<0.01","350","<1","40","<1","<2","<1","0.26","0.003","<0.5","0.11","7","4.2","0.1","19","<1","<0.02","2.4","<1","0.29","2","0.19","100","12","5.3","<2","18.4","30"
"Deep Bay","Pak Nai Stream","DB3","2008-04-07","1","2.1","110","0.12","<0.05","<1","<1","10","<1","<50","<0.1","3","14","8.6","<1","110","<1","<0.01","92","7.5","900","5400","0.007","<0.2","<0.01","690","2","50","<1","<2","<1","0.21","0.006","<0.5","0.084","7.1","4.5","0.1","19","<1","<0.02","15","<1","0.33","2","0.18","97","35","6.6","<2","25.6","20"
"Deep Bay","Pak Nai Stream","DB3","2008-05-09","1","3.4","70","0.26","<0.05","<1","<1","11","<1","<50","<0.1","8","25","2.4","<1","212","<1","<0.01","87","6.6","100","4600","0.02","0.2","<0.01","1100","3","140","<1","<2","<1","0.11","0.004","<0.5","0.04","7","3.5","0.1","19","<1","<0.02","21","<1","0.52","1","0.2","130","28","29.3","<2","29.8","10"
"Deep Bay","Pak Nai Stream","DB3","2008-06-02","1","0.8","300","0.041","<0.05","<1","<1","11","<1","<50","0.1","8","<10","0.6","<1","44","<1","<0.01","93","7.5","330","11000","0.384","<0.2","<0.01","140","6","70","<1","<2","<1","0.42","0.006","<0.5","0.009","6.5","1.2","0","9.5","<1","0.05","110","<1","0.3","2","0.03","160","40","95.1","<2","26.3","20"
"Deep Bay","Pak Nai Stream","DB3","2008-07-03","1","0.5","70","0.021","<0.05","<1","<1","12","<1","<50","<0.1","<2","<10","<0.2","<1","41","<1","<0.01","98","7.7","9","930","0.144","<0.2","<0.01","190","3","40","<1","<2","<1","0.34","<0.002","<0.5","0.006","7.4","0.7","0","16","<1","<0.02","21","<1","0.11","<1","<0.02","64","18","10.4","<2","28","<10"
"Deep Bay","Pak Nai Stream","DB3","2008-08-20","1","0.3","<50","0.017","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","0.4","<1","48","1","<0.01","99","7.4","180","1900","0.032","<0.2","<0.01","180","1","30","<1","<2","<1","0.27","<0.002","<0.5","0.009","7.4","<0.2","0","21","<1","<0.02","6.1","<1","0.07","<1","<0.02","58","18","5.1","<2","30.8","<10"
"Deep Bay","Pak Nai Stream","DB3","2008-09-22","1","0.2","100","0.014","<0.05","<1","<1","9","<1","<50","<0.1","3","<10","0.3","<1","48","<1","<0.01","94","7.1","78","140","0.05","<0.2","<0.01","130","<1","30","<1","<2","<1","0.24","<0.002","<0.5","0.009","7.2","0.5","0","21","<1","<0.02","5.8","<1","0.09","<1","<0.02","55","22","11","<2","29.9","<10"
"Deep Bay","Pak Nai Stream","DB3","2008-10-03","1","<0.1","60","0.022","<0.05","<1","<1","11","<1","<50","<0.1","4","<10","0.8","<1","51","1","<0.01","96","7.6","300","640","0.06","<0.2","<0.01","220","3","70","<1","<2","1","0.25","0.002","<0.5","0.01","6.9","0.3","0","20","<1","<0.02","6","<1","0.06","<1","<0.02","59","22","10.3","<2","27","50"
"Deep Bay","Pak Nai Stream","DB3","2008-11-27","1","0.3","70","0.019","<0.05","<1","<1","8","<1","<50","<0.1","3","<10","1","<1","44","1","<0.01","100","9.2","48","330","0.031","<0.2","<0.01","260","2","30","<1","<2","<1","0.23","<0.002","<0.5","0.009","7.4","1","0","22","<1","<0.02","8.3","<1","0.1","<1","<0.02","51","17","4.9","<2","19.5","20"
"Deep Bay","Pak Nai Stream","DB3","2008-12-09","1","<0.1","80","0.018","<0.05","<1","<1","14","<1","<50","<0.1","<2","<10","0.6","<1","38","5","<0.01","104","10","100","150","0.006","<0.2","<0.01","150","1","30","<1","<2","<1","0.24","<0.002","<0.5","0.013","7.1","<0.2","0","21","<1","<0.02","2.4","<1","0.12","<1","<0.02","52","9","2.7","<2","17","20"
"Deep Bay","Sheung Pak Nai Stream","DB5","2008-01-02","1","0.2","70","0.024","<0.05","<1","<1","6","<1","<50","<0.1","<2","<10","0.6","<1","34","<1","<0.01","92","9.5","24","260","0.008","<0.2","<0.01","180","<1","40","<1","<2","<1","0.22","<0.002","<0.5","0.006","7.5","0.9","0","21","<1","<0.02","2.4","<1","<0.05","<1","<0.02","65","30","3.8","<2","13.6","<10"
"Deep Bay","Sheung Pak Nai Stream","DB5","2008-02-01","1","0.5","<50","0.021","<0.05","<1","<1","6","<1","<50","<0.1","2","<10","0.8","<1","33","1","<0.01","100","10.9","37","90","0.012","<0.2","<0.01","160","<1","50","<1","<2","<1","0.42","<0.002","<0.5","0.005","7.4","0.5","0","20","<1","<0.02","0.6","<1","0.13","<1","<0.02","56","21","4","<2","11.3","10"
