"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Western Buffer","Pai Min Kok Stream","AN2","1998-04-16","1","19","90","1.6","0.18","<1","<1","6","<1","<50","<0.1","9","19","","<1","284","4","<0.01","89","7.5","120000","150000","0.001","0.4","<0.01","90","<1","10","<1","<2","2","4.7","0.45","1.3","0.67","8","","0.1","17","<1","<0.02","4.4","<1","2.4","5","0.76","170","65","3","<2","23","30"
"Western Buffer","Pai Min Kok Stream","AN2","1998-05-06","1","3.8","250","0.31","0.2","<1","<1","8","<1","<50","<0.1","16","11","","<1","152","3","<0.01","97","8","110000","150000","0.012","0.3","<0.01","250","1","<10","<1","<2","<1","1.9","0.051","<0.5","0.23","7.7","","0.1","15","<1","<0.02","3.8","<1","0.8","3","0.28","130","78","7","<2","25","40"
"Western Buffer","Pai Min Kok Stream","AN2","1998-06-05","1","1.1","100","0.16","0.09","<1","<1","27","<1","<50","<0.1","5","<10","","<1","130","3","<0.01","100","8.2","50000","86000","0.011","0.4","<0.01","220","<1","20","<1","<2","<1","1.6","0.04","<0.5","0.2","7.7","","0.1","17","<1","<0.02","5","<1","0.39","2","0.22","110","48","8","<2","25.8","30"
"Western Buffer","Pai Min Kok Stream","AN2","1998-07-08","1","1","90","0.17","0.07","<1","<1","25","<1","<50","<0.1","8","<10","","<1","100","<1","<0.01","95","7.7","86000","110000","0.024","0.3","<0.01","260","<1","10","<1","<2","<1","0.85","0.008","<0.5","0.086","7.4","","0.1","16","<1","<0.02","4.8","<1","0.62","1","0.13","970","230","8","<2","25.9","40"
"Western Buffer","Pai Min Kok Stream","AN2","1998-08-06","1","2.3","150","0.16","0.07","<1","<1","10","<1","<50","<0.1","4","<10","","<1","132","3","<0.01","95","7.5","30000","160000","0.011","0.4","<0.01","290","<1","<10","<1","<2","<1","1.3","0.036","<0.5","0.17","7.9","","0.1","17","<1","<0.02","4.3","<1","0.45","3","0.23","90","46","6","<2","27.1","20"
"Western Buffer","Pai Min Kok Stream","AN2","1998-09-04","1","2","290","0.22","0.05","<1","<1","7","<1","<50","<0.1","10","14","","<1","109","1","<0.01","104","8.4","19000","44000","0.012","0.4","<0.01","330","<1","<10","<1","<2","<1","1.4","0.065","<0.5","0.18","7.8","","0.1","16","<1","<0.02","3","<1","0.64","2","0.21","100","47","6","<2","26.4","30"
"Western Buffer","Pai Min Kok Stream","AN2","1998-10-12","1","1.4","170","0.24","0.11","<1","<1","24","<1","<50","<0.1","7","22","","<1","112","3","<0.01","100","8","19000","49000","0.008","0.3","<0.01","160","<1","<10","<1","<2","<1","2.4","0.048","<0.5","0.24","7.4","","0.1","16","<1","<0.02","2.6","<1","0.48","2","0.28","86","21","34","<2","25.9","30"
"Western Buffer","Pai Min Kok Stream","AN2","1998-11-05","1","1.6","140","1.5","<0.05","<1","<1","17","<1","<50","<0.1","5","11","","2","126","4","<0.01","108","9.2","130000","210000","null","0.5","<0.01","160","1","<10","<1","<2","<1","3.7","0.31","0.7","0.56","7.7","","0.1","18","<1","<0.02","0.8","<1","2.1","3","0.63","120","25","2","<2","23.4","40"
"Western Buffer","Pai Min Kok Stream","AN2","1998-12-07","1","4.8","120","1.6","0.13","<1","<1","20","<1","<50","<0.1","11","27","","<1","372","2","<0.01","98","9","420000","540000","null","0.4","<0.01","100","2","<10","<1","<2","<1","5.7","0.53","<0.5","0.71","7.6","","0.2","17","<1","<0.02","3.7","<1","2","5","0.76","150","63","2.8","<2","19","50"
"Deep Bay","Ha Pak Nai Stream","DB1","1998-01-09","1","1.2","560","0.044","<0.05","<1","<1","8","","<50","<0.1","13","<10","","1","46","<1","<0.01","103","9.1","110","780","0.002","0.2","<0.01","270","1","10","<1","","<1","0.12","<0.002","<0.5","0.006","7.5","","0.1","22","<1","<0.02","9.9","","0.05","<1","0.02","60","18","9","<2","21.9","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1998-02-13","1","0.1","330","0.059","<0.05","<1","<1","5","","<50","<0.1","4","<10","","<1","46","<1","<0.01","103","9.1","53","190","0.01","0.2","<0.01","170","<1","40","<1","","<1","0.13","<0.002","<0.5","<0.002","7.2","","0.1","20","<1","<0.02","3.5","","0.18","1","<0.02","64","28","7","<2","21.9","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1998-03-09","1","0.7","180","0.054","0.06","<1","<1","20","","<50","<0.1","13","17","","3","40","<1","<0.01","98","8.3","58","750","0.005","0.3","<0.01","110","<1","<10","<1","","<1","0.16","0.003","<0.5","0.015","8.2","","0.1","21","<1","<0.02","3.4","","0.07","1","<0.02","74","42","9","<2","23.4","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1998-04-17","1","0.2","90","0.079","<0.05","<1","<1","4","<1","<50","<0.1","13","<10","","<1","46","<1","<0.01","90","7.3","70","160","0.01","0.2","<0.01","70","<1","<10","<1","<2","<1","0.22","<0.002","<0.5","0.015","7.4","","0.1","21","<1","<0.02","4.3","<1","0.19","2","<0.02","63","12","7","<2","25.2","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1998-05-08","1","0.4","180","0.02","0.06","<1","<1","2","<1","<50","<0.1","4","<10","","<1","38","<1","<0.01","97","7.6","40","1500","0.006","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.14","0.002","<0.5","0.029","7.2","","0.1","19","<1","<0.02","3.4","<1","0.11","2","0.04","70","37","9","<2","27.8","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1998-06-08","1","0.3","100","0.026","<0.05","<1","<1","29","<1","<50","<0.1","3","<10","","<1","980","<1","<0.01","97","7.9","230","5000","0.051","<0.2","<0.01","<50","<1","<10","<1","<2","1","0.14","<0.002","<0.5","0.006","7.4","","0.5","18","<1","<0.02","7.6","<1","0.1","2","<0.02","52","21","7","<2","25.3","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1998-07-23","1","2.9","130","<0.005","<0.05","<1","<1","6","<1","<50","<0.1","8","<10","","<1","36","<1","<0.01","97","7.2","21","380","0.058","<0.2","<0.01","110","1","20","<1","<2","4","0.13","0.002","<0.5","0.006","8","","0.1","19","<1","<0.02","4.7","<1","0.05","<1","<0.02","65","25","9","<2","30.6","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1998-08-19","1","0.1","80","0.011","<0.05","<1","<1","32","<1","<50","<0.1","2","17","","<1","42","<1","<0.01","98","7.5","51","1100","0.015","0.3","<0.01","<50","<1","<10","<1","<2","<1","0.087","0.003","<0.5","0.009","7.5","","0.1","22","<1","<0.02","2.3","<1","<0.05","<1","0.03","64","29","5","<2","29.2","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1998-09-09","1","0.2","50","0.016","<0.05","<1","<1","25","<1","<50","<0.1","3","<10","","<1","121","<1","<0.01","113","8.7","310","2500","0.009","0.2","<0.01","<50","<1","<10","<1","<2","1","0.1","0.003","<0.5","<0.002","7.8","","0.1","20","<1","<0.02","4","<1","0.06","<1","<0.02","75","34","46","<2","29.7","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1998-10-14","1","0.3","200","0.02","<0.05","<1","<1","23","<1","<50","<0.1","11","<10","","<1","45","5","<0.01","101","8","75","720","null","0.2","<0.01","80","<1","<10","<1","<2","<1","0.093","0.005","<0.5","0.013","7.5","","0.1","23","<1","<0.02","2.8","<1","0.05","2","<0.02","56","18","2","<2","27.7","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1998-11-12","1","0.3","430","<0.005","<0.05","<1","<1","2","<1","<50","<0.1","<2","<10","","<1","39","<1","<0.01","111","9.8","45","560","null","0.2","<0.01","90","<1","<10","<1","<2","<1","0.091","0.004","<0.5","<0.002","7.7","","0.1","22","<1","<0.02","1.8","<1","<0.05","1","<0.02","65","13","4.8","<2","21.4","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1998-12-09","1","1.2","80","<0.005","<0.05","<1","<1","26","<1","<50","<0.1","3","<10","","<1","256","<1","<0.01","115","11","2","57","null","0.3","<0.01","110","<1","<10","<1","<2","<1","0.11","0.002","<0.5","0.006","7.9","","0.1","21","<1","<0.02","2.3","<1","0.05","2","<0.02","61","14","1.5","<2","17.5","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1998-01-09","1","0.5","190","0.042","<0.05","<1","<1","3","","<50","<0.1","5","<10","","<1","56","<1","<0.01","101","8.8","100","350","0.06","0.3","<0.01","120","<1","<10","<1","","<1","0.057","<0.002","<0.5","0.014","8.1","","0.1","22","<1","<0.02","1.8","","0.07","<1","<0.02","98","60","4","<2","22.6","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1998-02-13","1","0.2","150","0.058","<0.05","<1","<1","3","","<50","<0.1","6","<10","","<1","62","1","<0.01","100","8.6","650","970","0.034","0.2","<0.01","160","1","40","<1","","1","0.11","0.006","<0.5","0.013","7.4","","0.1","21","<1","<0.02","2","","0.16","<1","<0.02","70","28","4","<2","23.3","20"
"Deep Bay","Tai Shui Hang Stream","DB2","1998-03-09","1","1.1","120","0.042","0.08","<1","<1","23","","<50","<0.1","12","<10","","2","70","<1","<0.01","96","8","110","500","0.077","0.3","<0.01","120","<1","<10","<1","","2","0.13","0.002","<0.5","0.015","7.1","","0.1","21","<1","<0.02","53","","0.07","<1","0.02","130","50","6","<2","24.8","10"
"Deep Bay","Tai Shui Hang Stream","DB2","1998-04-17","1","0.2","70","0.053","0.06","<1","<1","5","<1","<50","<0.1","<2","<10","","<1","74","<1","<0.01","87","6.8","170","910","0.035","0.3","<0.01","130","1","20","<1","<2","1","0.29","<0.002","<0.5","0.012","7.3","","0.1","21","<1","<0.02","3.2","<1","0.21","<1","0.03","73","14","3","<2","27.2","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1998-05-08","1","0.2","160","0.02","<0.05","<1","<1","2","<1","<50","<0.1","2","<10","","<1","48","<1","<0.01","95","7.2","82","560","0.032","0.3","<0.01","70","<1","<10","<1","<2","<1","0.1","<0.002","<0.5","0.038","7.4","","0.1","20","<1","<0.02","1.7","<1","0.14","<1","0.06","79","42","5","<2","29.9","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1998-06-08","1","0.1","80","0.021","<0.05","<1","<1","30","<1","<50","<0.1","2","<10","","<1","962","<1","<0.01","96","7.8","270","3400","0.245","<0.2","<0.01","<50","2","<10","<1","<2","<1","0.12","0.002","<0.5","0.031","7.8","","0.5","18","<1","<0.02","4.1","<1","0.1","<1","0.05","55","29","7","<2","25.7","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1998-07-23","1","2.2","<50","0.008","<0.05","<1","<1","10","<1","<50","<0.1","6","<10","","<1","48","<1","<0.01","97","7","190","1700","0.102","0.3","<0.01","130","2","<10","<1","<2","5","0.097","0.004","<0.5","0.006","7.8","","0.1","20","<1","<0.02","3.9","<1","<0.05","<1","<0.02","64","19","8","<2","31.9","10"
"Deep Bay","Tai Shui Hang Stream","DB2","1998-08-19","1","0.3","<50","0.01","<0.05","<1","<1","18","<1","<50","<0.1","<2","<10","","<1","50","<1","<0.01","98","7.3","400","800","0.075","0.3","<0.01","<50","<1","<10","<1","<2","<1","0.066","0.008","<0.5","0.008","7.6","","0.1","22","<1","<0.02","3.9","<1","<0.05","1","0.03","66","16","3","<2","30.9","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1998-09-09","1","0.6","<50","0.021","<0.05","<1","<1","11","<1","220","<0.1","7","920","","<1","3372","2","<0.01","117","8.8","200","1000","0.167","0.3","<0.01","150","1","30","<1","<2","2","0.11","0.009","<0.5","0.007","7.3","","1.6","19","<1","<0.02","6.7","<1","0.14","1","<0.02","1900","380","30","<2","30.4","190"
"Deep Bay","Tai Shui Hang Stream","DB2","1998-10-14","1","0.1","100","0.013","<0.05","<1","<1","22","<1","<50","<0.1","6","<10","","<1","45","<1","<0.01","97","7.5","150","2600","null","0.2","<0.01","120","<1","10","<1","<2","<1","0.079","0.002","<0.5","0.006","7.5","","0.1","24","<1","<0.02","2.2","<1","<0.05","2","<0.02","80","40","8","<2","28.5","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1998-11-12","1","0.5","220","<0.005","<0.05","<1","<1","2","<1","<50","<0.1","<2","<10","","<1","47","<1","<0.01","113","9.9","40","1100","null","0.2","<0.01","110","1","<10","<1","<2","<1","0.047","<0.002","<0.5","0.002","7.8","","0.1","22","<1","<0.02","3.9","<1","<0.05","2","<0.02","77","21","2","<2","22.3","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1998-12-09","1","1","70","<0.005","<0.05","<1","<1","13","<1","<50","<0.1","<2","32","","<1","523","12","<0.01","116","11.1","8","120","null","0.3","<0.01","60","<1","<10","<1","<2","<1","0.077","<0.002","<0.5","0.007","8","","0.3","22","<1","<0.02","1.6","<1","<0.05","1","<0.02","120","49","1","<2","17.8","<10"
"Deep Bay","Pak Nai Stream","DB3","1998-01-09","1","1.6","290","0.48","<0.05","<1","<1","14","","<50","<0.1","10","180","","<1","676","<1","<0.01","87","7.6","5000","6800","0.012","0.2","<0.01","250","1","40","<1","","1","0.45","0.052","0.7","0.28","6.9","","0.3","20","1","<0.02","7.3","","0.99","3","0.37","390","70","7","<2","21.9","10"
"Deep Bay","Pak Nai Stream","DB3","1998-02-13","1","1.1","180","0.26","0.08","<1","<1","10","","<50","0.1","7","84","","<1","344","<1","<0.01","84","7.4","500","1800","0.01","<0.2","<0.01","590","1","150","<1","","<1","0.68","0.025","<0.5","0.12","6.7","","0.2","20","<1","<0.02","3.4","","0.44","1","0.23","220","62","6","<2","21.7","20"
"Deep Bay","Pak Nai Stream","DB3","1998-03-09","1","0.5","100","0.14","0.06","<1","<1","31","","<50","<0.1","12","12","","2","88","<1","<0.01","84","7","690","1500","0.015","0.2","<0.01","290","<1","60","<1","","2","0.56","0.009","<0.5","0.095","6.9","","0.1","21","<1","<0.02","4.5","","0.19","5","0.15","98","52","8","<2","24.2","<10"
"Deep Bay","Pak Nai Stream","DB3","1998-04-17","1","1.1","<50","0.19","<0.05","<1","<1","7","<1","<50","<0.1","5","18","","<1","108","<1","<0.01","74","6","470","1300","0.008","0.2","<0.01","270","1","90","<1","<2","<1","0.54","0.004","<0.5","0.092","6.9","","0.1","20","<1","<0.02","6.9","<1","0.4","1","0.11","98","19","5","<2","25.8","<10"
"Deep Bay","Pak Nai Stream","DB3","1998-05-08","1","1.1","160","0.16","0.08","<1","<1","7","<1","<50","<0.1","4","17","","<1","96","<1","<0.01","88","7.1","410","1700","0.003","<0.2","<0.01","270","<1","60","<1","<2","2","0.67","0.011","<0.5","0.073","6.6","","0.1","19","<1","<0.02","5","<1","0.31","1","0.09","110","67","8","<2","26.4","10"
"Deep Bay","Pak Nai Stream","DB3","1998-06-08","1","0.5","<50","0.12","<0.05","<1","<1","28","<1","<50","<0.1","2","10","","<1","72","<1","<0.01","89","7.3","900","6800","0.056","<0.2","<0.01","<50","1","30","<1","<2","3","0.43","0.005","<0.5","0.058","6.8","","0.1","18","<1","<0.02","8.6","<1","0.3","1","0.07","70","30","10","<2","25.2","10"
"Deep Bay","Pak Nai Stream","DB3","1998-07-23","1","2.3","110","0.42","<0.05","<1","<1","9","<1","<50","<0.1","9","150","","<1","552","<1","<0.01","90","6.5","1800","4800","0.046","0.2","<0.01","200","1","50","<1","<2","<1","0.35","0.015","<0.5","0.17","6.9","","0.3","18","<1","<0.02","13","<1","0.68","<1","0.26","350","65","10","<2","31.5","10"
"Deep Bay","Pak Nai Stream","DB3","1998-08-19","1","0.5","<50","0.074","<0.05","<1","<1","34","<1","<50","<0.1","5","44","","<1","192","<1","<0.01","99","7.3","780","4900","0.029","0.2","<0.01","<50","<1","10","<1","<2","<1","0.32","0.014","<0.5","0.059","7","","0.1","21","<1","<0.02","2.2","<1","0.15","1","0.07","130","40","5","<2","31.4","<10"
"Deep Bay","Pak Nai Stream","DB3","1998-09-09","1","0.5","<50","0.31","<0.05","<1","<1","28","<1","<50","<0.1","6","180","","<1","741","3","<0.01","101","7.6","320","2800","0.017","<0.2","<0.01","300","1","170","<1","<2","<1","0.36","0.008","<0.5","0.091","7","","0.3","19","<1","<0.02","6.3","<1","0.54","2","0.13","400","92","45","<2","30.3","10"
"Deep Bay","Pak Nai Stream","DB3","1998-10-14","1","0.2","140","0.021","<0.05","<1","<1","23","<1","<50","<0.1","11","<10","","<1","52","<1","<0.01","94","7.4","800","5200","null","0.2","<0.01","120","2","20","<1","<2","1","0.32","0.006","<0.5","0.053","7.1","","0.1","21","<1","<0.02","18","<1","0.2","<1","0.07","90","32","13","<2","28.4","20"
"Deep Bay","Pak Nai Stream","DB3","1998-11-12","1","0.3","250","0.028","<0.05","<1","<1","2","<1","<50","<0.1","6","<10","","<1","52","<1","<0.01","116","10","340","2300","null","0.2","<0.01","310","1","50","<1","<2","<1","0.24","0.002","<0.5","0.041","7.3","","0.1","21","<1","<0.02","4.9","<1","0.09","3","0.05","82","25","4.5","<2","22.7","<10"
"Deep Bay","Pak Nai Stream","DB3","1998-12-09","1","0.8","<50","0.009","<0.05","<1","<1","20","<1","<50","<0.1","3","<10","","<1","244","<1","<0.01","116","11.2","230","550","null","0.3","<0.01","250","<1","40","<1","<2","<1","0.31","0.003","<0.5","0.022","7.6","","0.1","21","<1","<0.02","4.5","<1","0.1","2","0.03","79","44","1.1","<2","17.8","<10"
"Deep Bay","Sheung Pak Nai Stream","DB5","1998-01-09","1","0.7","180","0.04","<0.05","<1","<1","3","","<50","<0.1","7","<10","","<1","50","<1","<0.01","98","8.5","120","140","0.027","0.3","<0.01","160","<1","50","<1","","<1","0.13","<0.002","0.7","<0.002","7.7","","0.1","20","<1","<0.02","2.4","","0.07","3","<0.02","62","28","6","<2","22.6","<10"
"Deep Bay","Sheung Pak Nai Stream","DB5","1998-02-13","1","0.3","130","0.045","0.06","<1","<1","4","","<50","<0.1","6","<10","","<1","46","<1","<0.01","98","8.7","150","1400","0.014","<0.2","<0.01","100","<1","50","<1","","<1","0.13","0.002","<0.5","0.015","7.2","","0.1","20","<1","<0.02","1.9","","0.07","<1","0.02","52","10","5","<2","21.9","<10"
"Deep Bay","Sheung Pak Nai Stream","DB5","1998-03-09","1","0.2","70","0.056","<0.05","<1","<1","29","","<50","<0.1","10","<10","","1","42","<1","<0.01","95","7.9","630","850","0.015","0.2","<0.01","120","<1","60","<1","","<1","0.18","<0.002","<0.5","0.016","6.9","","0.1","20","<1","<0.02","2.7","","0.09","<1","0.03","52","18","8","<2","24.1","<10"
"Deep Bay","Sheung Pak Nai Stream","DB5","1998-04-17","1","0.7","<50","0.065","<0.05","<1","<1","6","<1","<50","<0.1","4","<10","","<1","44","<1","<0.01","85","6.8","490","810","0.037","0.2","<0.01","80","<1","50","<1","<2","<1","0.23","<0.002","<0.5","0.03","7.1","","0.1","20","<1","<0.02","2.4","<1","0.09","2","0.04","61","13","3","<2","25.6","10"
"Deep Bay","Sheung Pak Nai Stream","DB5","1998-05-08","1","0.4","100","0.011","<0.05","<1","<1","4","<1","<50","<0.1","4","<10","","<1","40","<1","<0.01","93","7.5","160","2200","0.014","0.2","<0.01","350","<1","90","<1","<2","<1","0.18","0.002","<0.5","0.029","6.8","","0.1","18","<1","<0.02","4","<1","0.14","1","0.04","63","27","6","<2","26.4","<10"
