"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Deep Bay","River Indus","IN2","1987-10-22","1","91.7","440","31","0.38","","1","","","300","0.3","82","","","4","863","11","0.01","20","1.6","","","null","0.3","0.03","1900","3","440","1","","10","0.007","0.002","4","11","6.8","","","26","","3.2","26","","42","32","14","570","170","35","","26.5","130"
"Deep Bay","River Indus","IN2","1987-11-27","1","74.5","90","36","0.45","","1","","","110","0.1","140","","","3","108","9","0.01","6","0.5","","","null","0.3","0","1100","3","310","1","","10","0.013","0.002","1","3.3","6.7","","","17","","1.7","58","","28","74","7.6","350","110","95","","24.5","230"
"Deep Bay","River Indus","IN2","1987-12-09","1","179","120","36","0.43","","1","","","160","0.3","88","","","30","828","10","0.01","12","1.2","","","0.02","0.3","0.01","1100","5","430","1","","10","0.005","0.002","3.5","10","7","","","23","","0.1","36","","54","13","13","540","160","58","","16.7","250"
"Deep Bay","River Indus","IN3","1987-05-08","1","8.2","","1.2","","","2","","","","0.5","30","","","2","173","11","0.01","75","6.2","","","null","","","","4","","1","","","5.3","0.18","7.5","0.8","6.7","","","11","","","44","","1.2","","1.5","","","45","","23.4","0"
"Deep Bay","River Indus","IN3","1987-06-04","1","7","","1.8","","","3","","","","0.8","69","","","1","139","10","0.01","49","4","","","null","","","","5","","1","","","0.99","0.17","0.5","1","7.1","","","9.3","","","110","","","","","","","65","","25.1","0"
"Deep Bay","River Indus","IN3","1987-09-03","1","13.3","60","4.7","0.17","","1","","","50","0.1","26","","","1","135","4","0.01","36","2.8","","","null","0.2","0","480","2","50","1","","10","0.11","0.19","7","1.7","6.7","","","12","","0.01","5","","10","4","2.8","21","8.5","17","","27.5","30"
"Deep Bay","River Indus","IN3","1987-10-22","1","32.9","300","16","0.1","","2","","","280","0.2","110","","","3","300","14","0.01","20","1.6","","","null","0.2","0.01","2000","2","230","1","","10","0.006","0.002","4.5","4.7","7","","","21","","0.07","40","","28","69","9.3","250","120","23","","26.7","40"
"Deep Bay","River Indus","IN3","1987-11-27","1","52.3","130","21","0.16","","2","","","100","0.4","180","","","3","450","10","0.01","13","1.1","","","0.06","0.4","0.01","1700","4","230","1","","10","0.012","0.002","3","3.2","6.6","","","13","","0.29","170","","19","40","4.5","290","140","60","","23.8","80"
"Deep Bay","River Indus","IN3","1987-12-09","1","99.9","80","29","0.2","","2","","","190","0.6","64","","","2","366","11","0.01","16","1.7","","","0.01","0.3","0.01","790","4","250","1","","10","0.004","0.002","3","5.7","7.1","","","19","","0.05","35","","38","6","7.3","220","96","17","","14.4","110"
"Junk Bay","Tseng Lan Shue Stream","JR11","1987-01-22","1","12.5","140","16","0.13","","<1","","","210","<0.1","38","","","2","1000","6","<0.01","87","8.2","","","0.06","0.5","<0","1000","4","390","<1","","<10","0.51","0.3","8","6.2","7.7","","","22","","0.01","74","","26","15","11","350","78","170","","17.7","20"
"Junk Bay","Tseng Lan Shue Stream","JR11","1987-02-16","1","12.2","340","22","0.16","","1","","","270","<0.1","92","","","2","500","5","<0.01","61","5.5","","","0.04","0.3","<0","1500","8","580","<1","","<10","1.1","1.1","7","7.8","7.3","","","20","","0.01","83","","40","13","12","420","180","66","","19.4","40"
"Junk Bay","Tseng Lan Shue Stream","JR11","1987-03-11","1","14.8","190","17","0.8","","1","","","140","0.4","110","","","3","532","12","<0.01","79","6.8","","","0.04","0.4","<0","2500","6","450","<1","","<10","2","1.6","<0.5","6.5","7.7","","","19","","<0.01","25","","22","12","8.9","390","120","20","","21.8","50"
"Junk Bay","Tseng Lan Shue Stream","JR11","1987-04-08","1","8.4","70","2.6","0.07","","<1","","","110","<0.1","18","","","3","135","4","<0.01","99","8.6","","","0.14","<0.2","<0","320","2","110","<1","","<10","1.2","0.006","0.5","0.68","7.8","","","8.3","","<0.01","12","","3.9","3","1.2","88","36","10","","22.3","30"
"Junk Bay","Tseng Lan Shue Stream","JR11","1987-05-06","1","7.9","70","4.1","0.11","","1","","","140","0.1","4","","","4","197","5","<0.01","86","7.4","","","0.06","<0.2","<0","900","3","270","<1","","<10","0.26","0.23","11","2.2","7.8","","","17","","<0.01","28","","6.5","10","2.6","140","18","6","","22.4","70"
"Junk Bay","Tseng Lan Shue Stream","JR11","1987-06-12","1","4.4","20","1.1","0.11","","1","","","100","<0.1","5","","","<1","110","3","<0.01","95","8","","","0.33","<0.2","<0","440","1","70","<1","","<10","2.1","0.44","0.5","0.85","7.7","","","13","","<0.01","10","","1.2","3","1.2","100","44","3","","22.3","20"
"Junk Bay","Tseng Lan Shue Stream","JR11","1987-07-06","1","3.3","160","9.3","0.26","","1","","","110","0.3","49","","","2","180","9","<0.01","91","7.1","","","0.04","0.4","0","890","5","180","<1","","<10","0.053","0.004","1.5","4.3","7.3","","","17","","0.05","9.5","","14","27","5.4","300","88","3.3","","27.9","60"
"Junk Bay","Tseng Lan Shue Stream","JR11","1987-08-03","1","5.6","0","2.2","0.27","","1","","","0","<0.1","14","","","<1","122","4","<0.01","94","7.5","","","0.41","0.2","<0","0","2","0","<1","","<0","0.27","0.03","","2","7.7","","","18","","<0.01","14","","2.7","<1","2","130","48","5","","26","0"
"Junk Bay","Tseng Lan Shue Stream","JR11","1987-10-19","1","7.6","200","4.6","0.24","","<1","","","140","<0.1","5","","","1","239","7","<0.01","74","6.1","","","0.06","0.2","<0","550","2","60","<1","","<10","4.9","2.8","1","2.8","7","","","12","","0.01","8","","8.5","4","4.4","200","40","11","","25.2","<10"
"Junk Bay","Tseng Lan Shue Stream","JR11","1987-11-19","1","4.2","40","1.6","0.38","","<1","","","140","0.1","22","","","1","360","8","<0.01","83","7.5","","","0.07","0.3","<0","470","2","80","<1","","<10","4.5","1.8","2.5","5.8","7.3","","","23","","0.01","2.5","","2.5","25","7.1","290","62","4","","20","30"
"Junk Bay","Tseng Lan Shue Stream","JR11","1987-12-11","1","13.3","360","14","0.26","","<1","","","180","0.2","70","","","3","374","7","<0.01","90","7.5","","","0.07","0.3","<0","1400","10","490","<1","","<10","0.61","0.31","<0.5","4.8","7.4","","","14","","","36","","18","<1","7.1","360","170","9.5","","17.1","60"
"Junk Bay","Tseng Lan Shue Stream","JR3","1987-01-22","1","601","100","48","1","","<1","","","130","0.2","910","","","<1","435","10","<0.01","21","2","","","null","0.3","0.15","380","3","110","<1","","<10","0.027","<0.002","120","11","6.9","","","16","","0.65","360","","130","500","33","1200","780","33","","16.8","60"
"Junk Bay","Tseng Lan Shue Stream","JR3","1987-02-16","1","3240","310","84","8.6","","<1","","","340","0.3","7300","","","2","1100","17","<0.01","7","0.6","","","null","0.4","0.02","840","5","280","<1","","<10","<0.002","0.24","93","22","5.3","","","21","","0.41","3800","","560","30","180","6000","5400","2000","","19.7","200"
"Junk Bay","Tseng Lan Shue Stream","JR3","1987-03-11","1","752","680","81","2.5","","<1","","","360","0.5","890","","","4","1040","31","<0.01","24","2.1","","","null","0.4","0.02","1500","12","520","<1","","<10","0.05","0.082","74","16","6.9","","","17","","0.64","440","","140","360","22","1100","710","100","","21","330"
"Junk Bay","Tseng Lan Shue Stream","JR3","1987-04-08","1","27.1","70","4.4","0.07","","<1","","","130","<0.1","27","","","2","153","10","<0.01","74","6.6","","","null","<0.2","<0","370","2","210","<1","","<10","1.5","0.002","2","1.2","7.5","","","4.7","","<0.01","20","","4.4","5","2.5","120","42","26","","20.5","40"
"Junk Bay","Tseng Lan Shue Stream","JR3","1987-05-06","1","51.5","120","16","0.59","","<1","","","330","0.1","180","","","1","326","12","<0.01","21","1.9","","","null","<0.2","0.01","720","3","320","<1","","<10","0.002","0.019","3","4.7","7.3","","","20","","0.1","93","","27","110","5.4","290","110","90","","21.6","70"
"Junk Bay","Tseng Lan Shue Stream","JR3","1987-06-12","1","36.4","70","6.3","0.13","","<1","","","90","0.1","110","","","<1","170","29","<0.01","45","3.7","","","null","<0.2","<0","600","2","250","<1","","<10","0.083","0.59","2.5","3.3","7.3","","","12","","0.01","49","","11","68","5.4","180","80","14","","22.3","80"
"Junk Bay","Tseng Lan Shue Stream","JR3","1987-07-06","1","92.8","110","10","0.12","","<1","","","330","0.1","140","","","1","549","9","<0.01","18","1.4","","","null","0.2","0.01","850","2","260","<1","","<10","0.041","0.007","<0.5","4.6","6.7","","","15","","0.05","19","","14","17","4.9","250","120","39","","27.5","60"
"Junk Bay","Tseng Lan Shue Stream","JR3","1987-08-03","1","27.6","0","1.9","0.18","","<1","","","0","0.1","46","","","<1","135","5","<0.01","49","4","","","null","<0.2","<0","0","1","0","<1","","<0","0.25","0.047","7","1.2","6.8","","","17","","<0.01","62","","4.5","2","1.8","140","64","16","","24.5","0"
"Junk Bay","Tseng Lan Shue Stream","JR3","1987-10-19","1","174.5","310","10","0.24","","<1","","","150","0.3","280","","","48","290","38","<0.01","27","2.3","","","null","0.2","0.02","1800","5","440","<1","","<10","0.006","0.002","22","4","5.8","","","9.2","","0.05","110","","32","100","10","350","160","64","","23.8","110"
"Junk Bay","Tseng Lan Shue Stream","JR3","1987-11-19","1","244.2","390","17","0.97","","1","","","410","1","770","","","7","696","200","0.01","19","1.7","","","null","0.3","0.04","1000","<1","190","<1","","<10","0.012","<0.002","1","15","6.5","","","32","","0.46","620","","74","370","27","1000","630","330","","20.1","530"
"Junk Bay","Tseng Lan Shue Stream","JR3","1987-12-11","1","458.3","650","31","0.89","","1","","","290","0.2","360","","","11","485","25","<0.01","28","2.4","","","null","0.3","0.03","970","6","350","<1","","<10","0.084","0.14","7.5","7.2","6.4","","","8","","","240","","59","74","15","510","260","88","","15.9","190"
"Junk Bay","Tseng Lan Shue Stream","JR6","1987-01-22","1","100.5","80","12","0.17","","<1","","","180","0.4","210","","","2","455","13","<0.01","46","4","","","null","0.5","0.01","340","4","110","<1","","<10","0.091","0.11","9","3.8","7.8","","","18","","0.22","130","","28","34","8.5","400","130","21","","21.4","60"
"Junk Bay","Tseng Lan Shue Stream","JR6","1987-02-16","1","7.8","250","12","0.22","","<1","","","100","0.4","280","","","6","450","20","<0.01","47","4","","","null","0.4","<0","1000","10","210","<1","","<10","0.056","0.1","1.5","3.2","8","","","31","","0.14","110","","20","22","5.8","570","290","45","","22.4","150"
"Junk Bay","Tseng Lan Shue Stream","JR6","1987-03-11","1","70.3","110","11","1.5","","<1","","","80","0.3","84","","","4","500","9","0.04","43","3.5","","","null","0.5","0","600","6","190","<1","","<10","0.11","0.082","2.5","3.5","7.8","","","15","","0.11","55","","20","55","6","390","120","40","","25.3","60"
"Junk Bay","Tseng Lan Shue Stream","JR6","1987-04-08","1","47.2","140","4.5","0.19","","1","","","180","0.2","51","","","3","270","15","<0.01","87","7.4","","","null","0.2","<0","450","3","140","<1","","<10","0.83","0.013","5","2.5","7.9","","","8.8","","0.01","41","","11","19","4.2","250","120","38","","22.9","50"
"Junk Bay","Tseng Lan Shue Stream","JR6","1987-05-06","1","38.9","130","8.4","1.2","","1","","","400","0.3","48","","","4","455","16","<0.01","44","3.6","","","null","0.2","0","660","5","190","<1","","<10","0.011","0.009","1","5.6","8.3","","","27","","0.04","47","","16","53","8.2","340","72","35","","25.5","60"
"Junk Bay","Tseng Lan Shue Stream","JR6","1987-06-12","1","22.6","80","5.8","0.13","","1","","","160","0.1","42","","","1","310","7","<0.01","53","4.2","","","null","0.3","0","600","2","160","<1","","<10","0.25","0.15","3.5","2.2","8","","","15","","0.01","18","","8.4","40","3.5","240","68","2.7","","24.9","40"
"Junk Bay","Tseng Lan Shue Stream","JR6","1987-07-06","1","58.7","100","1.1","0.1","","1","","","280","0.2","14","","","3","411","11","<0.01","37","2.8","","","null","0.2","<0","780","3","200","<1","","<10","2.3","0.79","0.5","2.3","5.9","","","17","","<0.01","1","","4.6","5","2.5","170","48","29","","29.3","50"
"Junk Bay","Tseng Lan Shue Stream","JR6","1987-08-03","1","15.1","0","1","0.17","","1","","","0","0.1","7","","","1","226","11","<0.01","69","5.6","","","null","<0.2","<0","0","4","0","<1","","<0","0.36","0.027","3.5","0.97","7.6","","","15","","<0.01","64","","3.1","5","2.9","210","76","12","","25.6","0"
"Junk Bay","Tseng Lan Shue Stream","JR6","1987-10-19","1","59.6","190","8","0.32","","<1","","","470","0.2","68","","","3","460","20","<0.01","36","2.9","","","null","0.4","0","520","4","190","<1","","<10","0.021","0.07","3","5.1","7.3","","","16","","0.04","67","","22","36","10","450","98","40","","26.8","50"
"Junk Bay","Tseng Lan Shue Stream","JR6","1987-11-19","1","41.6","120","3.4","0.31","","<1","","","100","0.2","69","","","4","450","28","<0.01","35","3","","","null","0.4","0.03","580","4","80","<1","","<10","0.12","0.047","3.5","3.4","7.7","","","27","","0.1","49","","9.3","76","4.6","360","76","35.5","","23.3","80"
"Junk Bay","Tseng Lan Shue Stream","JR6","1987-12-11","1","53","450","7.9","0.47","","<1","","","140","0.2","44","","","6","414","9","<0.01","24","4.2","","","null","0.4","<0","490","6","170","<1","","<10","0.23","0.062","<0.5","2.7","7","","","15","","0","71","","16","<1","5","320","76","30","","20.4","70"
"Deep Bay","Kam Tin River","KT1","1987-01-06","1","228.3","250","22","0.27","","1","","","350","0.2","31","","","34","750","12","0.01","8","0.7","","","0.23","0.3","0","2000","9","440","<1","","<10","0.002","0.014","2.5","6.9","7.1","","","19","","0.62","110","","65","78","17","440","150","70","","20.5","140"
"Deep Bay","Kam Tin River","KT1","1987-02-03","1","109","240","54","0.44","","2","","","470","0.1","260","","","5","1200","34","0.01","6","0.6","","","null","0.4","0.01","1800","7","530","<1","","<10","0.027","0.061","11","16","7","","","22","","0.35","140","","79","79","21","720","220","77","","19.5","110"
"Deep Bay","Kam Tin River","KT1","1987-03-03","1","126.7","770","63","2.2","","2","","","240","0.5","400","","","25","1200","100","0.01","9","0.8","","","null","0.4","0.03","700","18","690","<1","","<10","0.04","0.041","1","16","7","","","15","","0.99","270","","75","37","22","710","210","140","","19.2","280"
"Deep Bay","Kam Tin River","KT1","1987-04-03","1","115","60","30","0.19","","<1","","","100","0.1","180","","","3","607","4","0.01","4","0.4","","","0.92","0.3","0","630","2","190","<1","","<10","0.012","0.004","3.5","9","7","","","11","","0.16","78","","44","44","12","400","190","60","","20.5","20"
"Deep Bay","Kam Tin River","KT1","1987-05-04","1","88.7","530","15","0.37","","2","","","80","0.2","120","","","16","340","9","0.01","5","0.5","","","null","0.3","0","2600","7","470","<1","","<10","0.024","0.04","3.5","4.9","6.8","","","15","","0.03","31","","20","23","6.1","240","68","42","","23.4","60"
"Deep Bay","Kam Tin River","KT1","1987-06-23","1","61.8","100","14","0.1","","<1","","","100","0.1","110","","","34","357","10","0.01","44","0.3","","","0.8","0.3","0","1400","9","240","<1","","<10","0.035","0.007","3.5","3.6","6.9","","","15","","0.04","63","","19","38","6.2","300","100","61","","31.6","10"
"Deep Bay","Kam Tin River","KT1","1987-07-10","1","112","70","14","0.14","","<1","","","80","0.1","170","","","6","368","4","0.01","6","0.5","","","1.25","0.3","0","1200","2","180","<1","","<10","0.052","0.009","5","4.9","6.7","","","17","","0.04","76","","28","28","6.7","420","190","35","","31.3","30"
"Deep Bay","Kam Tin River","KT1","1987-08-14","1","77.8","70","14","0.37","","1","","","270","0.7","130","","","6","450","14","0.01","9","0.7","","","null","0.3","0",">2000","2","430","<1","","<10","0.022","0.004","3","5.6","6.7","","","19","","0.03","94","","31","20","8.5","390","170","168","","31.7","30"
"Deep Bay","Kam Tin River","KT1","1987-09-30","1","167","500","29","0.79","","1","","","400","0.2","390","","","89","603","10","0.01","10","0.8","","","0.92","0.4","0.07","3400","9","590","<1","","<10","0.011","0.002","3","7.9","6.9","","","21","","0.95","150","","56","42","18","480","140","63","","26.6","150"
"Deep Bay","Kam Tin River","KT1","1987-10-15","1","53","280","27","0.3","","<1","","","140","0.1","280","","","37","610","6","0.01","10","0.8","","","1.08","0.4","0","1900","6","340","<1","","<10","0.006","0.002","10","7.9","7","","","7.1","","0.09","76","","52","61","14","520","200","70","","29.1","70"
"Deep Bay","Kam Tin River","KT1","1987-11-12","1","117.3","280","38","0.48","","<1","","","660","0.4","180","","","27","635","7","0.01","7","0.6","","","0.34","0.4","0.05",">2000","8","620","<1","","<10","0.02","0.002","3","12","7.1","","","27","","1.8","94","","65","77","21","550","230","67","","25.5","140"
"Deep Bay","Kam Tin River","KT1","1987-12-04","1","110.4","410","29","0.25","","<1","","","160","0.5","72","","","20","540","13","0.01","6","0.6","","","null","0.3","0","1500","7","460","<1","","<10","0.006","0.002","2.5","7.5","6.8","","","16","","","34","","44","11","12","370","150","51","","17.3","210"
"Deep Bay","Kam Tin River","KT2","1987-01-06","1","409.5","200","64","0.52","","<1","","","80","0.4","170","","","3","1150","9","0.01","3","0.3","","","0.26","0.3","0.01","3000","3","730","<1","","<10","0.004","0.023","27","18","7.3","","","27","","0.86","240","","100","200","25","700","330","90","","21.3","290"
"Deep Bay","Kam Tin River","KT2","1987-02-03","1","276.7","330","79","0.49","","<1","","","370","0.3","490","","","4","1150","9","0.01","10","0.9","","","null","0.3","0.01","3000","5","770","<1","","<10","0.031","0.064","7","26","6.9","","","28","","0.76","200","","110","120","30","880","420","95","","18.9","270"
"Deep Bay","Kam Tin River","KT2","1987-03-03","1","227.7","270","24","1.3","","1","","","200","0.3","430","","","4","1274","56","0.01","8","0.7","","","null","0.4","0.02","7000","5","740","<1","","<10","0.026","0.041","16","9.5","7.2","","","10","","0.87","330","","120","70","33","700","290","140","","19","210"
