"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Western Buffer","Pai Min Kok Stream","AN1","1999-01-08","1","5.9","660","1.1","0.16","<1","1","34","<1","<50","<0.1","25","100","","<1","257","4","<0.01","101","10.2","14000","17000","null","1","<0.01","410","5","80","<1","4","2","3.5","0.65","<0.5","0.35","8","","0.2","14","<1","<0.02","91","<1","3.1","5","0.52","450","86","79","<2","14.4","30"
"Western Buffer","Pai Min Kok Stream","AN1","1999-02-04","1","12","190","1.1","1.3","<1","2","39","<1","60","0.1","31","210","","1","1040","10","<0.01","92","9.7","31000","47000","null","0.8","<0.01","130","3","20","<1","5","1","4.7","0.77","0.8","1.6","9","","0.5","16","<1","<0.02","9.3","<1","2","11","2.7","630","90","6","<2","13.6","50"
"Western Buffer","Pai Min Kok Stream","AN1","1999-03-04","1","11","<50","1.7","0.36","<1","<1","38","<1","<50","0.1","23","83","","<1","606","6","<0.01","19","1.7","400000","3000000","null","0.8","<0.01","130","1","100","<1","5","1","1.8","0.45","<0.5","0.82","7.7","","0.3","15","<1","<0.02","8.2","<1","3.1","14","1","380","91","4","<2","21.7","40"
"Western Buffer","Pai Min Kok Stream","AN1","1999-04-14","1","9.3","210","1.6","0.46","<1","2","41","<1","1600","0.2","21","8300","","2","19080","11","<0.01","73","5.9","68000","210000","null","1.6","<0.01","290","9","100","<1","8","10","2","0.69","0.6","0.56","7.6","","11.9","10","<1","<0.02","11","<1","2.1","8","0.7","17000","3400","8","<2","22.7","190"
"Western Buffer","Pai Min Kok Stream","AN1","1999-05-07","1","4.2","300","0.64","0.22","<1","2","45","<1","1100","1","16","7500","","2","14602","11","<0.01","83","6.9","39000","62000","null","0.8","<0.01","830","8","200","<1","7","<1","2.2","0.39","<0.5","0.3","7.2","","9.1","10","<1","<0.02","53","<1","1.3","6","0.56","14000","2500","9.6","3","21.5","110"
"Western Buffer","Pai Min Kok Stream","AN1","1999-06-04","1","2.2","90","0.27","0.06","<1","<1","21","<1","60","<0.1","10","99","","<1","676","8","<0.01","105","8.5","7600","35000","null","0.7","<0.01","220","1","40","<1","6","2","3.4","0.2","<0.5","0.37","7.9","","0.3","14","<1","<0.02","3.4","<1","0.88","6","0.46","390","73","135","2","27","30"
"Western Buffer","Pai Min Kok Stream","AN1","1999-07-26","1","3.6","160","0.18","0.51","<1","<1","17","<1","260","0.1","20","1000","","<1","3528","4","<0.01","91","7.1","98000","170000","null","0.5","<0.01","260","1","30","<1","4","<1","2.8","0.16","<0.5","0.33","7.7","","1.8","16","<1","<0.02","2.5","<1","0.72","6","0.56","2400","420","3.5","<2","27.5","30"
"Western Buffer","Pai Min Kok Stream","AN1","1999-08-06","1","5.1","230","0.18","0.13","<1","1","13","<1","80","0.1","21","300","","<1","3366","6","<0.01","80","6.1","89000","130000","null","0.6","<0.01","250","4","30","<1","3","<1","2.8","0.11","1.2","0.24","7.6","","1.6","16","<1","<0.02","8.2","<1","0.78","5","0.34","620","99","6.4","<2","28.3","40"
"Western Buffer","Pai Min Kok Stream","AN1","1999-09-01","1","1","80","0.052","<0.05","<1","<1","9","<1","<50","0.1","3","14","","<1","171","2","<0.01","97","7.7","8000","29000","null","0.4","<0.01","160","1","<10","<1","<2","<1","1.6","0.022","0.6","0.11","7.8","","0.1","16","<1","<0.02","4.3","<1","0.35","2","0.14","150","40","9.3","<2","27.9","30"
"Western Buffer","Pai Min Kok Stream","AN1","1999-10-08","1","0.4","80","0.1","<0.05","<1","<1","14","<1","250","<0.1","8","1000","","<1","3559","2","<0.01","124","10.2","38000","64000","null","0.5","<0.01","260","1","10","<1","<2","<1","1.5","0.085","<0.5","0.11","7.5","","1.9","15","<1","<0.02","4.6","<1","0.42","3","0.18","2400","530","6.3","<2","24.3","20"
"Western Buffer","Pai Min Kok Stream","AN1","1999-11-05","1","1.9","160","0.14","0.24","<1","<1","13","<1","140","0.2","6","550","","<1","1916","2","<0.01","96","8.1","10000","40000","null","0.4","<0.01","200","2","110","<1","<2","<1","1.8","0.09","<0.5","0.17","7.5","","1","18","<1","<0.02","5.5","<1","0.63","3","0.22","1100","160","3.9","3","23.4","120"
"Western Buffer","Pai Min Kok Stream","AN1","1999-12-06","1","2","140","0.18","0.11","<1","<1","10","<1","50","0.1","9","140","","<1","467","3","<0.01","87","8.8","25000","94000","null","0.6","<0.01","130","2","20","<1","2","1","2","0.081","<0.5","0.18","7.6","","0.3","16","<1","<0.02","2.7","<1","0.69","5","0.24","410","82","4.3","<2","14.9","40"
"Western Buffer","Pai Min Kok Stream","AN2","1999-01-08","1","0.8","100","2.2","0.27","<1","1","25","<1","<50","<0.1","8","19","","<1","215","3","<0.01","112","11","32000","38000","null","0.4","<0.01","80","<1","<10","<1","<2","<1","5.3","0.67","<0.5","1.1","7.9","","0.1","16","<1","<0.02","2","<1","2.7","4","1.4","150","33","2.6","<2","16","40"
"Western Buffer","Pai Min Kok Stream","AN2","1999-02-04","1","11","<50","3","0.11","<1","<1","52","<1","<50","<0.1","18","25","","<1","396","4","<0.01","79","8.3","35000","57000","null","0.5","<0.01","<50","1","20","<1","<2","1","7","0.052","<0.5","1.2","8.1","","0.2","16","<1","<0.02","4.4","<1","3.7","6","1.3","220","72","4","<2","13.7","50"
"Western Buffer","Pai Min Kok Stream","AN2","1999-03-04","1","7.1","50","2.5","0.13","<1","<1","40","<1","<50","0.1","14","20","","<1","418","2","<0.01","76","6.8","52000","100000","null","0.6","<0.01","130","2","40","<1","<2","1","3.7","0.33","<0.5","0.92","7.8","","0.2","13","<1","<0.02","2.5","<1","3.4","8","1.1","190","54","2","<2","21.4","40"
"Western Buffer","Pai Min Kok Stream","AN2","1999-05-07","1","5.6","90","1","0.27","<1","<1","42","<1","<50","<0.1","18","22","","1","243","5","<0.01","120","10.8","360000","460000","0.001","0.5","<0.01","200","1","30","<1","<2","<1","3.3","0.24","<0.5","0.47","7.7","","0.1","16","<1","<0.02","5.6","<1","1.8","5","0.68","190","67","1.5","<2","20.9","40"
"Western Buffer","Pai Min Kok Stream","AN2","1999-07-26","1","1.9","340","0.46","0.57","<1","1","8","<1","<50","<0.1","7","11","","<1","186","2","<0.01","118","8.4","84000","250000","null","0.4","<0.01","200","<1","20","<1","<2","<1","1.6","0.11","<0.5","0.31","8.6","","0.1","16","<1","<0.02","2.2","<1","1.1","4","0.36","120","50","5.8","<2","27.2","20"
"Western Buffer","Pai Min Kok Stream","AN2","1999-08-06","1","2.5","210","0.26","0.07","<1","<1","8","<1","<50","<0.1","7","12","","<1","190","3","<0.01","106","8.3","110000","150000","0.006","0.4","<0.01","140","<1","<10","<1","<2","<1","1.7","0.092","1","0.34","8.1","","0.1","15","<1","<0.02","3.3","<1","0.7","4","0.5","120","12","5","<2","28.2","20"
"Western Buffer","Pai Min Kok Stream","AN2","1999-09-01","1","0.5","90","0.058","0.08","<1","<1","6","<1","<50","0.2","3","<10","","<1","113","3","<0.01","103","8.1","3400","13000","0.019","0.3","<0.01","260","2","30","<1","<2","<1","0.89","0.013","<0.5","0.067","7.9","","0","15","<1","<0.02","3","<1","0.36","2","0.1","110","42","7.4","<2","27.3","30"
"Western Buffer","Pai Min Kok Stream","AN2","1999-10-08","1","0.1","<50","0.049","<0.05","<1","<1","6","<1","<50","<0.1","3","25","","<1","144","2","<0.01","126","10.5","16000","31000","0.013","0.4","<0.01","390","<1","<10","<1","<2","<1","0.78","0.02","<0.5","0.06","7.8","","0.1","15","<1","<0.02","2","<1","0.27","2","0.12","65","21","7.2","<2","24.5","20"
"Western Buffer","Pai Min Kok Stream","AN2","1999-11-05","1","1.7","300","0.13","0.1","<1","<1","6","<1","<50","0.2","7","<10","","<1","177","2","<0.01","109","9.2","23000","97000","0.004","0.4","<0.01","240","2","10","<1","<2","<1","1.3","0.06","<0.5","0.42","8.4","","0.1","17","<1","<0.02","3.4","<1","0.66","4","0.64","85","13","3.9","<2","23.4","50"
"Western Buffer","Pai Min Kok Stream","AN2","1999-12-06","1","1","150","0.49","0.25","<1","<1","46","<1","<50","0.2","7","<10","","<1","157","2","<0.01","102","10.1","14000","37000","0.001","0.4","<0.01","90","1","30","<1","<2","<1","1.6","0.094","<0.5","0.2","8.1","","0.1","16","<1","<0.02","2.5","<1","0.62","3","0.26","98","17","3.2","<2","15.6","40"
"Deep Bay","Ha Pak Nai Stream","DB1","1999-01-22","1","0.6","280","0.011","<0.05","<1","<1","25","<1","<50","<0.1","3","<10","","<1","44","<1","<0.01","104","10.1","39","70","0.003","0.2","<0.01","130","<1","<10","<1","<2","<1","0.1","<0.002","<0.5","0.013","7.5","","0.1","20","<1","<0.02","1.6","<1","0.34","2","<0.02","78","35","4","<2","17.4","10"
