"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Western Buffer","Pai Min Kok Stream","AN1","2004-11-05","1","4.9","240","0.48","0.22","<1","<1","12","<1","<50","0.1","17","29","3.6","<1","210","11","<0.01","97","8.2","2700","19000","null","0.8","<0.01","310","4","20","<1","2","1","2.6","0.099","<0.5","0.25","8","2.6","0.1","18","<1","<0.02","9.4","<1","2.1","7","0.31","190","50","12.8","<2","24.2","70"
"Western Buffer","Pai Min Kok Stream","AN1","2004-12-06","1","6.9","190","0.38","0.56","<1","<1","12","<1","70","<0.1","26","30","12","<1","273","66","<0.01","93","8.5","14000","40000","null","0.6","<0.01","230","5","30","<1","<2","1","4.8","0.26","0.6","0.59","7.9","13","0.1","18","<1","<0.02","16","<1","1.2","6","0.72","220","47","4","<2","19.9","80"
"Western Buffer","Pai Min Kok Stream","AN2","2004-01-26","1","3.1","80","1.4","0.47","<1","<1","9","<1","<50","<0.1","9","11","","<1","224","3","<0.01","100","10.5","3200","5100","null","0.4","<0.01","90","<1","<10","<1","<2","<1","1.8","0.17","<0.5","0.4","7.7","","0.1","16","<1","<0.02","1.1","<1","1.5","2","0.45","110","26","2.3","<2","13.2","30"
"Western Buffer","Pai Min Kok Stream","AN2","2004-02-09","1","2.5","110","0.66","<0.05","<1","<1","10","<1","<50","<0.1","6","<10","2.3","<1","185","3","<0.01","101","10.9","11000","11000","0.002","0.3","<0.01","80","<1","<10","<1","<2","<1","1.2","0.064","<0.5","0.18","7.5","<0.2","0.1","15","<1","<0.02","1.3","<1","0.99","2","0.21","100","52","5","<2","11.8","50"
"Western Buffer","Pai Min Kok Stream","AN2","2004-03-04","1","7.1","90","0.44","0.3","<1","<1","11","<1","<50","<0.1","10","13","","<1","207","4","<0.01","105","10.6","2200","22000","null","0.5","<0.01","260","1","20","<1","<2","<1","3.6","0.081","<0.5","0.49","8","","0.1","18","<1","<0.02","9.2","<1","0.85","2","0.57","140","52","4.8","<2","15.3","40"
"Western Buffer","Pai Min Kok Stream","AN2","2004-04-15","1","3.8","70","0.82","0.62","<1","<1","19","<1","<50","<0.1","10","11","1.6","<1","251","4","<0.01","96","8.4","21000","54000","0.005","0.4","<0.01","150","<1","<10","<1","<2","<1","2.6","0.4","<0.5","0.39","7.5","1.2","0.1","17","<1","<0.02","1.6","<1","1","4","0.44","120","34","4.6","<2","21.8","30"
"Western Buffer","Pai Min Kok Stream","AN2","2004-05-24","1","3","60","0.76","0.45","<1","<1","11","<1","<50","<0.1","13","11","","<1","249","4","<0.01","102","8.6","18000","120000","0.005","0.5","<0.01","210","<1","10","<1","<2","<1","2.8","0.54","<0.5","0.5","7.8","","0.1","16","<1","<0.02","1.6","<1","1","4","0.54","140","27","5.2","<2","24.2","30"
"Western Buffer","Pai Min Kok Stream","AN2","2004-06-23","1","2.6","70","0.37","0.1","<1","<1","12","<1","<50","<0.1","14","<10","3.4","<1","181","7","<0.01","116","9.1","300000","360000","0.006","0.5","<0.01","140","<1","<10","<1","<2","<1","1.2","0.084","<0.5","0.3","8.7","1.6","0.1","15","<1","<0.02","3.2","<1","0.81","4","0.3","95","27","2.1","<2","28.3","20"
"Western Buffer","Pai Min Kok Stream","AN2","2004-07-23","1","<0.1","70","0.085","<0.05","<1","<1","7","<1","<50","<0.1","5","<10","","<1","156","4","<0.01","101","8.1","5200","13000","0.006","0.3","<0.01","170","2","30","<1","<2","<1","0.68","0.011","<0.5","0.072","7.8","","0.1","15","<1","<0.02","3","<1","0.27","2","0.08","69","16","9.8","<2","26.7","20"
"Western Buffer","Pai Min Kok Stream","AN2","2004-08-23","1","0.7","110","0.18","0.11","<1","<1","11","<1","<50","<0.1","5","<10","0.9","<1","168","5","<0.01","106","8.4","37000","48000","0.004","0.3","<0.01","310","2","40","<1","<2","<1","0.91","0.043","<0.5","0.16","7.9","0.8","0.1","18","<1","<0.02","0.9","<1","0.4","3","0.21","92","32","5","<2","27.4","30"
"Western Buffer","Pai Min Kok Stream","AN2","2004-09-22","1","0.6","70","0.16","<0.05","<1","<1","12","<1","<50","<0.1","7","<10","","<1","160","3","<0.01","107","8.7","2400","16000","0.005","0.3","<0.01","490","1","30","<1","<2","<1","0.54","0.015","<0.5","0.072","8","","0.1","17","<1","<0.02","3.3","<1","0.37","2","0.09","40","19","8.5","<2","26","50"
"Western Buffer","Pai Min Kok Stream","AN2","2004-10-15","1","1.2","120","0.48","0.06","<1","<1","6","<1","<50","<0.1","7","10","0.7","<1","202","2","<0.01","103","8.7","15000","34000","0.005","0.3","<0.01","230","1","10","<1","<2","<1","0.8","0.039","<0.5","0.14","8.1","<0.2","0.1","18","<1","<0.02","2.1","<1","0.52","2","0.16","77","10","4.8","<2","23.6","20"
"Western Buffer","Pai Min Kok Stream","AN2","2004-11-05","1","1.6","120","0.2","0.09","<1","<1","6","<1","<50","<0.1","5","<10","","<1","145","4","<0.01","105","9","16000","52000","0.022","0.4","<0.01","260","1","10","<1","<2","<1","0.79","0.03","<0.5","0.14","8.3","","0.1","18","<1","<0.02","11","<1","0.53","3","0.18","90","30","6.2","<2","23.3","30"
"Western Buffer","Pai Min Kok Stream","AN2","2004-12-06","1","4.4","130","1.2","1","<1","<1","10","<1","<50","<0.1","15","10","1.6","<1","209","3","<0.01","109","10","1000000","1000000","0.007","0.5","<0.01","160","<1","10","<1","<2","<1","2.6","0.22","0.7","0.4","8.2","1.2","0.1","17","<1","<0.02","3.6","<1","1.3","3","0.46","130","35","4.4","<2","19.6","30"
"Deep Bay","Ha Pak Nai Stream","DB1","2004-01-05","1","0.1","<50","0.011","<0.05","<1","<1","<1","<1","<50","<0.1","<2","<10","2.6","<1","40","<1","<0.01","105","9.6","10","13","0.002","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.13","<0.002","<0.5","0.01","6.9","<0.2","0","23","<1","<0.02","1.5","<1","<0.05","<1","<0.02","44","11","3.6","<2","19.3","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2004-02-06","1","0.6","60","0.12","<0.05","<1","<1","7","<1","<50","<0.1","2","<10","","<1","57","<1","<0.01","102","11.1","4","7","0.003","<0.2","<0.01","<50","<1","<10","<1","<2","1","1","<0.002","<0.5","0.01","6.7","","0","17","<1","<0.02","1","<1","0.18","1","<0.02","60","26","3.1","<2","11.9","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2004-03-08","1","0.3","220","0.008","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","0.6","2","55","<1","<0.01","109","10.1","11","100","0.004","0.2","<0.01","120","<1","<10","<1","<2","<1","0.19","<0.002","<0.5","0.008","7.9","<0.2","0","23","<1","<0.02","1.3","<1","<0.05","<1","<0.02","52","16","4.4","<2","18.9","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2004-04-19","1","0.2","70","0.031","<0.05","<1","<1","7","<1","<50","<0.1","2","<10","","<1","52","1","<0.01","113","9.2","37","1200","0.02","<0.2","<0.01","70","<1","10","<1","<2","<1","1.2","0.004","<0.5","0.008","7.2","","0","19","<1","<0.02","2","<1","0.08","1","<0.02","58","18","4.6","<2","25.8","10"
"Deep Bay","Ha Pak Nai Stream","DB1","2004-05-10","1","<0.1","80","0.016","<0.05","<1","<1","15","<1","<50","<0.1","4","<10","<0.2","<1","47","1","<0.01","100","8.1","48","1800","0.058","<0.2","<0.01","100","2","20","<1","<2","<1","0.98","0.004","<0.5","0.009","6.6","<0.2","0","19","<1","<0.02","2.4","<1","0.06","<1","<0.02","68","21","8.3","<2","26.2","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2004-06-09","1","<0.1","220","0.013","<0.05","<1","<1","3","<1","<50","<0.1","2","<10","0.9","<1","53","1","<0.01","102","7.8","69","1100","0.02","0.3","<0.01","100","<1","10","<1","<2","<1","0.37","0.002","<0.5","0.017","7.7","<0.2","0","23","<1","<0.02","4.6","<1","<0.05","<1","<0.02","72","34","4.9","<2","29.1","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2004-07-08","1","<0.1","70","0.021","<0.05","<1","<1","2","<1","<50","<0.1","6","<10","0.3","<1","54","2","<0.01","100","7.4","17","1600","0.009","0.2","<0.01","50","1","20","<1","<2","<1","0.6","0.006","<0.5","0.013","7.1","<0.2","0","23","<1","<0.02","4.4","<1","0.19","1","<0.02","68","11","29","<2","30.7","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2004-08-04","1","0.1","50","0.013","<0.05","<1","<1","2","<1","<50","<0.1","3","<10","0.3","<1","141","1","<0.01","101","7.6","22","880","0.005","<0.2","<0.01","60","1","10","<1","<2","<1","0.45","0.003","<0.5","0.012","7.7","<0.2","0.1","23","<1","<0.02","1","<1","0.15","<1","0.03","59","17","10.4","<2","30.4","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2004-09-17","1","0.3","80","0.013","<0.05","<1","<1","2","<1","<50","<0.1","<2","<10","0.5","<1","40","2","<0.01","98","7.7","11","200","0.069","0.2","<0.01","110","1","10","<1","<2","<1","0.39","0.002","<0.5","0.014","7.1","0.4","0","21","<1","<0.02","2.2","<1","<0.05","<1","<0.02","68","16","10.8","<2","27.7","10"
"Deep Bay","Ha Pak Nai Stream","DB1","2004-10-14","1","0.4","90","0.018","0.06","<1","<1","2","<1","<50","0.1","2","<10","0.4","<1","37","2","<0.01","103","8.6","15","170","0.002","0.2","<0.01","140","2","<10","<1","<2","1","0.25","0.003","<0.5","0.006","7.8","<0.2","0","23","<1","<0.02","2.8","<1","<0.05","<1","<0.02","66","9.5","8.2","<2","24.4","70"
"Deep Bay","Ha Pak Nai Stream","DB1","2004-11-11","1","0.5","100","0.012","<0.05","<1","<1","3","<1","<50","<0.1","2","<10","0.5","<1","39","<1","<0.01","101","8.3","15","100","0.013","0.2","<0.01","60","<1","<10","<1","<2","<1","0.2","0.003","<0.5","0.014","7.6","0.5","0","23","<1","<0.02","1.8","<1","0.07","<1","<0.02","74","18","7.8","<2","25.4","20"
"Deep Bay","Ha Pak Nai Stream","DB1","2004-12-13","1","0.4","100","0.011","<0.05","<1","<1","15","<1","<50","<0.1","<2","<10","<0.2","<1","45","<1","<0.01","105","10","5","340","0.002","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.19","<0.002","<0.5","0.009","7.4","<0.2","0","24","<1","<0.02","2.3","<1","0.07","<1","<0.02","70","9.5","6.3","<2","17.7","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2004-01-05","1","1.1","130","0.018","<0.05","<1","<1","3","<1","<50","<0.1","2","34","1.3","<1","162","<1","<0.01","97","9.1","63","76","0.012","0.3","<0.01","180","1","40","<1","<2","<1","0.056","<0.002","<0.5","0.01","6.8","<0.2","0.1","24","<1","<0.02","48","<1","<0.05","<1","<0.02","190","53","3.7","<2","18.5","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2004-02-06","1","0.6","60","0.053","0.2","<1","<1","6","<1","<50","<0.1","<2","29","","<1","166","<1","<0.01","99","10.6","110","110","0.005","<0.2","<0.01","<50","<1","<10","<1","<2","2","0.47","<0.002","<0.5","0.012","6.7","","0.1","17","<1","<0.02","2.1","<1","0.08","<1","<0.02","130","61","3.6","<2","12","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2004-03-08","1","0.3","110","0.048","0.07","<1","<1","15","<1","220","<0.1","2","900","0.4","<1","2842","2","<0.01","97","9.1","56","80","0.004","0.3","<0.01","460","1","190","<1","<2","1","0.12","0.004","<0.5","0.008","7","<0.2","1.7","22","<1","<0.02","6.4","<1","0.11","<1","<0.02","2200","450","2.8","<2","18.3","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2004-04-19","1","<0.1","70","0.016","<0.05","<1","<1","13","<1","<50","<0.1","<2","<10","","<1","45","2","<0.01","103","8.5","100","470","0.057","0.2","<0.01","160","2","50","<1","<2","<1","0.39","<0.002","<0.5","0.008","7.1","","0","19","<1","<0.02","2","<1","0.08","<1","<0.02","44","9.3","3.8","<2","25","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2004-05-10","1","0.1","<50","0.018","<0.05","<1","<1","7","<1","<50","<0.1","3","<10","0.5","<1","61","1","<0.01","97","7.9","60","2000","0.075","0.2","<0.01","<50","<1","30","<1","<2","<1","0.26","0.002","<0.5","0.008","7.1","0.3","0","17","<1","<0.02","2.9","<1","<0.05","<1","<0.02","60","13","6.4","<2","25.8","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2004-06-09","1","0.6","110","0.28","<0.05","<1","<1","9","<1","80","<0.1","3","200","0.4","<1","826","1","<0.01","92","7.1","26","330","0.084","0.3","<0.01","180","1","80","<1","<2","<1","0.4","0.005","<0.5","0.01","7.3","<0.2","0.4","22","<1","<0.02","1.6","<1","0.4","<1","<0.02","500","130","2.4","<2","28.7","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2004-07-08","1","0.2","100","0.098","<0.05","<1","<1","3","<1","80","<0.1","4","77","3.2","<1","380","3","<0.01","93","7","80","870","0.024","0.3","<0.01","120","1","100","<1","<2","<1","0.24","0.004","<0.5","0.006","7","0.5","0.2","23","<1","<0.02","24","<1","0.18","<1","<0.02","230","28","9.2","<2","30.5","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2004-08-04","1","0.4","70","0.049","0.11","<1","<1","13","<1","500","<0.1","3","1100","2.7","<1","6423","2","<0.01","98","7.3","150","1100","0.138","0.3","<0.01","120","1","50","<1","<2","2","0.25","0.011","<0.5","0.015","7.5","0.5","3.2","19","<1","<0.02","6.2","<1","0.13","<1","<0.02","5700","1000","7.6","<2","30.1","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2004-09-17","1","0.4","80","0.008","<0.05","<1","<1","4","<1","<50","<0.1","3","<10","0.5","1","45","1","<0.01","98","7.8","90","310","0.106","0.2","<0.01","180","1","20","<1","<2","<1","0.14","<0.002","<0.5","0.012","7.1","<0.2","0","22","<1","<0.02","2.2","<1","<0.05","<1","<0.02","66","5","5.3","<2","27.1","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2004-10-14","1","0.2","220","0.009","<0.05","<1","<1","4","<1","<50","<0.1","3","<10","1","<1","42","1","<0.01","104","8.9","80","730","0.14","0.2","<0.01","120","1","30","<1","<2","<1","0.087","<0.002","<0.5","0.005","7.9","<0.2","0","24","<1","<0.02","2","<1","<0.05","<1","<0.02","59","5","4.6","<2","23.3","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2004-11-11","1","1.2","300","0.044","0.06","<1","<1","4","<1","<50","<0.1","3","<10","5","<1","52","1","<0.01","95","7.9","390","1100","0.044","0.3","<0.01","240","4","70","<1","<2","<1","0.072","<0.002","<0.5","0.012","7.6","1.9","0","24","<1","<0.02","5.6","<1","0.12","<1","<0.02","100","23","8.3","<2","24.6","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2004-12-13","1","0.5","220","0.033","0.21","<1","<1","24","<1","120","<0.1","<2","490","0.7","<1","1403","1","<0.01","101","9.8","70","470","0.012","0.3","<0.01","360","2","210","<1","<2","<1","0.071","0.003","<0.5","0.006","7","<0.2","0.9","24","<1","<0.02","3","<1","0.09","<1","<0.02","970","150","2.9","<2","16.3","10"
"Deep Bay","Pak Nai Stream","DB3","2004-01-05","1","0.4","110","0.055","<0.05","<1","<1","8","<1","<50","<0.1","4","<10","5.9","<1","43","<1","<0.01","108","9.7","300","450","0.008","0.2","<0.01","170","<1","30","<1","<2","<1","0.24","0.003","<0.5","0.073","6.8","0.8","0","23","<1","<0.02","3.3","<1","0.17","<1","0.09","66","14","3.4","<2","20.4","<10"
"Deep Bay","Pak Nai Stream","DB3","2004-02-06","1","4.3","110","0.62","<0.05","<1","<1","8","<1","<50","<0.1","5","<10","","<1","69","1","<0.01","95","10.1","1300","1300","0.03","<0.2","<0.01","420","2","70","<1","<2","<1","0.83","0.042","<0.5","0.48","6.7","","0","16","<1","<0.02","15","<1","0.95","3","0.64","80","33","6.3","<2","12.5","20"
"Deep Bay","Pak Nai Stream","DB3","2004-03-08","1","0.8","80","0.024","<0.05","<1","<1","9","<1","<50","<0.1","2","<10","4.8","<1","43","1","<0.01","104","9.5","260","620","0.008","0.2","<0.01","290","<1","30","<1","<2","<1","0.24","0.005","<0.5","0.062","7.4","1.2","0","22","<1","<0.02","3.3","<1","0.17","<1","0.1","54","16","3.5","<2","19.8","<10"
"Deep Bay","Pak Nai Stream","DB3","2004-04-19","1","0.3","60","0.028","<0.05","<1","<1","7","<1","<50","<0.1","<2","<10","","<1","62","2","<0.01","115","9.2","480","580","0.015","<0.2","<0.01","290","<1","70","<1","<2","<1","0.72","0.002","<0.5","0.041","6.8","","0","19","<1","<0.02","3.8","<1","0.16","1","0.07","56","16","4.6","<2","26.8","<10"
"Deep Bay","Pak Nai Stream","DB3","2004-05-10","1","0.5","110","0.024","<0.05","<1","<1","9","<1","<50","<0.1","6","<10","2.9","<1","52","1","<0.01","93","7.5","600","2700","0.036","<0.2","<0.01","140","1","50","<1","<2","<1","0.62","0.003","<0.5","0.034","6.6","2.4","0","16","<1","<0.02","3.2","<1","0.21","1","0.05","60","9.5","9.6","<2","26.6","10"
"Deep Bay","Pak Nai Stream","DB3","2004-06-09","1","0.4","70","0.025","<0.05","<1","<1","4","<1","<50","0.2","2","20","3","<1","130","1","<0.01","107","8.1","230","3300","0.025","0.3","<0.01","330","1","60","<1","<2","<1","0.24","0.002","<0.5","0.046","7.2","2.3","0.1","22","<1","<0.02","2.7","<1","0.1","<1","0.06","110","53","3.3","<2","30","10"
"Deep Bay","Pak Nai Stream","DB3","2004-07-08","1","0.2","<50","0.026","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","1.9","<1","80","1","<0.01","100","7.4","410","5200","0.014","0.2","<0.01","270","<1","70","<1","<2","<1","0.41","0.004","<0.5","0.02","6.7","0.3","0","22","<1","<0.02","9.5","<1","0.14","<1","0.04","82","19","21.5","<2","31.3","<10"
"Deep Bay","Pak Nai Stream","DB3","2004-08-04","1","0.5","60","0.03","<0.05","<1","<1","4","<1","<50","<0.1","4","<10","1.7","<1","64","1","<0.01","99","7.3","410","5700","0.002","<0.2","<0.01","470","2","60","<1","<2","<1","0.3","0.005","<0.5","0.044","7","1.4","0","23","<1","<0.02","14","<1","0.16","<1","0.08","72","8","12.4","<2","31","30"
"Deep Bay","Pak Nai Stream","DB3","2004-09-17","1","0.5","70","0.026","<0.05","<1","<1","4","<1","<50","<0.1","4","<10","1.7","<1","49","<1","<0.01","96","7.6","600","1900","0.018","<0.2","<0.01","310","2","60","<1","<2","<1","0.35","0.004","<0.5","0.012","6.6","1.4","0","20","<1","<0.02","29","<1","0.17","1","0.03","88","24","22.8","<2","27.2","10"
"Deep Bay","Pak Nai Stream","DB3","2004-10-14","1","0.7","100","0.02","<0.05","<1","<1","4","<1","<50","0.1","<2","<10","3.8","<1","52","2","<0.01","101","8.4","1200","4700","0.009","0.2","<0.01","120","1","50","<1","<2","<1","0.28","0.004","<0.5","0.041","7.4","2","0","23","<1","<0.02","1.7","<1","0.08","<1","0.06","68","14","9.9","<2","25","40"
"Deep Bay","Pak Nai Stream","DB3","2004-11-11","1","1.2","100","0.027","<0.05","<1","<1","5","<1","<50","<0.1","5","<10","3.8","<1","69","1","<0.01","98","8","1700","5800","0.012","0.2","<0.01","250","<1","70","<1","<2","<1","0.29","0.005","<0.5","0.072","7.1","3.3","0","22","<1","<0.02","57","<1","0.27","1","0.1","90","23","7.8","<2","25.4","60"
"Deep Bay","Pak Nai Stream","DB3","2004-12-13","1","1.7","80","0.014","0.06","<1","<1","14","<1","<50","<0.1","12","14","8","<1","77","<1","<0.01","99","9.4","910","20000","0.003","0.2","<0.01","230","<1","60","<1","<2","<1","0.29","0.006","<0.5","0.089","6.8","6.7","0","23","<1","<0.02","6","<1","0.49","4","0.17","130","27","13","<2","17.7","10"
"Deep Bay","Sheung Pak Nai Stream","DB5","2004-01-05","1","0.2","50","0.01","<0.05","<1","<1","7","<1","<50","<0.1","<2","<10","0.6","<1","41","1","<0.01","106","9.4","16","25","0.034","<0.2","<0.01","250","1","70","<1","<2","<1","0.12","<0.002","<0.5","0.008","6.7","<0.2","0","23","<1","<0.02","7.5","<1","<0.05","<1","<0.02","58","17","6.7","<2","21.3","<10"
"Deep Bay","Sheung Pak Nai Stream","DB5","2004-02-06","1","0.6","70","0.042","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","","<1","47","1","<0.01","101","10.7","430","430","0.023","<0.2","<0.01","180","<1","50","<1","<2","<1","0.42","<0.002","<0.5","0.01","6.3","","0","19","<1","<0.02","4.8","<1","0.24","1","<0.02","58","24","7","<2","12.7","10"
"Deep Bay","Sheung Pak Nai Stream","DB5","2004-03-08","1","0.2","100","0.015","<0.05","<1","<1","9","<1","<50","<0.1","<2","<10","0.8","<1","39","2","<0.01","108","9.8","180","340","0.023","0.2","<0.01","340","1","50","<1","<2","<1","0.14","<0.002","<0.5","0.009","7.3","<0.2","0","23","<1","<0.02","2.8","<1","<0.05","<1","<0.02","54","16","5.2","<2","20","<10"
