"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Western Buffer","Pai Min Kok Stream","AN2","1992-01-09","1","3","260","0.041","<0.05","","<1","","","<50","<0.1","13","16","","<1","119","1","0.01","80","5.7","2200","2800","0","0.3","<0.01","160","5","260","<1","","2","3.99","0.018","0.5","0.014","5.4","","","12.1","","<0.02","8.5","","0.15","3","<0.02","180","32","5.5","","18","30"
"Western Buffer","Pai Min Kok Stream","AN2","1992-02-13","1","4.4","<50","0.722","<0.05","","<1","","","<50","0.3","10","14","","<1","187","3","<0.01","68","7.1","11000","12000","0","0.4","<0.01","90","9","20","<1","","<1","4.59","0.016","<0.5","0.321","6.8","","","14.5","","<0.02","5","","1.46","3","0.38","180","44","4.2","","13.5","50"
"Western Buffer","Pai Min Kok Stream","AN2","1992-03-09","1","9","<50","0.769","<0.05","","<1","","","<50","0.3","6","16","","<1","200","4","<0.01","62","6.2","60000","120000","0","0.4","<0.01","<50","5","<10","<1","","4","3.01","0.222","<0.5","0.549","7","","","8.21","","<0.02","14","","1.25","4","1.33","200","76","3.8","","15.3","<10"
"Western Buffer","Pai Min Kok Stream","AN2","1992-04-16","1","2.6","100","0.303","<0.05","","<1","","","<50","0.2","7","10","","<1","120","4","<0.01","62","5.6","54000","59000","0.01","0.3","<0.01","170","3","20","<1","","<1","2.7","0.059","<0.5","0.281","6.9","","","14.7","","<0.02","5.5","","0.91","3","0.57","190","48","6.8","","20.8","60"
"Western Buffer","Pai Min Kok Stream","AN2","1992-05-19","1","5.6","<50","0.143","<0.05","","<1","","","110","<0.1","6","<10","","<1","99","2","<0.01","107","9.2","700","1400","0.02","0.4","<0.01","140","3","<10","<1","","<1","2.27","0.018","<0.5","0.154","7.8","","","15.3","","<0.02","9","","0.34","6","0.63","100","48","11","","22.5","30"
"Western Buffer","Pai Min Kok Stream","AN2","1992-06-12","1","6.4","110","0.204","<0.05","","<1","","","60","0.3","5","<10","","<1","110","<1","<0.01","89","7.5","25000","31000","0.01","0.3","<0.01","150","4","20","<1","","<1","6.74","<0.002","<0.5","0.186","6.8","","","13.7","","<0.02","19","","0.85","3","0.23","90","36","18","","24.5","40"
"Western Buffer","Pai Min Kok Stream","AN2","1992-07-23","1","1.9","160","0.21","<0.05","","<1","","","<50","0.3","5","<10","","<1","88","<1","<0.01","96","8","60000","130000","0.03","0.2","<0.01","170","4","40","<1","","<1","1.41","0.011","0.5","0.229","8.3","","","13.3","","<0.02","31","","0.91","3","0.45","110","34","24","","24.5","40"
"Western Buffer","Pai Min Kok Stream","AN2","1992-08-10","1","6.3","70","0.169","<0.05","","<1","","","<50","<0.1","4","10","","<1","62","2","0.01","93","7.6","26000","34000","0.01","0.3","<0.01","90","2","20","<1","","2","1.73","0.021","<0.5","0.218","7.5","","","16.4","","<0.02","5.5","","0.75","3","0.45","150","36","6.9","","26.1","40"
"Western Buffer","Pai Min Kok Stream","AN2","1992-09-07","1","4.5","80","0.074","0.12","","<1","","","<50","<0.1","24","11","","<1","87","2","<0.01","85","6.9","80000","140000","0.09","0.3","<0.01","250","10","60","1","","3","1.13","0.126","0.5","0.153","6.7","","","14.3","","<0.02","12","","0.64","4","0.68","110","38","29","","25.9","30"
"Western Buffer","Pai Min Kok Stream","AN2","1992-10-16","1","4.4","<50","3.09","<0.05","","<1","","","<50","<0.1","14","16","","<1","151","1","<0.01","90","8.2","260000","300000","0","0.3","<0.01","80","6","<10","<1","","<1","2.91","0.298","<0.5","0.616","7.5","","","17.4","","<0.02","3","","6.55","6","0.69","110","46","6.2","","19.5","40"
"Western Buffer","Pai Min Kok Stream","AN2","1992-11-09","1","4.4","60","2.11","<0.05","","<1","","","<50","<0.1","23","20","","<1","198","3","0.01","80","8.2","18000","26000","null","0.4","<0.01","80","2","<10","<1","","<1","19.9","0.006","<0.5","0.785","7.2","","","18.1","","<0.02","6.5","","3.46","5","0.88","190","60","2.4","","14.8","30"
"Western Buffer","Pai Min Kok Stream","AN2","1992-12-07","1","3.3","50","0.394","<0.05","","<1","","","<50","<0.1","13","24","","2","218","5","<0.01","86","7.8","6000","21000","null","0.4","<0.01","280","13","30","<1","","2","5.25","0.005","0.9","1.28","6.9","","","19.3","","<0.02","7","","1.04","5","1.55","210","66","2.1","","19.4","650"
"Deep Bay","Ha Pak Nai Stream","DB1","1992-01-13","1","2.2","150","0.131","<0.05","","1","","","<50","<0.1","14","11","","<1","53","3","<0.01","71","6.8","","","0","0.3","<0.01","280","9","30","<1","","<1","0.317","0.009","<0.5","0.059","6.5","","","19.8","","<0.02","5","","0.3","3","0.07","160","72","6.5","","16.5","20"
"Deep Bay","Ha Pak Nai Stream","DB1","1992-02-18","1","7.9","<50","0.029","<0.05","","<1","","","<50","0.3","<2","11","","<1","80","1","<0.01","92","9.1","","","0.02","0.2","<0.01","70","4","20","<1","","<1","0.278","0.006","<0.5","0.036","6.7","","","16.5","","<0.02","5","","0.07","1","0.06","96","56","5.2","","15.6","70"
"Deep Bay","Ha Pak Nai Stream","DB1","1992-03-18","1","3.1","<50","0.023","<0.05","","<1","","","<50","0.1","<2","<10","","<1","37","2","<0.01","60","5.4","","","0","0.2","<0.01","60","6","<50","<1","","<1","0.167","<0.002","<0.5","0.027","7.2","","","8","","<0.02","5.5","","0.25","1","0.58","94","28","4.4","","20.3","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1992-04-08","1","2.1","110","0.073","<0.05","","<1","","","<50","<0.1","3","<10","","1","37","1","<0.01","84","7.4","","","0.07","<0.2","<0.01","50","3","<50","<1","","1","0.412","<0.002","<0.5","0.03","7.5","","","8.84","","<0.02","12","","0.29","3","0.55","120","36","8.3","","20.7","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1992-05-18","1","5","80","0.032","<0.05","","<1","","","80","<0.1","5","<10","","<1","33","<1","<0.01","98","8.1","","","0.04","0.3","<0.01","<50","4","<10","<1","","<1","0.248","<0.002","<0.5","0.021","6.6","","","13.7","","<0.02","7","","0.42","1","0.38","36","12","9.5","","25","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1992-06-25","1","5.4","70","0.031","<0.05","","<1","","","<50","<0.1","2","<10","","<1","32","1","<0.01","91","6.7","","","0.04","0.7","<0.01","<50","3","<10","<1","","<1","0.106","<0.002","<0.5","0.041","7.5","","","14.6","","<0.02","8","","0.14","2","0.14","52","16","6.9","","31.7","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1992-07-24","1","9.1","<50","0.037","<0.05","","<1","","","<50","<0.1","3","<10","","<1","29","5","<0.01","93","7.3","","","0.1","0.2","<0.01","<50","2","<10","<1","","<1","0.182","0.005","<0.5","0.07","6.6","","","15.6","","<0.02","16","","0.1","1","0.56","50","26","7.7","","27.3","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1992-08-17","1","9.5","130","0.065","<0.05","","<1","","","<50","<0.1","3","<10","","<1","35","2","0.01","101","7.9","","","0.01","0.3","<0.01","130","3","20","<1","","1","0.136","<0.002","0.7","0.024","6.6","","","19.4","","<0.02","9","","0.42","2","0.1","64","24","8.6","","27.5","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1992-09-21","1","2.8","<50","0.07","0.06","","<1","","","<50","<0.1","4","<10","","<1","39","1","<0.01","70","5.2","","","0.04","0.4","<0.01","<50","<1","<10","<1","","1","0.065","<0.002","<0.5","0.055","7.6","","","19.8","","<0.02","3.5","","0.31","2","0.22","42","8","11","","29.4","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1992-10-12","1","2.6","<50","0.051","<0.05","","<1","","","<50","<0.1","<2","<10","","<1","36","<1","0.01","94","8","","","0.01","0.3","<0.01","<50","1","<10","<1","","<1","0.238","0.01","<0.5","0.05","8.7","","","11.2","","<0.02","5","","4.64","2","0.03","82","40","6.1","","23.3","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1992-11-16","1","3","150","0.076","<0.05","","<1","","","<50","<0.1","7","<10","","<1","30","<1","0.02","103","9.1","","","0.01","0.3","<0.01","60","3","<10","<1","","<1","0.141","<0.002","<0.5","0.032","6.7","","","23.6","","<0.02","2","","0.25","<1","0.05","86","36","4.4","","19.8","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","1992-12-09","1","0.8","100","0.079","<0.05","","<1","","","<50","0.2","3","<10","","<1","37","2","0.01","102","9.3","","","0","0.4","<0.01","100","1","10","<1","","2","0.115","0.002","0.9","0.016","8.6","","","24.4","","<0.02","13","","0.35","2","0.09","78","42","6.9","","19.5","10"
"Deep Bay","Tai Shui Hang Stream","DB2","1992-01-13","1","2.3","<50","0.072","<0.05","","1","","","<50","0.2","8","13","","<1","73","1","<0.01","71","6.7","","","0.13","0.4","<0.01","90","4","20","<1","","3","0.124","0.003","<0.5","0.029","6.7","","","21.9","","<0.02","4.5","","0.16","7","0.03","130","56","3.8","","16.9","10"
"Deep Bay","Tai Shui Hang Stream","DB2","1992-02-18","1","8.5","80","0.035","<0.05","","<1","","","<50","0.4","<2","10","","<1","83","1","<0.01","90","8.7","","","0.07","0.3","<0.01","170","60","30","<1","","<1","0.147","0.007","<0.5","0.035","6.5","","","15.3","","<0.02","2","","<0.05","1","0.12","34","22","3.9","","16.1","70"
"Deep Bay","Tai Shui Hang Stream","DB2","1992-03-18","1","3.3","<50","0.013","<0.05","","<1","","","<50","0.1","3","<10","","<1","43","7","<0.01","82","7.2","","","0.03","0.3","<0.01","150","7","<50","<1","","<1","0.092","0.003","<0.5","0.031","7.2","","","15.9","","<0.02","5","","0.25","2","0.58","86","34","3.4","","21.3","20"
"Deep Bay","Tai Shui Hang Stream","DB2","1992-04-08","1","1.9","180","0.032","<0.05","","<1","","","<50","<0.1","3","<10","","<1","36","4","<0.01","90","8.1","","","1.62","0.2","<0.01","50","4","<50","<1","","<1","0.176","<0.002","<0.5","0.029","6.4","","","13","","<0.02","24","","0.35","3","0.61","90","52","16","","20.7","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1992-05-18","1","6.5","<50","0.049","<0.05","","<1","","","70","<0.1","3","<10","","<1","37","<1","<0.01","97","7.9","","","0.4","0.3","<0.01","110","4","10","<1","","<1","0.129","<0.002","<0.5","0.023","6.9","","","16.6","","<0.02","8","","0.28","1","0.07","60","36","9.2","","24.8","20"
"Deep Bay","Tai Shui Hang Stream","DB2","1992-06-25","1","5.2","<50","0.045","<0.05","","<1","","","<50","0.1","2","<10","","<1","37","1","<0.01","90","6.6","","","0.24","0.4","<0.01","150","5","<10","<1","","2","0.084","<0.002","<0.5","0.048","7.4","","","15.4","","<0.02","8","","0.21","2","0.1","28","10","6.9","","31.5","10"
"Deep Bay","Tai Shui Hang Stream","DB2","1992-07-24","1","8.8","<50","0.062","<0.05","","<1","","","<50","<0.1","<2","<10","","<1","34","<1","<0.01","86","5.7","","","0.24","0.2","<0.01","<50","<1","<10","<1","","<1","0.964","0.003","<0.5","0.053","6.4","","","8.15","","<0.02","14","","0.29","1","0.54","76","40","11","","28.8","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1992-08-17","1","6.3","70","0.036","<0.05","","<1","","","<50","<0.1","2","<10","","<1","46","2","<0.01","91","7.6","","","0.13","0.3","<0.01","190","1","10","<1","","2","0.085","<0.002","0.7","0.079","6.5","","","20.6","","<0.02","3","","0.33","2","0.1","62","12","5.7","","29.2","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1992-09-21","1","6.1","<50","0.038","0.11","","<1","","","<50","<0.1","9","<10","","<1","39","<1","0.01","55","4.1","","","0.25","0.4","<0.01","<50","<1","<10","<1","","<1","0.019","0.006","0.5","0.058","7.4","","","20.1","","<0.02","3.5","","0.19","3","0.22","66","28","8.5","","29.7","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1992-10-12","1","3.5","<50","0.056","<0.05","","<1","","","<50","<0.1","<2","<10","","<1","41","<1","<0.01","90","7.5","","","0.11","0.3","<0.01","<50","2","<10","<1","","<1","0.035","0.003","<0.5","0.04","8.8","","","11.8","","<0.02","4","","3.71","<1","0.56","60","32","4.3","","24.5","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1992-11-16","1","3.3","90","0.057","<0.05","","<1","","","<50","<0.1","2","13","","<1","74","<1","<0.01","108","9.5","","","0.09","0.4","<0.01","80","<1","20","<1","","<1","0.056","<0.002","<0.5","0.039","6.8","","","24.2","","<0.02","2.5","","0.09","<1","0.06","90","24","3.8","","19.6","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","1992-12-09","1","1.3","50","0.033","<0.05","","<1","","","<50","0.1","4","<10","","<1","43","2","0.01","98","8.6","","","0.04","0.4","<0.01","90","2","10","1","","<1","0.054","<0.002","<0.5","0.036","7.6","","","24.4","","<0.02","14","","0.33","<1","0.09","80","44","3.4","","20.3","<10"
"Deep Bay","Pak Nai Stream","DB3","1992-01-13","1","79","<50","57.4","<0.05","","<1","","","<50","0.2","240","36","","<1","669","2","<0.01","29","2.8","","","0.01","0.4","<0.01","110","4","220","<1","","4","0.027","0.025","0.8","14","6.9","","","19.6","","0.26","92","","77.7","60","20.2","350","150","75","","17","<10"
"Deep Bay","Pak Nai Stream","DB3","1992-02-18","1","20","90","2.26","<0.05","","<1","","","<50","<0.1","5","50","","<1","295","2","<0.01","48","4.7","","","0.01","0.3","<0.01","1800","11","300","<1","","<1","4.37","<0.002","<0.5","1.21","6.7","","","15.9","","0.03","11","","3.36","4","2.61","170","76","9.9","","17.2","50"
"Deep Bay","Pak Nai Stream","DB3","1992-03-18","1","140","80","44.5","0.15","","2","","","<50","0.2","100","40","","<1","615","62","<0.01","27","2.4","","","0.01","0.2","<0.01","370","5","410","1","","5","0.011","0.017","1.1","9.19","7.4","","","16","","0.14","66","","60.2","32","13.2","400","110","80","","20.5","140"
"Deep Bay","Pak Nai Stream","DB3","1992-04-08","1","23","280","3.46","<0.05","","<1","","","<50","<0.1","13","<10","","<1","91","5","<0.01","76","6.5","","","null","0.2","<0.01","60","9","100","1","","<1","0.501","0.056","<0.5","1.26","6.5","","","12.6","","<0.02","54","","4.94","6","2.21","150","98","45","","20.2","80"
"Deep Bay","Pak Nai Stream","DB3","1992-05-18","1","18","140","0.27","<0.05","","<1","","","80","<0.1","4","<10","","<1","42","<1","<0.01","87","7.2","","","0.09","0.3","<0.01","390","4","80","<1","","<1","0.524","0.006","<0.5","0.061","6.5","","","14.4","","<0.02","15","","0.57","2","0.08","62","16","16","","25","<10"
"Deep Bay","Pak Nai Stream","DB3","1992-06-25","1","84","260","3.96","<0.05","","<1","","","<50","0.4","72","<10","","1","100","14","<0.01","51","3.9","","","0.09","0.4","<0.01","370","6","180","<1","","<1","0.121","0.074","<0.5","1.74","6.7","","","14.9","","0.02","94","","6.18","12","4.81","200","74","60","","31.6","120"
"Deep Bay","Pak Nai Stream","DB3","1992-07-24","1","19","70","0.579","<0.05","","<1","","","<50","<0.1","8","<10","","<1","42","<1","<0.01","95","7.4","","","0.12","<0.2","<0.01","330","3","70","<1","","<1","0.296","0.011","<0.5","0.228","6.6","","","14.1","","<0.02","36","","0.87","3","0.46","110","68","24","","27","20"
"Deep Bay","Pak Nai Stream","DB3","1992-08-17","1","21","70","3.53","<0.05","","<1","","","<50","<0.1","12","23","","<1","84","3","0.01","80","6.1","","","0.09","0.2","<0.01","320","4","80","<1","","1","0.534","0.061","0.7","0.652","6.4","","","17.4","","<0.02","12","","4.76","4","0.77","74","28","24","","28.5","<10"
"Deep Bay","Pak Nai Stream","DB3","1992-09-21","1","20","<50","4.09","0.11","","<1","","","<50","<0.1","39","<10","","<1","105","4","0.01","72","5.4","","","0.09","0.2","<0.01","500","4","100","<1","","1","0.451","0.206","0.5","1.06","7.3","","","18.2","","<0.02","20","","6.03","5","1.5","110","28","25","","29.7","10"
"Deep Bay","Pak Nai Stream","DB3","1992-10-12","1","24","<50","8.8","<0.05","","<1","","","<50","<0.1","130","<10","","<1","160","<1","<0.01","91","7.5","","","0.02","<0.2","<0.01","470","3","70","<1","","<1","0.209","0.049","0.7","1.35","8.3","","","13.1","","<0.02","72","","20.3","7","2.7","220","74","95","","24.3","<10"
"Deep Bay","Pak Nai Stream","DB3","1992-11-16","1","32","<50","15.3","<0.05","","2","","","<50","<0.1","47","17","","<1","291","4","0.01","32","2.8","","","0","0.3","<0.01","2700","<1","460","<1","","1","2.11","4.3","<0.5","2.99","6.6","","","22","","0.04","21","","20.5","9","4.08","200","50","30","","20.4","<10"
"Deep Bay","Pak Nai Stream","DB3","1992-12-09","1","40","140","17.1","<0.05","","3","","","<50","0.9","72","31","","1","479","8","<0.01","29","2.5","","","0.01","0.3","<0.01","4900","24","710","<1","","2","12.7","1.05","0.6","5.14","7.1","","","25.5","","0.16","89","","22.6","6","7.43","310","130","50","","20","120"
"","","DB4","1992-01-13","1","2.3","<50","0.159","<0.05","","1","","","<50","<0.1","4","10","","<1","121","<1","<0.01","92","8.8","","","0.02","0.5","<0.01","80","9","50","<1","","<1","0.175","0.004","<0.5","0.018","7.4","","","26","","<0.02","3","","0.19","3","<0.02","450","80","3.5","","17.4","<10"
"","","DB4","1992-02-18","1","7.1","<50","0.033","<0.05","","<1","","","<50","0.2","4","89","","<1","362","<1","<0.01","72","6.9","","","0.01","0.5","<0.01","110","6","60","<1","","<1","0.542","0.004","<0.5","0.032","7.1","","","19.4","","<0.02","3","","<0.05","1","0.45","270","60","3.1","","16.6","30"
"","","DB4","1992-03-18","1","3.3","<50","<0.005","<0.05","","<1","","","<50","0.1","4","53","","<1","230","<1","<0.01","74","6.5","","","0","0.5","<0.01","200","6","50","1","","<1","0.223","0.005","<0.5","0.025","7.4","","","19.6","","<0.02","10","","0.23","3","0.16","210","30","4.2","","21.7","<10"
"","","DB4","1992-04-08","1","1.5","110","0.022","<0.05","","<1","","","<50","<0.1","3","<10","","<1","66","<1","<0.01","93","8.2","","","null","0.2","<0.01","100","39","60","<1","","3","0.556","<0.002","<0.5","0.035","6.6","","","15.4","","<0.02","13","","0.3","3","0.15","100","32","8.7","","20.5","<10"
"","","DB4","1992-05-18","1","5.4","140","0.13","<0.05","","<1","","","80","<0.1","2","<10","","<1","230","<1","<0.01","110","8.2","","","0.02","0.3","<0.01","120","4","100","<1","","3","0.351","<0.002","<0.5","0.025","7","","","19.5","","<0.02","14","","0.22","<1","0.46","80","28","10","","25.7","<10"
"","","DB4","1992-06-25","1","6.2","270","0.012","<0.05","","<1","","","<50","0.2","<2","<10","","<1","58","2","<0.01","92","6.8","","","null","0.3","<0.01","240","21","80","<1","","1","0.108","<0.002","<0.5","0.04","6.4","","","18.8","","<0.02","160","","<0.05","1","0.43","250","44","95","","31.2","<10"
"","","DB4","1992-07-24","1","11","60","0.095","<0.05","","<1","","","<50","<0.1","3","<10","","<1","56","<1","<0.01","89","6.9","","","0.05","0.2","<0.01","120","2","40","<1","","<1","0.205","0.004","0.5","0.143","7.2","","","21.8","","<0.02","12","","0.27","2","0.67","86","50","9.2","","29","<10"
"","","DB4","1992-08-17","1","8.9","80","0.036","<0.05","","<1","","","<50","<0.1","11","<10","","<1","61","2","<0.01","91","6.8","","","0.04","<0.2","<0.01","130","3","30","<1","","<1","0.191","0.004","0.7","0.047","6.8","","","22.3","","<0.02","4","","0.34","<1","0.13","72","30","6.1","","29.3","<10"
"","","DB4","1992-09-21","1","7.7","80","0.032","<0.05","","<1","","","<50","<0.1","2","<10","","<1","69","<1","0.01","86","6.5","","","0.07","0.4","<0.01","110","<1","20","<1","","<1","0.031","0.003","<0.5","0.059","8.6","","","22.5","","<0.02","21","","0.19","2","0.22","72","8","3.7","","30.5","<10"
"","","DB4","1992-10-12","1","2.3","<50","0.048","<0.05","","<1","","","200","<0.1","10","3700","","<1","7120","<1","0.01","103","8.6","","","0.02","0.4","<0.01","<50","<1","80","<1","","<1","0.047","0.004","0.5","0.053","7.7","","","19.6","","<0.02","5","","4.61","2","0.84","7300","1300","6.1","","24.3","<10"
"","","DB4","1992-11-16","1","2.8","<50","0.067","<0.05","","<1","","","1100","0.9","25","5000","","<1","10","2","<0.01","102","8.9","","","null","0.5","<0.01","230","<1","300","<1","","<1","0.163","0.011","<0.5","0.033","7.2","","","19.6","","<0.02","6","","0.31","6","0.39","13000","2300","5.8","","20","<10"
"","","DB4","1992-12-09","1","1.8","<50","0.157","<0.05","","<1","","","1200","0.8","83","4700","","<1","12200","12","<0.01","97","8.9","","","0","0.6","<0.01","390","2","350","<1","","2","0.041","0.021","0.7","0.024","7.5","","","18.7","","<0.02","11","","0.64","1","0.13","12000","2500","6.1","","20.2","<10"
"Deep Bay","Sheung Pak Nai Stream","DB5","1992-01-13","1","55","250","8.76","<0.05","","2","","","<50","<0.1","61","29","","<1","307","2","<0.01","19","1.8","","","0.01","0.3","<0.01","2400","13","290","2","","5","0.025","0.004","0.6","2.47","6.5","","","19.6","","0.25","49","","12.4","15","3.66","440","180","34","","17.6","30"
