"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Western Buffer","Pai Min Kok Stream","AN2","2017-06-16","1","0.7","66","0.031","<0.05","<1","<1","8","<1","<50","<0.1","8","<10","<0.2","<1","130","4","<0.01","98","8","270000","450000","0.014","0.3","<0.01","185","<1","11","<1","<2","<1","0.26","0.017","<0.5","0.006","7.2","0.6","0.1","17","<1","<0.02","3.1","<1","0.34","3","0.06","120","64","7.1","<2","25.8","23"
"Western Buffer","Pai Min Kok Stream","AN2","2017-07-24","1","1","248","0.05","<0.05","<1","<1","13","<1","<50","<0.1","11","<10","0.7","<1","98","12","<0.01","100","8.1","3800","35000","0.06","0.2","<0.01","414","5","21","<1","<2","<1","0.28","0.017","<0.5","0.034","7.6","0.7","0","7.9","<1","<0.02","35","<1","0.53","3","0.09","110","55","37.8","<2","26","48"
"Western Buffer","Pai Min Kok Stream","AN2","2017-08-17","1","0.7","55","0.013","<0.05","<1","<1","5","<1","<50","<0.1","4","12","1","<1","112","2","<0.01","103","8.2","1800","59000","0.013","0.3","<0.01","361","<1","<10","<1","<2","<1","0.27","<0.002","<0.5","0.033","7.5","0.4","0.1","18","<1","<0.02","2.9","<1","0.15","2","0.05","120","76","9.1","<2","27","17"
"Western Buffer","Pai Min Kok Stream","AN2","2017-09-15","1","0.2","52","0.018","<0.05","<1","<1","5","<1","<50","<0.1","7","<10","<0.2","<1","112","1","<0.01","103","8.3","8000","11000","0.014","0.3","<0.01","280","<1","10","<1","<2","<1","0.25","0.003","<0.5","0.035","7.4","1.4","0.1","18","<1","<0.02","3.5","<1","0.23","1","0.06","80","39","7.6","<2","26.7","13"
"Western Buffer","Pai Min Kok Stream","AN2","2017-10-20","1","0.6","66","<0.005","<0.05","<1","<1","5","<1","52","<0.1","3","<10","0.7","<1","154","2","<0.01","103","8.9","3300","11000","0.01","0.3","<0.01","195","<1","<10","<1","<2","<1","0.28","0.003","<0.5","0.038","7.7","0.5","0.1","18","<1","<0.02","2.8","<1","0.17","1","0.05","150","120","9.2","<2","22.6","23"
"Western Buffer","Pai Min Kok Stream","AN2","2017-11-17","1","0.4","117","0.012","<0.05","<1","<1","6","<1","<50","<0.1","3","<10","0.7","<1","258","2","<0.01","103","8.7","2200","12000","0.006","0.3","<0.01","144","<1","11","<1","<2","<1","0.37","0.004","<0.5","0.055","7.9","0.3","0.1","19","<1","<0.02","2","<1","0.08","1","0.06","47","5.5","3.6","<2","23.3","11"
"Western Buffer","Pai Min Kok Stream","AN2","2017-12-14","1","0.3","55","0.013","<0.05","<1","<1","5","<1","<50","<0.1","3","<10","0.5","<1","70","2","<0.01","108","9.9","300","8100","0.006","0.4","<0.01","76","<1","<10","<1","<2","<1","0.3","0.007","<0.5","0.037","8.1","0.4","0","18","<1","<0.02","1.4","<1","<0.05","1","0.06","110","65","3.7","<2","19.5","13"
"Deep Bay","Ha Pak Nai Stream","DB1","2017-01-19","1","0.3","68","0.017","<0.05","<1","<1","3","<1","<50","<0.1","2","<10","0.5","<1","37","2","<0.01","104","9.6","140","280","0.026","<0.2","<0.01","<50","<1","21","<1","<2","<1","0.24","0.002","<0.5","0.002","7.2","0.4","0","24","<1","<0.02","1.2","<1","0.08","<1","<0.02","59","22","4.3","<2","19","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2017-02-22","1","2.5","272","0.61","<0.05","<1","<1","11","<1","<50","<0.1","20","<10","2.5","<1","55","2","<0.01","102","9.4","8200","11000","0.061","<0.2","<0.01","257","7","42","<1","<2","<1","1.2","0.003","0.5","0.005","7.3","1.6","0","12","<1","<0.02","43","<1","1.1","7","<0.02","140","50","62.2","<2","19.4","14"
"Deep Bay","Ha Pak Nai Stream","DB1","2017-03-22","1","0.4","64","<0.005","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","0.6","<1","44","1","<0.01","102","9.1","30","83","0.012","0.2","<0.01","147","<1","12","<1","<2","<1","0.4","0.003","<0.5","0.003","7.9","0.3","0","21","<1","<0.02","3.2","<1","0.28","<1","<0.02","92","62","4.5","<2","20.9","19"
"Deep Bay","Ha Pak Nai Stream","DB1","2017-04-24","1","0.3","80","<0.005","<0.05","<1","<1","3","<1","<50","<0.1","3","<10","0.5","<1","41","<1","<0.01","99","8.7","210","380","0.016","0.2","<0.01","61","<1","24","<1","<2","<1","0.41","0.005","<0.5","0.005","7.1","0.4","0","19","<1","<0.02","4.2","<1","0.12","1","<0.02","70","50","13.6","<2","21.8","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2017-06-22","1","0.2","51","0.011","<0.05","<1","<1","4","<1","<50","<0.1","2","<10","0.3","<1","49","<1","<0.01","102","8.1","49","790","0.06","<0.2","<0.01","59","1","11","<1","<2","2","0.38","<0.002","<0.5","0.003","6.6","<0.2","0","18","<1","<0.02","4","<1","0.21","<1","<0.02","48","25","6.7","<2","27.2","22"
"Deep Bay","Ha Pak Nai Stream","DB1","2017-07-26","1","<0.1","<50","0.009","<0.05","<1","<1","4","<1","<50","<0.1","5","<10","<0.2","<1","40","<1","<0.01","99","7.9","64","590","0.05","<0.2","<0.01","78","1","12","<1","<2","<1","0.32","0.005","<0.5","0.004","7.3","<0.2","0","19","<1","<0.02","2.1","<1","0.17","<1","<0.02","71","46","7.2","<2","27.4","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2017-08-24","1","0.3","51","0.009","<0.05","<1","<1","4","<1","<50","<0.1","2","<10","0.8","<1","30","<1","<0.01","100","7.8","390","3900","0.06","<0.2","<0.01","<50","<1","36","<1","<2","<1","0.4","0.002","<0.5","<0.002","7.3","<0.2","0","19","<1","<0.02","3.6","<1","0.1","<1","<0.02","52","20","7.9","<2","28.2","16"
"Deep Bay","Ha Pak Nai Stream","DB1","2017-09-22","1","<0.1","53","<0.005","<0.05","<1","<1","3","<1","<50","<0.1","3","<10","0.6","<1","53","<1","<0.01","101","8.2","240","1700","0.04","<0.2","<0.01","57","<1","<10","<1","<2","<1","0.29","<0.002","<0.5","0.005","6.8","0.4","0","21","<1","<0.02","3.1","<1","0.11","<1","<0.02","73","53","6.4","<2","26.1","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2017-10-26","1","0.3","<50","<0.005","<0.05","<1","<1","2","<1","<50","<0.1","<2","<10","<0.2","<1","40","<1","<0.01","103","8.8","19","160","0.08","0.2","<0.01","72","<1","13","<1","<2","<1","0.25","0.002","<0.5","0.005","7.1","0.6","0","21","<1","<0.02","2.2","<1","0.07","<1","<0.02","62","38","5.2","<2","22.9","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2017-11-22","1","0.5","76","0.016","<0.05","<1","<1","3","<1","<50","<0.1","<2","<10","0.5","<1","50","<1","<0.01","103","9.5","37","540","0.03","<0.2","<0.01","81","<1","58","<1","<2","<1","0.23","<0.002","<0.5","0.006","6.8","<0.2","0","23","<1","<0.02","1.3","<1","<0.05","<1","<0.02","63","35","5","<2","19.2","11"
"Deep Bay","Ha Pak Nai Stream","DB1","2017-12-18","1","0.6","<50","0.016","0.05","<1","<1","3","<1","<50","<0.1","<2","<10","<0.2","<1","34","<1","<0.01","102","10.7","18","210","0.02","0.2","<0.01","72","<1","34","<1","<2","<1","0.26","<0.002","<0.5","0.006","6.5","<0.2","0","23","<1","<0.02","<0.5","<1","0.08","<1","<0.02","64","29","5.5","<2","13.2","23"
"Deep Bay","Tai Shui Hang Stream","DB2","2017-01-19","1","0.5","94","0.02","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","0.7","<1","40","<1","<0.01","104","9.6","160","490","0.12","0.2","<0.01","90","<1","77","<1","<2","<1","0.2","0.002","<0.5","<0.002","7.5","0.6","0","25","<1","<0.02","1.3","<1","0.07","<1","<0.02","62","24","2.2","<2","19","13"
"Deep Bay","Tai Shui Hang Stream","DB2","2017-02-22","1","1.9","288","0.58","<0.05","<1","<1","9","<1","<50","<0.1","14","<10","2.2","<1","54","2","<0.01","99","9.1","3800","8400","0.21","<0.2","<0.01","401","6","43","<1","<2","<1","0.75","0.013","<0.5","0.005","7.7","5.8","0","9.9","<1","<0.02","42","<1","1.1","5","0.02","150","54","85.5","<2","19.6","26"
"Deep Bay","Tai Shui Hang Stream","DB2","2017-03-22","1","1","80","<0.005","<0.05","<1","<1","9","<1","<50","<0.1","<2","<10","0.7","<1","52","2","<0.01","98","8.6","90","680","0.14","0.3","<0.01","132","<1","15","<1","<2","<1","0.51","<0.002","<0.5","0.003","7.9","0.3","0","20","<1","<0.02","1.3","<1","0.28","<1","<0.02","61","16","2.6","<2","21.5","11"
"Deep Bay","Tai Shui Hang Stream","DB2","2017-04-24","1","0.6","62","<0.005","<0.05","<1","<1","4","<1","<50","<0.1","2","<10","0.6","<1","53","1","<0.01","98","8.6","160","1600","0.12","0.3","<0.01","89","<1","24","<1","<2","<1","0.43","0.004","<0.5","<0.002","7.6","0.3","0","18","<1","<0.02","9.9","<1","0.15","<1","<0.02","73","50","6.9","<2","21.9","16"
"Deep Bay","Tai Shui Hang Stream","DB2","2017-06-22","1","0.4","112","0.29","<0.05","<1","<1","5","<1","<50","<0.1","2","<10","0.5","<1","63","1","<0.01","100","7.8","52","1400","0.5","<0.2","<0.01","112","2","25","<1","<2","<1","0.48","0.013","<0.5","0.002","6.7","<0.2","0","19","<1","<0.02","25","<1","0.51","<1","<0.02","70","24","9.4","<2","28.1","15"
"Deep Bay","Tai Shui Hang Stream","DB2","2017-07-26","1","<0.1","<50","0.042","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","<0.2","<1","48","<1","<0.01","101","7.9","190","3200","0.3","<0.2","<0.01","111","1","15","<1","<2","<1","0.37","0.003","<0.5","0.004","7.1","1.3","0","20","<1","<0.02","2","<1","0.15","<1","<0.02","76","48","4","<2","28.3","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2017-08-24","1","0.5","52","0.017","<0.05","<1","<1","5","<1","<50","<0.1","<2","74","0.4","<1","316","1","<0.01","98","7.6","370","4300","0.2","<0.2","<0.01","64","<1","12","<1","<2","<1","0.44","0.005","<0.5","0.002","7.3","<0.2","0.1","19","<1","<0.02","2.4","<1","0.14","<1","<0.02","210","53","7.7","<2","28.2","15"
"Deep Bay","Tai Shui Hang Stream","DB2","2017-09-22","1","0.3","<50","<0.005","<0.05","<1","<1","4","<1","<50","<0.1","3","<10","0.9","<1","59","<1","<0.01","104","8.4","420","2300","0.3","<0.2","<0.01","166","2","26","<1","<2","<1","0.29","<0.002","<0.5","0.003","7","0.6","0","22","<1","<0.02","3.5","<1","0.13","1","<0.02","80","50","5.3","<2","26.1","21"
"Deep Bay","Tai Shui Hang Stream","DB2","2017-10-26","1","0.2","<50","<0.005","<0.05","<1","<1","6","<1","<50","<0.1","<2","<10","0.3","<1","49","<1","<0.01","104","8.8","430","890","0.3","0.2","<0.01","105","<1","14","<1","<2","<1","0.21","<0.002","<0.5","0.005","7.2","<0.2","0","22","<1","<0.02","2.5","<1","<0.05","<1","<0.02","78","46","3.8","<2","23.8","14"
"Deep Bay","Tai Shui Hang Stream","DB2","2017-11-22","1","0.5","89","0.016","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","1","<1","62","<1","<0.01","103","9.4","120","600","0.2","<0.2","<0.01","86","<1","11","<1","<2","<1","0.19","<0.002","<0.5","0.006","7.2","0.6","0","24","<1","<0.02","1.4","<1","0.13","<1","<0.02","66","29","3.4","<2","19.8","11"
"Deep Bay","Tai Shui Hang Stream","DB2","2017-12-18","1","0.4","84","0.016","<0.05","<1","<1","3","<1","<50","<0.1","<2","<10","0.3","<1","50","<1","<0.01","101","10.6","57","310","0.2","0.3","<0.01","155","<1","21","<1","<2","<1","0.18","<0.002","<0.5","0.005","7.4","<0.2","0","23","<1","<0.02","<0.5","<1","0.1","<1","<0.02","88","46","3.3","<2","13","12"
"Deep Bay","Pak Nai Stream","DB3","2017-01-19","1","0.5","<50","0.022","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","0.4","<1","64","2","<0.01","99","9.1","300","910","0.014","<0.2","<0.01","167","<1","26","<1","<2","<1","0.22","<0.002","<0.5","<0.002","6.9","0.2","0","24","<1","<0.02","2.1","<1","0.08","<1","<0.02","71","8","3.3","<2","19.6","<10"
"Deep Bay","Pak Nai Stream","DB3","2017-02-22","1","1.5","177","0.26","<0.05","<1","<1","9","<1","<50","<0.1","9","<10","1.1","<1","63","<1","<0.01","95","8.6","4000","5200","0.012","<0.2","<0.01","231","4","47","<1","<2","<1","0.76","0.003","<0.5","0.003","6.9","2.3","0","15","<1","<0.02","23","<1","0.59","4","<0.02","120","76","73.3","<2","20","18"
"Deep Bay","Pak Nai Stream","DB3","2017-03-22","1","1.1","<50","0.011","0.18","<1","<1","5","<1","<50","<0.1","3","15","0.3","<1","95","<1","<0.01","95","8.5","510","1700","0.016","0.2","<0.01","173","<1","32","<1","<2","<1","0.29","<0.002","<0.5","0.004","7.3","<0.2","0.1","21","<1","<0.02","2","<1","0.22","<1","<0.02","86","19","4.3","<2","21","<10"
"Deep Bay","Pak Nai Stream","DB3","2017-04-24","1","0.4","<50","0.008","<0.05","<1","<1","4","<1","<50","<0.1","5","<10","0.2","<1","85","2","<0.01","96","8.6","930","1800","0.023","0.2","<0.01","84","<1","33","<1","<2","<1","0.31","0.003","<0.5","0.004","7.4","<0.2","0","20","<1","<0.02","5.2","<1","0.1","<1","<0.02","97","82","5","<2","21.8","11"
"Deep Bay","Pak Nai Stream","DB3","2017-06-22","1","0.3","56","0.031","<0.05","<1","<1","5","<1","<50","<0.1","2","<10","<0.2","<1","69","<1","<0.01","99","7.9","80","1400","0.08","<0.2","<0.01","93","2","28","<1","<2","<1","0.26","<0.002","<0.5","0.007","6.2","<0.2","0","18","<1","<0.02","8.4","<1","0.14","<1","<0.02","72","54","9.4","<2","27.4","21"
"Deep Bay","Pak Nai Stream","DB3","2017-07-26","1","<0.1","74","0.017","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","0.4","<1","52","<1","<0.01","98","7.7","66","260","0.105","<0.2","<0.01","136","1","38","<1","<2","<1","0.24","<0.002","<0.5","0.004","6.8","<0.2","0","18","<1","<0.02","4.2","<1","0.06","<1","<0.02","66","48","10.8","<2","28","14"
"Deep Bay","Pak Nai Stream","DB3","2017-08-24","1","0.4","60","0.027","<0.05","<1","<1","5","<1","<50","<0.1","2","<10","0.9","<1","61","<1","<0.01","96","7.3","240","4000","0.04","<0.2","<0.01","102","1","29","<1","<2","<1","0.26","<0.002","<0.5","0.003","6.8","<0.2","0","20","<1","<0.02","4.8","<1","0.08","<1","<0.02","60","36","9.3","<2","29.5","18"
"Deep Bay","Pak Nai Stream","DB3","2017-09-22","1","0.3","<50","0.009","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","0.5","<1","64","<1","<0.01","100","8","800","2500","0.09","<0.2","<0.01","115","<1","33","<1","<2","<1","0.22","<0.002","<0.5","0.005","6.6","<0.2","0","21","<1","<0.02","4.1","<1","<0.05","<1","<0.02","82","38","6.7","<2","26.4","11"
"Deep Bay","Pak Nai Stream","DB3","2017-10-26","1","0.3","<50","0.01","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","<0.2","<1","48","<1","<0.01","100","8.5","61","320","0.075","0.2","<0.01","88","<1","20","<1","<2","<1","0.21","<0.002","<0.5","0.005","6.7","<0.2","0","20","<1","<0.02","2.4","<1","0.08","<1","<0.02","90","64","5.5","<2","23.7","17"
"Deep Bay","Pak Nai Stream","DB3","2017-11-22","1","0.3","<50","0.013","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","0.6","<1","58","<1","<0.01","100","9.1","170","980","0.06","<0.2","<0.01","92","<1","16","<1","<2","<1","0.2","<0.002","<0.5","0.004","6.4","0.3","0","23","<1","<0.02","1","<1","0.09","<1","<0.02","52","26","4.1","<2","19.9","14"
"Deep Bay","Pak Nai Stream","DB3","2017-12-18","1","0.1","<50","0.012","0.09","<1","<1","4","<1","<50","<0.1","<2","<10","0.2","<1","28","<1","<0.01","101","10.5","210","1200","0.03","0.2","<0.01","105","<1","17","<1","<2","<1","0.22","<0.002","<0.5","0.005","6","0.2","0","22","<1","<0.02","1.6","<1","0.06","<1","<0.02","64","29","4.3","<2","13.8","<10"
"Deep Bay","Sheung Pak Nai Stream","DB5","2017-01-19","1","1.5","378","0.47","0.11","<1","<1","7","<1","<50","<0.1","3","<10","2.3","<1","60","2","<0.01","101","9.1","3900","6500","0.037","<0.2","<0.01","1070","13","124","<1","<2","<1","0.24","0.01","<0.5","0.027","7","2","0","23","<1","<0.02","130","<1","0.98","<1","0.13","200","54","133.2","<2","20.1","18"
"Deep Bay","Sheung Pak Nai Stream","DB5","2017-02-22","1","6.4","253","1.6","0.08","<1","<1","6","<1","<50","<0.1","9","<10","1.4","<1","56","4","<0.01","97","8.7","95000","96000","0.018","<0.2","<0.01","552","7","123","<1","<2","<1","0.59","0.004","<0.5","0.12","6.9","0.5","0","15","<1","<0.02","61","<1","2.6","4","0.25","150","45","96.5","<2","20.3","23"
"Deep Bay","Sheung Pak Nai Stream","DB5","2017-03-22","1","3.4","193","1.5","0.15","<1","<1","5","<1","<50","<0.1","7","<10","2","<1","62","1","<0.01","98","8.7","150000","150000","0.019","0.2","<0.01","555","<1","103","<1","<2","<1","0.32","0.006","<0.5","0.13","7.5","1.8","0","20","<1","<0.02","6.4","<1","2.4","2","0.21","71","24","9.2","<2","21.2","23"
"Deep Bay","Sheung Pak Nai Stream","DB5","2017-04-24","1","2.4","76","0.36","<0.05","<1","<1","5","<1","<50","<0.1","4","<10","0.8","<1","61","4","<0.01","96","8.3","7100","9500","0.021","0.2","<0.01","355","1","113","<1","<2","<1","0.4","0.003","<0.5","0.14","6.9","<0.2","0","18","<1","<0.02","7","<1","1.1","1","0.22","70","54","13.2","<2","22.3","29"
"Deep Bay","Sheung Pak Nai Stream","DB5","2017-06-22","1","0.9","82","0.12","<0.05","<1","<1","4","<1","<50","<0.1","4","<10","1.4","<1","61","<1","<0.01","99","7.7","30000","33000","0.1","<0.2","<0.01","366","2","84","<1","<2","<1","0.3","0.002","<0.5","0.017","6.4","0.8","0","17","<1","<0.02","14","<1","0.37","1","0.05","71","39","16.2","<2","28.6","16"
