"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Western Buffer","Pai Min Kok Stream","AN2","2013-04-15","1","2","410","0.074","0.38","<1","<1","11","<1","<50","<0.1","<2","12","1.7","<1","307","2","<0.01","107","9.4","3700","11000","0.007","0.7","<0.01","110","2","20","<1","6","<1","1.9","0.052","<0.5","0.087","8.1","0.7","0.2","15","<1","<0.02","8.4","<1","1.1","<1","0.1","170","54","10.6","<2","21.9","20"
"Western Buffer","Pai Min Kok Stream","AN2","2013-05-10","1","1.1","190","0.035","0.07","<1","<1","14","<1","<50","<0.1","8","<10","1.7","1","194","1","<0.01","99","8.3","3500","56000","0.004","0.5","<0.01","110","<1","20","<1","4","<1","1.3","0.026","<0.5","0.041","7.8","0.6","0.1","15","<1","<0.02","4","<1","0.38","1","0.05","130","55","5.3","<2","24.1","10"
"Western Buffer","Pai Min Kok Stream","AN2","2013-06-21","1","0.7","250","0.019","0.06","<1","<1","13","<1","<50","<0.1","6","<10","0.5","<1","130","2","<0.01","99","7.9","73000","79000","0.016","0.5","<0.01","300","4","20","<1","3","1","0.72","0.01","<0.5","0.028","7.8","0.2","0.1","17","<1","<0.02","19","<1","0.19","2","0.04","160","42","20","<2","27.2","10"
"Western Buffer","Pai Min Kok Stream","AN2","2013-07-11","1","0.5","330","0.016","<0.05","<1","<1","10","<1","<50","0.1","2","<10","0.2","<1","195","4","<0.01","100","8","45000","46000","0.013","0.4","<0.01","540","8","30","<1","<2","<1","0.44","0.004","<0.5","0.034","8.2","<0.2","0.1","18","<1","<0.02","50","<1","0.25","<1","0.05","180","55","52","<2","27","30"
"Western Buffer","Pai Min Kok Stream","AN2","2013-08-12","1","<0.1","120","0.015","<0.05","<1","<1","11","<1","<50","<0.1","4","<10","1.1","<1","173","<1","<0.01","100","7.9","8000","23000","0.016","0.4","<0.01","230","2","20","<1","<2","<1","0.35","0.005","<0.5","0.022","8","<0.2","0.1","18","<1","<0.02","6.8","<1","0.16","<1","0.05","72","12","7.4","<2","27.4","<10"
"Western Buffer","Pai Min Kok Stream","AN2","2013-09-11","1","0.3","136","0.012","0.1","2","<1","11","<1","<50","<1","3","<10","0.3","<1","121","<1","<0.01","101","8","32000","41000","0.015","0.3","<0.01","165","<1","15","<1","<2","<1","0.36","<0.002","<0.5","0.029","7.5","0.2","0.1","17","<1","<0.02","9.7","<1","0.19","<1","0.03","98","25","15.2","<2","27","22"
"Western Buffer","Pai Min Kok Stream","AN2","2013-10-11","1","1","303","0.013","0.12","<1","<1","25","<1","<50","<0.1","6","<10","0.7","<1","242","2","<0.01","100","8","4500","38000","0.008","0.4","<0.01","236","2","35","<1","<2","<1","0.61","0.018","<0.5","0.019","8.2","0.8","0.1","15","<1","<0.02","6.4","<1","0.34","2","0.03","110","40","6.4","<2","27.2","34"
"Western Buffer","Pai Min Kok Stream","AN2","2013-11-15","1","0.7","135","0.025","0.05","<1","<1","9","<1","<50","<0.1","3","<10","0.9","<1","218","<1","<0.01","104","9.2","1600","13000","0.009","0.5","<0.01","161","<1","16","<1","3","<1","0.72","0.005","<0.5","0.02","7.9","0.4","0.1","19","<1","<0.02","1.2","<1","0.07","<1","0.03","120","48","3.4","<2","21.1","40"
"Western Buffer","Pai Min Kok Stream","AN2","2013-12-13","1","1.1","130","0.17","0.32","<1","<1","14","<1","<50","<0.1","2","<10","0.6","2","496","<1","<0.01","101","9.6","22000","28000","0.005","0.4","<0.01","90","<1","15","<1","3","<1","0.87","0.034","<0.5","0.051","8.2","0.6","0.3","19","<1","<0.02","1.7","<1","0.23","1","0.06","100","38","2.9","<2","18","16"
"Deep Bay","Ha Pak Nai Stream","DB1","2013-01-09","1","0.8","180","0.019","<0.05","<1","<1","6","<1","<50","<0.1","<2","<10","<0.2","<1","34","<1","<0.01","100","10","190","230","0.007","0.3","<0.01","<50","<1","<10","<1","<2","<1","0.24","<0.002","0.8","0.005","8","<0.2","0","26","<1","<0.02","1.2","<1","<0.05","<1","<0.02","58","22","3.9","<2","15.4","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2013-02-14","1","0.4","420","0.021","0.05","<1","<1","6","<1","<50","<0.1","<2","<10","0.5","<1","45","<1","<0.01","101","9.5","15","980","0.008","0.3","<0.01","70","<1","<10","<1","<2","<1","0.2","<0.002","<0.5","0.005","7.7","<0.2","0","24","<1","<0.02","0.8","<1","0.05","<1","<0.02","68","30","3.7","<2","18.6","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2013-03-07","1","<0.1","320","0.02","<0.05","<1","<1","4","<1","<50","0.1","2","<10","0.9","<1","40","1","<0.01","107","9.7","27","200","0.007","0.2","<0.01","80","<1","<10","<1","<2","<1","0.19","<0.002","<0.5","0.008","6.9","<0.2","0","25","<1","<0.02","1.5","<1","<0.05","<1","<0.02","72","24","3.8","<2","20.2","10"
"Deep Bay","Ha Pak Nai Stream","DB1","2013-04-10","1","0.1","200","0.037","<0.05","<1","<1","10","<1","<50","<0.1","4","<10","<0.2","<1","37","<1","<0.01","101","9.3","130","1200","0.06","<0.2","<0.01","<50","4","40","<1","<2","<1","0.7","<0.002","<0.5","<0.002","7.7","<0.2","0","11","<1","<0.02","49","<1","0.09","<1","<0.02","87","28","10.6","<2","19.3","10"
"Deep Bay","Ha Pak Nai Stream","DB1","2013-05-08","1","<0.1","70","0.011","<0.05","<1","<1","6","<1","<50","<0.1","2","<10","0.6","<1","39","<1","<0.01","100","8.5","290","1200","0.014","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.36","<0.002","<0.5","0.004","7.9","<0.2","0","19","<1","<0.02","4.9","<1","0.12","<1","<0.02","82","34","9.6","<2","23.8","10"
"Deep Bay","Ha Pak Nai Stream","DB1","2013-06-20","1","0.4","60","0.009","<0.05","<1","<1","6","<1","<50","<0.1","<2","<10","0.4","<1","42","<1","<0.01","100","7.7","58","1200","0.064","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.29","<0.002","<0.5","0.005","7.7","0.8","0","17","<1","<0.02","3.5","<1","<0.05","<1","<0.02","58","1.5","7.7","<2","29.1","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2013-07-08","1","<0.1","100","0.011","<0.05","<1","<1","5","<1","<50","<0.1","2","<10","0.3","<1","40","<1","<0.01","101","8","290","1500","0.027","<0.2","<0.01","50","1","<10","<1","<2","<1","0.28","<0.002","<0.5","0.006","7.7","<0.2","0","20","<1","<0.02","5.7","<1","<0.05","<1","<0.02","56","20","8","<2","27.1","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2013-08-07","1","0.2","70","0.011","<0.05","<1","<1","7","<1","<50","<0.1","2","<10","0.3","<1","41","<1","<0.01","101","7.9","80","1300","0.032","<0.2","<0.01","<50","1","<10","<1","<2","<1","0.31","<0.002","0.9","0.005","7.7","<0.2","0","20","<1","<0.02","5.3","<1","<0.05","<1","<0.02","68","22","8.3","<2","28.1","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2013-09-02","1","<0.1","100","0.012","<0.05","<1","<1","7","<1","<50","<0.1","2","<10","0.6","<1","40","<1","<0.01","102","8.1","86","1200","0.013","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.28","<0.002","<0.5","0.004","7.5","0.7","0","20","<1","<0.02","5.4","<1","0.09","<1","<0.02","30","6.5","8.1","<2","27.1","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2013-10-03","1","0.5","111","<0.005","<0.05","<1","<1","10","<1","<50","<1","<2","<10","0.5","<1","39","<1","<0.01","102","8.5","17","80","0.021","<0.2","<0.01","246","3","10","<1","<2","<1","0.25","<0.002","<0.5","0.006","7.7","0.3","0","22","<1","<0.02","8.6","<1","<0.05","<1","<0.02","70","20","6.3","<2","24.6","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2013-11-04","1","0.2","<50","0.022","<0.05","<1","<1","16","<1","<50","<0.1","3","<10","0.9","<1","44","<1","<0.01","101","8.8","340","2200","0.027","<0.2","<0.01","95","<1","18","<1","<2","<1","0.59","<0.002","<0.5","0.006","7.4","<0.2","0","20","<1","<0.02","2.5","<1","0.18","1","<0.02","52","18","6","<2","22.5","<10"
"Deep Bay","Ha Pak Nai Stream","DB1","2013-12-02","1","7.9","77","0.012","<0.05","<1","<1","4","<1","<50","<0.1","<2","<10","0.5","<1","33","<1","<0.01","103","10.3","160","280","0.023","0.2","<0.01","<50","<1","<10","<1","<2","<1","0.25","<0.002","<0.5","0.005","7.3","1","0","23","<1","<0.02","1.6","<1","0.09","<1","<0.02","71","40","5.2","<2","15.4","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2013-01-09","1","0.2","140","0.03","<0.05","<1","<1","10","<1","<50","<0.1","<2","<10","<0.2","<1","44","1","<0.01","96","9.7","26","120","0.18","0.3","<0.01","100","<1","20","<1","<2","<1","0.23","<0.002","0.8","0.005","8.1","<0.2","0","26","<1","<0.02","1.9","<1","0.12","<1","<0.02","65","23","2.7","<2","15","40"
"Deep Bay","Tai Shui Hang Stream","DB2","2013-02-14","1","0.5","130","0.03","<0.05","<1","<1","11","<1","<50","<0.1","2","86","0.5","<1","291","<1","<0.01","93","8.7","30","790","0.08","0.3","<0.01","120","<1","30","<1","<2","<1","0.16","0.002","<0.5","0.005","7.5","<0.2","0.2","24","<1","<0.02","2.4","<1","0.1","<1","<0.02","200","60","2.7","<2","18.4","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2013-03-07","1","<0.1","160","0.033","<0.05","<1","<1","8","<1","<50","<0.1","3","<10","1.3","<1","55","4","<0.01","92","8.7","100","1100","0.11","0.3","<0.01","140","1","50","<1","<2","<1","0.14","<0.002","<0.5","0.005","7.2","<0.2","0","26","<1","<0.02","1.7","<1","0.06","<1","<0.02","120","59","2.2","<2","18.3","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2013-04-10","1","<0.1","170","0.068","<0.05","<1","<1","11","<1","<50","<0.1","6","<10","0.5","<1","52","<1","<0.01","99","9.1","140","1200","0.6","<0.2","<0.01","80","6","40","<1","<2","<1","1","0.004","<0.5","0.003","8","<0.2","0","12","<1","<0.02","14","<1","0.16","1","<0.02","72","30","15.6","<2","19.5","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2013-05-08","1","<0.1","<50","0.01","<0.05","<1","<1","5","<1","<50","<0.1","3","<10","0.6","<1","56","<1","<0.01","98","8.3","98","250","0.04","0.2","<0.01","70","<1","40","<1","<2","<1","0.4","<0.002","<0.5","0.008","8","<0.2","0","19","<1","<0.02","2.4","<1","0.09","<1","<0.02","78","41","5.5","<2","24","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2013-06-20","1","0.6","<50","0.015","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","<0.2","<1","49","<1","<0.01","99","7.4","53","1100","0.27","<0.2","<0.01","130","1","20","<1","<2","<1","0.34","<0.002","0.7","0.005","7.3","0.2","0","19","<1","<0.02","2.4","<1","0.06","<1","<0.02","58","5","4.9","<2","30.9","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2013-07-08","1","<0.1","<50","0.013","<0.05","<1","<1","13","<1","<50","<0.1","4","<10","0.2","<1","49","<1","<0.01","101","7.9","220","2900","0.33","<0.2","<0.01","160","1","20","<1","<2","<1","0.34","<0.002","<0.5","0.005","7.9","<0.2","0","20","<1","<0.02","4.4","<1","0.06","<1","<0.02","48","20","6.6","<2","28.4","10"
"Deep Bay","Tai Shui Hang Stream","DB2","2013-08-07","1","0.2","<50","0.01","<0.05","<1","<1","10","<1","<50","<0.1","<2","<10","<0.2","<1","48","<1","<0.01","100","7.7","130","580","0.28","<0.2","<0.01","160","1","20","<1","<2","<1","0.28","<0.002","0.8","0.005","7.9","<0.2","0","20","<1","<0.02","3.1","<1","<0.05","<1","<0.02","59","19","5","<2","29.1","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2013-09-02","1","0.1","<50","0.011","<0.05","<1","<1","8","<1","<50","<0.1","<2","<10","0.8","<1","48","<1","<0.01","101","7.9","110","2000","0.42","0.2","<0.01","120","1","20","<1","<2","<1","0.27","<0.002","<0.5","0.004","7.8","<0.2","0","22","<1","<0.02","3.7","<1","0.1","<1","<0.02","36","12","5.8","<2","28","20"
"Deep Bay","Tai Shui Hang Stream","DB2","2013-10-03","1","0.3","<50","<0.005","<0.05","<1","<1","10","<1","<50","<1","<2","<10","<0.2","<1","47","2","<0.01","103","8.4","87","2000","0.31","<0.2","<0.01","174","2","69","<1","<2","<1","0.22","<0.002","<0.5","0.005","8","<0.2","0","24","<1","<0.02","1.5","<1","0.05","<1","<0.02","76","30","3.9","<2","25.7","17"
"Deep Bay","Tai Shui Hang Stream","DB2","2013-11-04","1","0.6","<50","0.014","<0.05","<1","1","14","<1","<50","<0.1","2","<10","0.8","<1","50","<1","<0.01","99","8.5","510","3900","0.22","<0.2","<0.01","153","<1","16","<1","<2","<1","0.36","0.002","<0.5","0.006","7.7","<0.2","0","21","<1","<0.02","1.8","<1","0.11","1","<0.02","55","18","3.6","<2","22.8","<10"
"Deep Bay","Tai Shui Hang Stream","DB2","2013-12-02","1","1.2","136","0.59","<0.05","<1","<1","17","<1","92","<0.1","5","<10","0.4","<1","47","<1","<0.01","99","9.8","49","3000","0.19","0.2","<0.01","237","1","159","<1","<2","<1","0.21","0.003","<0.5","0.006","7.6","<0.2","0","24","<1","<0.02","2.1","<1","0.79","<1","<0.02","75","42","3.1","<2","16.1","12"
"Deep Bay","Pak Nai Stream","DB3","2013-01-09","1","0.5","100","0.039","<0.05","<1","<1","16","<1","<50","<0.1","<2","<10","1.5","<1","50","<1","<0.01","99","9.9","210","1100","0.009","0.2","<0.01","190","1","50","<1","<2","<1","0.24","<0.002","0.8","0.005","7.5","<0.2","0","25","<1","<0.02","7.1","<1","0.09","<1","<0.02","83","40","12.7","<2","15.5","10"
"Deep Bay","Pak Nai Stream","DB3","2013-02-14","1","0.3","210","0.05","<0.05","<1","<1","7","<1","<50","<0.1","<2","<10","1.1","<1","55","<1","<0.01","98","9.2","380","2000","0.006","0.2","<0.01","330","1","40","<1","<2","<1","0.2","<0.002","<0.5","0.007","7.2","0.7","0","23","<1","<0.02","9.7","<1","0.09","<1","<0.02","75","38","5.8","<2","18.6","10"
"Deep Bay","Pak Nai Stream","DB3","2013-03-07","1","<0.1","170","0.05","<0.05","<1","<1","7","<1","<50","<0.1","3","<10","4.6","<1","61","<1","<0.01","103","9.3","730","1200","0.012","<0.2","<0.01","270","1","30","<1","<2","<1","0.16","0.002","<0.5","0.005","6.6","0.9","0","24","<1","<0.02","7.5","<1","0.16","<1","0.02","89","36","5.3","<2","20.2","20"
"Deep Bay","Pak Nai Stream","DB3","2013-04-10","1","0.1","120","0.053","<0.05","<1","<1","13","<1","<50","<0.1","7","<10","<0.2","<1","46","<1","<0.01","96","8.8","380","1100","0.12","<0.2","<0.01","130","2","60","<1","<2","<1","0.41","<0.002","<0.5","0.005","7.3","<0.2","0","12","<1","<0.02","18","<1","0.13","1","<0.02","71","22","19.8","<2","19.2","10"
"Deep Bay","Pak Nai Stream","DB3","2013-05-08","1","0.3","70","0.061","<0.05","<1","<1","10","<1","<50","<0.1","3","<10","0.6","<1","69","<1","<0.01","92","7.8","260","2600","0.006","<0.2","<0.01","390","<1","100","<1","<2","<1","0.25","<0.002","<0.5","0.005","7.2","<0.2","0","19","<1","<0.02","12","<1","0.08","<1","<0.02","100","32","11.7","<2","23.6","<10"
"Deep Bay","Pak Nai Stream","DB3","2013-06-20","1","0.4","60","0.041","<0.05","<1","<1","9","<1","<50","<0.1","<2","<10","0.4","<1","70","<1","<0.01","96","7.3","360","4500","0.06","<0.2","<0.01","280","1","90","<1","<2","<1","0.24","<0.002","0.9","0.004","7.3","<0.2","0","18","<1","<0.02","6.4","<1","0.05","<1","<0.02","55","14","9.4","<2","29.4","30"
"Deep Bay","Pak Nai Stream","DB3","2013-07-08","1","0.3","60","0.036","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","0.3","<1","49","<1","<0.01","94","7.4","460","6600","0.03","<0.2","<0.01","190","2","60","<1","<2","<1","0.21","<0.002","<0.5","0.007","7.1","<0.2","0","20","<1","<0.02","10","<1","<0.05","<1","<0.02","62","23","11.5","<2","27.8","<10"
"Deep Bay","Pak Nai Stream","DB3","2013-08-07","1","0.5","330","0.15","0.07","<1","<1","11","<1","<50","<0.1","<2","<10","0.3","<1","65","<1","<0.01","96","7.5","380","4900","0.02","<0.2","<0.01","350","1","90","<1","<2","<1","0.19","<0.002","0.8","0.019","7.3","<0.2","0","20","<1","<0.02","5.2","<1","0.16","<1","0.02","72","22","11.9","<2","28.5","20"
"Deep Bay","Pak Nai Stream","DB3","2013-09-02","1","0.4","60","0.045","<0.05","<1","<1","8","<1","<50","<0.1","2","<10","1","<1","66","<1","<0.01","97","7.6","900","4900","0.16","<0.2","<0.01","310","1","100","<1","<2","<1","0.23","<0.002","<0.5","0.004","7","0.3","0","20","<1","<0.02","7.8","<1","0.1","<1","<0.02","64","18","10.5","<2","28","10"
"Deep Bay","Pak Nai Stream","DB3","2013-10-03","1","0.4","<50","0.032","<0.05","<1","<1","10","<1","<50","<1","<2","<10","<0.2","<1","54","<1","<0.01","97","7.9","220","4000","0.039","<0.2","<0.01","282","<1","71","<1","<2","<1","0.2","0.004","<0.5","0.006","7.3","<0.2","0","22","<1","<0.02","5.8","<1","0.07","<1","<0.02","68","17","6.3","<2","25.5","19"
"Deep Bay","Pak Nai Stream","DB3","2013-11-04","1","9","<50","0.032","<0.05","<1","<1","16","<1","<50","<0.1","3","<10","0.3","<1","53","<1","<0.01","97","8.4","510","5300","0.032","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.41","0.005","<0.5","0.007","7.2","<0.2","0","21","<1","<0.02","3.2","<1","0.12","1","<0.02","52","8.5","7.3","<2","22.5","<10"
"Deep Bay","Pak Nai Stream","DB3","2013-12-02","1","0.1","81","0.045","<0.05","<1","<1","5","<1","83","<0.1","<2","<10","0.4","<1","45","<1","<0.01","99","9.7","150","830","0.023","<0.2","<0.01","282","<1","77","<1","<2","<1","0.22","0.004","<0.5","0.006","7","0.3","0","23","<1","<0.02","1.8","<1","0.07","<1","<0.02","86","48","4","<2","16.4","11"
"Deep Bay","Sheung Pak Nai Stream","DB5","2013-01-09","1","0.8","120","0.26","<0.05","<1","<1","14","<1","<50","<0.1","4","<10","0.6","<1","39","1","<0.01","98","9.8","<1","<1","0.021","0.2","<0.01","140","<1","30","<1","<2","<1","0.22","0.003","0.6","0.044","7.4","<0.2","0","25","<1","<0.02","2.4","<1","0.65","1","0.05","76","24","6","<2","15.4","30"
"Deep Bay","Sheung Pak Nai Stream","DB5","2013-02-14","1","0.7","160","0.077","<0.05","<1","<1","5","<1","<50","<0.1","<2","<10","1.2","<1","38","<1","<0.01","99","9.3","3500","8200","0.018","0.2","<0.01","170","<1","30","<1","<2","<1","0.15","0.002","<0.5","0.032","7.2","0.7","0","24","<1","<0.02","2.2","<1","0.14","<1","0.04","62","26","4.2","<2","18.6","10"
