"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Junk Bay","Tseng Lan Shue Stream","JR3","1986-05-19","1","64.5","0","3.8","0.21","","<1","","","120","0.2","83","","","<1","225","6","<0.01","41","3.1","","","null","0.2","<0","770","2","160","<1","","","0.52","0.31","14","1.4","6.5","","","19","","<0.01","65","","7.5","84","2.2","240","120","12","","25.1","40"
"Junk Bay","Tseng Lan Shue Stream","JR3","1986-06-18","1","27.5","0","2.5","0.11","","<1","","","100","0.1","45","","","2","185","4","<0.01","36","2.9","","","null","<0.2","<0","610","1","170","<1","","","1","0.15","<0.5","1.1","6.5","","","8.8","","<0.01","17","","5.7","12","1.7","150","94","13","","26.6","50"
"Junk Bay","Tseng Lan Shue Stream","JR3","1986-07-24","1","32.1","30","1.1","0.19","","<1","","","30","0.2","12","","","1","145","2","<0.01","41","3.9","","","null","0.2","<0","350","<1","80","<1","","","1.5","0.08","1","0.49","6.9","","","15","","0.01","7","","2.5","4","0.87","36","4","5","","25.1","20"
"Junk Bay","Tseng Lan Shue Stream","JR3","1986-08-15","1","15","30","1.4","0.87","","<1","","","20","0.1","12","","","1","220","2","<0.01","18","1.4","","","null","<0.2","<0","250","1","50","<1","","","0.53","0.23","1","0.47","6.4","","","6.4","","<0.01","14","","6.2","<1","1.9","150","60","11","","28.4","20"
"Junk Bay","Tseng Lan Shue Stream","JR3","1986-09-15","1","405.5","30","0.85","0.46","","<1","","","230","0.1","320","","","<1","250","5","<0.01","21","1.7","","","null","<0.2","0.02","170","2","120","<1","","","<0.002","0.029","5","1.8","6.1","","","17","","0.12","210","","11","400","4.5","500","360","150","","25.5","30"
"Junk Bay","Tseng Lan Shue Stream","JR3","1986-10-06","1","104.5","110","10","0.09","","<1","","","140","0.2","140","","","<1","235","6","<0.01","19","1.7","","","null","0.2","0.01","1300","1","220","1","","","<0.002","0.017","5.5","2.4","6.1","","","18","","0.08","41","","19","<1","5.5","260","150","20","","23.5","50"
"Junk Bay","Tseng Lan Shue Stream","JR3","1986-11-10","1","464","280","25","0.3","","<1","","","270","0.3","220","","","1","620","14","<0.01","22","2.1","","","null","0.2","0.03","1200","4","320","<1","","<10","0.056","<0.002","15","8.3","6.7","","","21","","0.16","140","","41","170","15","500","250","43","","18.1","140"
"Junk Bay","Tseng Lan Shue Stream","JR3","1986-12-17","1","288.5","90","39","1.2","","<1","","","200","<0.1","260","","","1","600","12","<0.01","25","2.4","","","null","0.2","0.01","600","2","140","<1","","<10","<0.002","0.045","31","8.4","6.6","","","12","","0.1","160","","48","170","13","460","240","55","","17.9","60"
"Junk Bay","Tseng Lan Shue Stream","JR6","1986-04-29","1","324.5","0","22","3.5","","1","","","1500","0.3","320","","","1","950","28","<0.01","14","1.2","","","null","0.4","0.09","1400","11","380","<1","","","<0.002","0.042","53","20","7.2","","","24","","0.41","160","","49","84","25","1000","640","142","","25.1","140"
"Junk Bay","Tseng Lan Shue Stream","JR6","1986-05-19","1","48","0","5.1","0.59","","1","","","330","0.3","57","","","2","445","5","<0.01","61","4.8","","","null","0.5","<0","660","4","190","<1","","","0.004","0.005","1","3.2","7.6","","","30","","0.02","36","","13","28","5.3","450","240","21","","27.6","50"
"Junk Bay","Tseng Lan Shue Stream","JR6","1986-06-18","1","42.6","0","3.8","0.32","","<1","","","190","0.2","77","","","2","393","6","<0.01","53","4.1","","","null","0.4","<0","630","4","200","<1","","","0.007","0.003","<0.5","3.4","7.6","","","21","","0.01","22","","7.9","20","4.3","310","210","22","","28.6","60"
"Junk Bay","Tseng Lan Shue Stream","JR6","1986-07-24","1","31.7","60","0.01","0.8","","<1","","","80","0.2","17","","","1","350","5","<0.01","63","5","","","null","0.5","<0","370","3","100","<1","","","0.49","0.064","1.5","0.65","7.7","","","24","","0.01","11","","3.4","4","2.5","160","36","15","","27.6","30"
"Junk Bay","Tseng Lan Shue Stream","JR6","1986-08-15","1","21.7","10","2.5","3.8","","<1","","","40","0.1","22","","","1","370","3","<0.01","71","5.3","","","null","0.3","<0","170","2","70","<1","","","0.59","0.2","1.5","2.1","7.6","","","16","","0.01","18","","11","11","6.9","290","110","14","","29.6","10"
"Junk Bay","Tseng Lan Shue Stream","JR6","1986-09-15","1","24.8","20","3.8","0.1","","<1","","","180","0.2","130","","","<1","400","2","<0.01","36","2.8","","","null","0.4","0","260","2","70","<1","","","<0.002","0.009","1.5","1.7","7","","","26","","0.1","13","","8.7","25","2.7","260","78","23","","28.4","10"
"Junk Bay","Tseng Lan Shue Stream","JR6","1986-10-06","1","83.8","170","12","0.22","","<1","","","260","0.4","86","","","3","385","6","0.01","22","1.8","","","null","0.3","0.01","1000","5","220","2","","","<0.002","0.022","1","4","7.2","","","31","","0.15","27","","20","18","6.9","420","180","30","","26.5","100"
"Junk Bay","Tseng Lan Shue Stream","JR6","1986-11-10","1","156","1500","13","0.12","","3","","","800","0.6","160","","","120","1400","11","<0.01","75","6.5","","","null","1.5","0.02","110000","20","1600","<1","","270","0.99","0.003","31","17","3.4","","","59","","0.41","170","","35","58","25","1700","1000","22","","21.8","710"
"Junk Bay","Tseng Lan Shue Stream","JR6","1986-12-17","1","91.5","160","13","0.41","","<1","","","200","0.2","190","","","12","550","15","<0.01","56","4.8","","","null","0.6","0","4500","8","150","<1","","10","0.039","0.015","13","3.8","7.2","","","16","","0.1","110","","22","33","7.6","460","170","42","","22.7","70"
"Deep Bay","Kam Tin River","KT1","1986-01-17","1","154","270","34","0.67","","<1","","","230","3.6","290","","","14","770","14","0.01","19","1.7","","","null","0.4","0.01","1700","12","430","<1","","","0.013","0.002","14","13","7.2","","","9.9","","0.42","140","","50","52","15","480","210","98","","19.9","100"
"Deep Bay","Kam Tin River","KT1","1986-02-17","1","126.5","300","56","1.7","","<1","","","20","0.5","280","","","6","1000","12","0.01","5","0.4","","","null","0.4","0.02","1700","8","570","<1","","","0.004","0.002","17","19","6.9","","","18","","0.39","78","","110","40","38","470","130","71","","17.8","100"
"Deep Bay","Kam Tin River","KT1","1986-03-12","1","95.5","60","42","1.1","","<1","","","130","0.1","210","","","6","950","4","0.01","5","0.5","","","0.53","0.4","0.03","820","1","260","<1","","","0.011","0.002","31","15","6.8","","","14","","0.3","79","","81","50","26","510","160","69","","20.9","30"
"Deep Bay","Kam Tin River","KT1","1986-04-10","1","123","570","93","4.2","","<1","","","380","0.4","1500","","","11","1620","2","0.01","5","0.5","","","0.08","0.4","0.02","4800","14","910","<1","","","0.006","0.004","23","32","7","","","21","","0.17","160","","150","100","59","860","360","70","","28.8","480"
"Deep Bay","Kam Tin River","KT1","1986-05-01","1","81","100","38","0.35","","<1","","","160","0.3","140","","","6","770","10","0.02","17","1.3","","","0.03","0.3","0","1300","4","390","<1","","","0.016","0.002","2","10","6.7","","","7.1","","0.11","56","","44","10","14","430","160","54","","26.5","50"
"Deep Bay","Kam Tin River","KT1","1986-06-04","1","26.8","260","6.9","0.06","","2","","","190","0.2","74","","","7","325","14","0.07","20","1.6","","","2.78","0.3","0","1700","13","270","<1","","","3.2","0.78","1.5","3.5","6.9","","","11","","0.33","53","","13","18","4.7","270","120","38","","27.7","110"
"Deep Bay","Kam Tin River","KT1","1986-07-10","1","44.3","40","16","0.72","","1","","","290","0.4","63","","","1","340","2","0.01","8","0.7","","","null","0.2","0","950","2","210","<1","","","0.017","0.002","5.5","5.3","6.6","","","21","","0.04","17","","65","1","12","230","34","21","","28.9","20"
"Deep Bay","Kam Tin River","KT1","1986-08-12","1","34.3","110","5.5","0.05","","1","","","90","0.2","21","","","1","350","9","0.01","19","1.5","","","2.37","0.3","0.03","690","6","220","<1","","","0.94","0.21","0.5","1.7","6.8","","","12","","0.01","41","","12","130","3.9","250","88","25","","27.6","50"
"Deep Bay","Kam Tin River","KT1","1986-09-10","1","66.8","50","6.6","0.07","","<1","","","160","0.1","50","","","2","285","3","0.01","9","0.7","","","0.66","0.3","0.01","640","1","120","<1","","","0.004","0.017","3.5","1.1","6.7","","","11","","0.04","32","","13","6","3.1","190","60","34","","27.8","10"
"Deep Bay","Kam Tin River","KT1","1986-10-02","1","65.5","30","20","0.34","","<1","","","60","0.2","78","","","5","425","3","0.01","3","0.3","","","0.61","0.3","0.03","660","1","120","<1","","","0.006","0.017","1","6.1","6.8","","","21","","0.27","36","","26","2","9","350","150","37","","26.3","10"
"Deep Bay","Kam Tin River","KT1","1986-11-04","1","66.5","90","21","0.12","","<1","","","160","0.1","120","","","3","410","1","0.01","4","0.3","","","null","0.2","0","1700","5","400","<1","","10","0.011","0.007","8","5","6.6","","","19","","0.04","22","","30","30","9.5","290","110","48","","23.7","40"
"Deep Bay","Kam Tin River","KT1","1986-12-03","1","62.3","220","9.6","0.05","","2","","","190","0.2","24","","","9","250","22","0.01","37","3.5","","","3.11","0.3","0","420","10","210","<1","","<10","3.9","0.9","1.5","3.1","6.8","","","9.7","","0.02","93","","13","16","4.2","300","210","40","","17.5","90"
"Deep Bay","Kam Tin River","KT2","1986-01-17","1","295.5","430","87","1.4","","<1","","","460","1.1","830","","","9","1520","12","0.01","6","0.6","","","0.16","0.4","0.03","3500","14","1000","<1","","","0.018","0.002","31","20","7.1","","","11","","1.4","310","","100","84","36","980","490","200","","21.7","470"
"Deep Bay","Kam Tin River","KT2","1986-02-17","1","188.5","330","87","1.5","","<1","","","30","3.5","550","","","3","1390","25","0.01","3","0.3","","","null","0.3","0.03","2200","8","840","<1","","","0.007","0.002","43","29","7","","","24","","1.6","200","","180","76","57","800","330","170","","17.7","270"
"Deep Bay","Kam Tin River","KT2","1986-03-12","1","168.5","120","100","1.5","","<1","","","40","0.3","390","","","2","1650","4","0.01","5","0.5","","","0.15","0.2","0.02","1100","1","440","<1","","","0.007","0.002","37","29","7","","","14","","0.79","320","","170","120","56","1100","550","120","","21.4","90"
"Deep Bay","Kam Tin River","KT2","1986-04-10","1","101.5","400","37","2.5","","<1","","","200","0.1","330","","","16","850","1","0.01","7","0.6","","","0.71","0.4","0.01","3800","11","510","<1","","","0.004","0.005","13","13","6.7","","","13","","0.14","42","","70","45","21","480","190","48","","26.8","150"
"Deep Bay","Kam Tin River","KT2","1986-05-01","1","137","330","56","0.3","","<1","","","260","0.3","260","","","4","1260","14","0.01","12","1","","","null","0.2","0","3700","6","620","<1","","","0.063","0.002","9.5","15","6.9","","","11","","0.06","76","","84","36","25","710","280","160","","28","240"
"Deep Bay","Kam Tin River","KT2","1986-06-04","1","88.5","610","9.9","0.21","","2","","","240","0.4","250","","","2","240","29","0.01","22","1.7","","","4.55","0.3","0.01","4000","20","410","<1","","","0.15","0.005","2","5.2","6.8","","","12","","0.33","210","","28","40","9.4","410","140","36","","28.3","310"
"Deep Bay","Kam Tin River","KT2","1986-07-10","1","49.3","20","19","0.65","","<1","","","110","0.1","77","","","3","352","2","0.01","9","0.7","","","null","0.2","0","900","1","190","<1","","","0.016","0.002","7.5","5.9","6.8","","","19","","0.04","27","","66","1","13","240","36","20","","28.5","30"
"Deep Bay","Kam Tin River","KT2","1986-08-12","1","20.3","130","4.9","0.05","","2","","","80","0.2","16","","","1","320","13","0.01","45","3.6","","","5.95","0.2","0.02","560","11","190","<1","","","1.5","0.16","1","1.8","6.8","","","15","","0.01","38","","11","120","3.6","220","84","18","","26.9","60"
"Deep Bay","Kam Tin River","KT2","1986-09-10","1","62.8","40","11","0.05","","<1","","","140","0.1","58","","","1","310","10","0.01","5","0.4","","","0.91","0.2","0.01","620","1","120","<1","","","0.096","0.019","2.5","1.3","6.9","","","11","","0.08","44","","16","140","5.1","220","52","35","","28.1","10"
"Deep Bay","Kam Tin River","KT2","1986-10-02","1","84.5","40","30","0.18","","1","","","90","0.4","94","","","1","580","6","0.01","4","0.3","","","0.44","0.2","0.01","690","2","130","<1","","","0.005","0.01","1","11","6.9","","","23","","0.15","31","","49","4","16","360","140","45","","28.4","20"
"Deep Bay","Kam Tin River","KT2","1986-11-04","1","134.5","50","47","0.14","","<1","","","220","0.2","190","","","1","800","14","0.01","4","0.4","","","null","0.3","0.01","1400","3","320","<1","","<10","0.007","0.002","11","12","7.1","","","26","","0.12","32","","63","75","16","450","180","64","","23.6","80"
"Deep Bay","Kam Tin River","KT2","1986-12-03","1","87.3","210","13","0.08","","2","","","170","0.3","64","","","1","270","33","0.01","27","2.6","","","1.78","0.2","0","630","8","210","<1","","<10","0.84","1.1","10","4.4","6.9","","","11","","0.07","110","","33","9","9.5","360","250","50","","17.3","170"
"Southern","Mui Wo River","MW1","1986-03-18","1","15.8","130","1.5","0.15","","","","","2200","","1500","","","","27500","","<0.01","10","0.8","","","0.2","0.3","<0","","","80","","","","0.06","0.041","27","0.45","7.3","","","4","","<0.01","20","","2.8","18","1.1","","","13","","19.5",""
"Southern","Mui Wo River","MW1","1986-05-13","1","2.5","40","0.66","<0.05","","","","","120","","15","","","","1600","","<0.01","84","6.4","","","0.47","<0.2","<0","","","30","","","","2.2","0.022","25","0.52","7","","","11","","<0.01","6","","1.2","1","0.61","","","2.5","","26.1",""
"Southern","Mui Wo River","MW1","1986-06-30","1","6.5","60","1.6","0.09","","2","","","30","0.3","20","","","1","410","6","<0.01","67","4.9","","","0.22","<0.2","0","810","4","130","1","","","0.58","0.048","0.5","0.99","6.8","","","13","","<0.01","22","","3.1","10","1.3","360","64","7","","31","20"
"Southern","Mui Wo River","MW1","1986-07-15","1","3.6","30","0.81","0.09","","1","","","40","0.1","11","","","2","270","1","<0.01","62","4.7","","","0.26","<0.2","0","330","1","60","<1","","","0.65","0.016","<0.5","0.62","6.5","","","14","","0.02","7","","1.5","<1","0.86","180","10","5.2","","29.2","20"
"Southern","Mui Wo River","MW1","1986-08-19","1","0.8","<10","0.63","0.18","","<1","","","210","0.1","31","","","<1","14400","2","<0.01","69","5.1","","","0.29","0.2","<0","210","<1","60","<1","","","0.33","0.022","3.5","0.27","7","","","5.5","","<0.01","10","","3","3","1.8","9400","2200","6.2","","31","<10"
"Southern","Mui Wo River","MW1","1986-11-07","1","3.4","60","1.3","0.07","","1","","","950","<0.1","540","","","<1","17000","4","<0.01","59","4.7","","","0.03","0.4","0","1100","2","470","<1","","<10","0.12","0.024","2.5","0.48","6.6","","","11","","0.01","13","","2","20","0.72","11000","2100","6.5","","26.7","<10"
"Southern","Mui Wo River","MW1","1986-12-18","1","36","50","8.4","0.13","","1","","","450","<0.1","250","","","<1","6000","5","<0.01","35","3.1","","","0.03","0.2","0","770","<1","190","<1","","<10","0.081","0.024","2","2","6.9","","","16","","0.07","7","","11","10","3","4900","1400","22","","21","20"
"Southern","Mui Wo River","MW2","1986-03-18","1","12.8","70","17","0.4","","","","","1300","","300","","","","25000","","<0.01","6","0.6","","","0.1","<0.2","0.01","","","70","","","","0.079","<0.002","17","6","7.1","","","6.2","","0.07","96","","35","25","14","","","31","","19.7",""
"Southern","Mui Wo River","MW2","1986-05-13","1","3.7","70","0.45","<0.05","","","","","330","","19","","","","2800","","<0.01","84","6.4","","","1.56","<0.2","<0","","","40","","","","0.94","0.016","5.5","0.1","6.6","","","11","","<0.01","8","","1.2","<1","0.4","","","4.1","","26.7",""
"Southern","Mui Wo River","MW2","1986-06-30","1","4.4","50","0.29","0.05","","<1","","","<20","0.5","7","","","2","75","3","<0.01","75","5.6","","","0.31","<0.2","0","1000","2","20","<1","","","0.41","0.006","1.5","0.3","7","","","9.5","","0.01","20","","0.4","1","0.39","50","14","4.5","","30.1","20"
"Southern","Mui Wo River","MW2","1986-07-15","1","1.5","20","0.16","0.06","","<1","","","30","0.2","10","","","1","118","<1","<0.01","96","7.6","","","0.27","<0.2","0","200","<1","<10","<1","","","0.54","0.006","1","0.2","6.9","","","14","","0.01","5.5","","0.87","3","0.34","110","6","3.8","","26.8","20"
"Southern","Mui Wo River","MW2","1986-08-19","1","1.3","10","0.15","0.08","","<1","","","200","0.2","27","","","<1","14500","1","<0.01","72","5.4","","","0.29","0.2","0","150","1","0","<1","","","0.28","0.009","<0.5","0.17","6.7","","","5.9","","<0.01","11","","2.1","<1","1.2","8700","2200","6","","30.4","10"
"Southern","Mui Wo River","MW2","1986-11-07","1","59.6","30","7.1","0.19","","<1","","","420","0.1","490","","","<1","6000","<1","<0.01","8","0.6","","","0.03","0.3","0.01","430","<1","100","<1","","<10","0.02","0.002","1.5","3.9","6.7","","","13","","0.12","27","","13","32","4.2","4400","1000","25","","25.5","40"
"Southern","Mui Wo River","MW2","1986-12-18","1","129","30","20","0.77","","<1","","","450","<0.1","250","","","<1","5200","6","<0.01","11","1","","","0.01","0.2","0","290","<1","80","<1","","<10","0.01","0.009","3","6.5","7.1","","","18","","0.26","22","","29","56","8.9","5100","1400","67","","21.4","30"
"Southern","Mui Wo River","MW3","1986-03-18","1","164","90","2.9","0.2","","","","","270","","1900","","","","450","","<0.01","8","0.8","","","0.01","0.5","0.01","","","200","","","","0.026","0.005","24","1.3","6.5","","","10","","0.27","14","","8.3","7","2.5","","","55","","20",""
"Southern","Mui Wo River","MW3","1986-05-13","1","1.5","","0.3","<0.05","","","","","","","5","","","","65","","<0.01","94","7.1","","","0.27","<0.2","<0","","","","","","","1.6","0.009","19","0.23","6.6","","","10","","<0.01","3.5","","0.89","<1","0.35","","","1.6","","26.2",""
"Southern","Mui Wo River","MW3","1986-06-30","1","3.1","30","0.29","<0.05","","<1","","","<20","<0.1","9","","","<1","41","4","<0.01","68","5.1","","","0.22","<0.2","<0","60","<1","10","<1","","","0.51","0.006","1.5","0.23","6.6","","","4.8","","0.01","18","","0.23","8","0.27","20","2","1.7","","29.2","10"
"Southern","Mui Wo River","MW3","1986-07-15","1","3.9","20","0.081","0.07","","<1","","","20","<0.1","4","","","<1","65","<1","<0.01","93","7.3","","","0.29","<0.2","0","60","<1","<10","<1","","","0.55","0.003","1.5","0.13","6.6","","","12","","0.01","7.5","","0.36","4","0.18","80","8","2","","28.2","10"
"Southern","Mui Wo River","MW3","1986-08-19","1","1.2","<10","0.42","0.08","","<1","","","<20","0.1","4","","","<1","120","<1","<0.01","82","6.3","","","0.11","<0.2","<0","60","<1","<0","<1","","","0.73","0.013","<0.5","0.47","6.5","","","7.1","","<0.01","7.5","","2.4","3","1.5","180","86","2.5","","29","10"
"Southern","Mui Wo River","MW3","1986-11-07","1","50.8","30","7.2","0.09","","2","","","170","0.2","420","","","<1","210","5","<0.01","13","1","","","0.01","<0.2","0.01","380","1","90","<1","","<10","0.056","0.092","6","4.4","6.2","","","11","","0.02","28","","11","16","5","240","120","8.1","","25.9","10"
"Southern","Mui Wo River","MW3","1986-12-18","1","28.5","40","5.7","0.14","","1","","","130","<0.1","64","","","<1","140","5","<0.01","24","2.1","","","0.02","<0.2","0","230","2","40","<1","","<10","0.52","0.1","3","2","6.4","","","16","","0.02","8.5","","7.9","14","2.9","160","70","7","","20.4","30"
"Port Shelter","Ho Chung River","PR1","1986-04-29","1","528","0","1.6","9.7","","1","","","610","<0.1","750","","","340","9000","12","0.01","14","1","","","0.91","0.3","<0","310","4","40","<1","","","<0.002","<0.002","26","0.18","10.1","","","7.9","","0.25","100","","18","220","1.3","5400","1100","42","","30.3","60"
"Port Shelter","Ho Chung River","PR1","1986-05-19","1","308","0","4","5.9","","<1","","","1300","0.2","730","","","880","7000","4","<0.01","64","5","","","0.26","0.3","<0","270","3","100","3","","","1.1","0.004","12","0.18","11.7","","","5.1","","0.06","160","","20","140","0.83","4900","570","52","","29.5","80"
"Port Shelter","Ho Chung River","PR1","1986-06-18","1","210.5","0","1.7","2.2","","<1","","","140","0.2","350","","","<1","1950","30","<0.01","84","6.2","","","null","0.3","<0","1300","4","120","<1","","","0.74","0.24","<0.5","0.17","10.9","","","4.6","","0.03","110","","11","130","1.5","1800","420","57","","31","110"
"Port Shelter","Ho Chung River","PR1","1986-07-24","1","81.8","80","0.47","2.6","","<1","","","170","<0.1","240","","","180","5500","<1","<0.01","57","4","","","null","0.3","<0","240","<1","30","<1","","","0.084","0.016","<0.5","0.04","10","","","15","","0.02","47","","4.6","39","0.64","2900","390","20","","33.5","20"
"Port Shelter","Ho Chung River","PR1","1986-08-15","1","370.7","20","1.8","4.8","","<1","","","110","0.2","500","","","300","4000","3","<0.01","49","3.6","","","null","0.2","<0","210","1","40","<1","","","0.025","0.39","22","0.02","10.4","","","1.6","","0.03","180","","27","160","4.2","2500","630","20","","31.6","20"
"Port Shelter","Ho Chung River","PR1","1986-09-15","1","129","20","0.029","0.75","","<1","","","1000","0.4","230","","","130","24000","67","0.01","24","1.8","","","null","0.8","0.01","250","5","80","1","","","0.041","0.022","3.5","0.1","6.8","","","12","","0.13","10","","3.7","38","0.58","27000","9400","75","","32.1","60"
"Port Shelter","Ho Chung River","PR1","1986-10-06","1","134","90","0.46","0.48","","1","","","1100","0.6","280","","","5","14200","14","<0.01","12","0.9","","","null","0.8","0","420","2","80","1","","","<0.002","0.025","8","0.09","9","","","19","","0.19","44","","7.6","57","1.8","17000","5200","28","","27.8","50"
"Port Shelter","Ho Chung River","PR1","1986-11-10","1","423","120","0.012","20","","2","","","3200","0.4","2600","","","2300","8000","10","<0.01","14","0.9","","","0.28","0.6","<0","15000","6","1200","<1","","30","0.013","<0.002","33","0.49","10.2","","","5","","0.13","410","","30","540","3.6","8600","3000","14","","35.5","770"
"Port Shelter","Ho Chung River","PR1","1986-12-17","1","399.2","280","3.4","13","","<1","","","330","<0.1","680","","","500","3050","2","<0.01","48","3.8","","","0.44","0.5","<0","1000","4","140","<1","","<10","0.018","0.04","46","0.56","10.5","","","15","","0.17","340","","31","450","16","2900","770","360","","27.3","170"
